date,gene,mov_name,strain,no_TS,no_cells,frac_active
09132019,gal3,09132019_yQC16_7,yQC16,1,16,0.0625
09132019,gal10,09132019_yQC16_8,yQC16,7,20,0.35
09132019,gal3,09132019_yQC16_8,yQC16,2,20,0.1
09132019,gal10,09132019_yQC16_9,yQC16,10,21,0.47619047619047616
09132019,gal3,09132019_yQC16_9,yQC16,7,21,0.3333333333333333
09132019,gal10,09132019_yQC62_1,yQC62,2,15,0.13333333333333333
09132019,gal10,09132019_yQC62_10,yQC62,23,82,0.2804878048780488
09132019,gal3,09132019_yQC62_10,yQC62,12,82,0.14634146341463414
09132019,gal10,09132019_yQC62_11,yQC62,16,57,0.2807017543859649
09132019,gal3,09132019_yQC62_11,yQC62,12,57,0.21052631578947367
09132019,gal10,09132019_yQC62_12,yQC62,4,32,0.125
09132019,gal3,09132019_yQC62_12,yQC62,1,32,0.03125
09132019,gal10,09132019_yQC62_13,yQC62,34,101,0.33663366336633666
09132019,gal3,09132019_yQC62_13,yQC62,9,101,0.0891089108910891
09132019,gal10,09132019_yQC62_14,yQC62,15,63,0.23809523809523808
09132019,gal3,09132019_yQC62_14,yQC62,4,63,0.06349206349206349
09132019,gal10,09132019_yQC62_15,yQC62,22,91,0.24175824175824176
09132019,gal3,09132019_yQC62_15,yQC62,6,91,0.06593406593406594
09132019,gal10,09132019_yQC62_16,yQC62,7,31,0.22580645161290322
09132019,gal3,09132019_yQC62_16,yQC62,2,31,0.06451612903225806
09132019,gal10,09132019_yQC62_17,yQC62,1,20,0.05
09132019,gal10,09132019_yQC62_18,yQC62,6,19,0.3157894736842105
09132019,gal3,09132019_yQC62_18,yQC62,2,19,0.10526315789473684
09132019,gal10,09132019_yQC62_19,yQC62,2,18,0.1111111111111111
09132019,gal3,09132019_yQC62_19,yQC62,1,18,0.05555555555555555
09132019,gal10,09132019_yQC62_2,yQC62,8,23,0.34782608695652173
09132019,gal3,09132019_yQC62_2,yQC62,3,23,0.13043478260869565
09132019,gal10,09132019_yQC62_20,yQC62,2,21,0.09523809523809523
09132019,gal3,09132019_yQC62_20,yQC62,1,21,0.047619047619047616
09132019,gal10,09132019_yQC62_21,yQC62,5,12,0.4166666666666667
09132019,gal3,09132019_yQC62_21,yQC62,1,12,0.08333333333333333
09132019,gal10,09132019_yQC62_22,yQC62,3,14,0.21428571428571427
09132019,gal3,09132019_yQC62_22,yQC62,1,14,0.07142857142857142
09132019,gal10,09132019_yQC62_3,yQC62,6,19,0.3157894736842105
09132019,gal3,09132019_yQC62_3,yQC62,2,19,0.10526315789473684
09132019,gal10,09132019_yQC62_4,yQC62,2,14,0.14285714285714285
09132019,gal3,09132019_yQC62_4,yQC62,1,14,0.07142857142857142
09132019,gal10,09132019_yQC62_5,yQC62,12,71,0.16901408450704225
09132019,gal3,09132019_yQC62_5,yQC62,3,71,0.04225352112676056
09132019,gal10,09132019_yQC62_6,yQC62,15,62,0.24193548387096775
09132019,gal3,09132019_yQC62_6,yQC62,6,62,0.0967741935483871
09132019,gal10,09132019_yQC62_7,yQC62,11,57,0.19298245614035087
09132019,gal3,09132019_yQC62_7,yQC62,9,57,0.15789473684210525
09132019,gal10,09132019_yQC62_8,yQC62,9,64,0.140625
09132019,gal3,09132019_yQC62_8,yQC62,5,64,0.078125
09132019,gal10,09132019_yQC62_9,yQC62,11,56,0.19642857142857142
09132019,gal3,09132019_yQC62_9,yQC62,10,56,0.17857142857142858
09132019,gal3,09132019_hCTD_4,hCTD,1,4,0.25
