y,x,mass,size,ecc,signal,raw_mass,ep,frame,roi,laser_power,mov_name,nuc_fluor,mass_norm,strain,particle,traj_len,pid,corrwideal,sframe,manual_label
1333.011887675507,248.97460218408736,25.688305340069512,0.8335964223290625,0.029814557045942505,7.837938780672068,926.0,0.07504336018865079,87,142,100,02122019_yQC22_100u10%int480_1,171.0,5.415204678362573,yQC22,26320,2,02122019_yQC22_100u10%int480_1_26320_87,0.07637173885204662,41,False
1514.0897883620144,470.0603357596668,25.69502718438406,0.8419013677817301,0.5636352843070381,7.482445539745113,830.0,0.10366685694780137,249,164,100,02122019_yQC22_100u10%int480_1,151.0,5.496688741721853,yQC22,71732,3,02122019_yQC22_100u10%int480_1_71732_249,0.16497796064630546,43,False
1512.2450806124677,461.1007889730876,25.70193096224677,0.8048214395166933,0.7871070241785612,9.053825183195793,849.0,0.10924937086883013,87,164,100,02122019_yQC22_100u10%int480_1,158.0,5.373417721518988,yQC22,26626,2,02122019_yQC22_100u10%int480_1_26626_87,0.0848752805031905,41,False
674.9974361129791,1553.0340450571618,25.72205523502611,0.8518098537231171,0.3891559983554912,7.058645705677768,845.0,0.09443251223826707,249,69,100,02122019_yQC22_100u10%int480_1,158.0,5.348101265822785,yQC22,72176,2,02122019_yQC22_100u10%int480_1_72176_249,0.14999847824926502,43,False
1310.0941413776493,1519.9248855973026,25.74432438083732,0.8375375642224188,0.11562231759160416,7.685474487005746,1068.0,0.05291709509389253,55,136,100,02122019_yQC22_100u10%int480_1,192.0,5.5625,yQC22,17272,2,02122019_yQC22_100u10%int480_1_17272_55,0.21496091035934908,40,False
532.011702965101,1491.2522697454735,25.874519309286164,0.8531356643705879,0.0671281274761292,7.041997225817792,928.0,0.07403824537382812,103,49,100,02122019_yQC22_100u10%int480_1,166.0,5.590361445783132,yQC22,31057,2,02122019_yQC22_100u10%int480_1_31057_103,0.17147538502656326,42,False
370.0905556252352,961.9776746519503,25.90341292015271,0.8472540200883042,0.16534653464383536,7.308923190689852,846.0,0.07740682288803978,337,31,100,02122019_yQC22_100u10%int480_1,157.0,5.388535031847134,yQC22,95854,3,02122019_yQC22_100u10%int480_1_95854_337,0.17218949299739314,44,False
1539.0951558161062,654.1642702869485,25.97684792735266,0.8103008533885175,0.3433270676530391,8.920774990170788,955.0,0.06712761228278873,87,170,100,02122019_yQC22_100u10%int480_1,187.0,5.106951871657754,yQC22,26359,2,02122019_yQC22_100u10%int480_1_26359_87,0.1035597722125826,41,False
690.7865759832582,1541.1205145565334,26.044174531052068,0.8250516862449818,0.4833853248119994,8.315637064063063,865.0,0.09979707663402597,87,69,100,02122019_yQC22_100u10%int480_1,161.0,5.372670807453416,yQC22,26223,3,02122019_yQC22_100u10%int480_1_26223_87,0.2050229674122382,41,False
811.106481096801,195.958994599086,26.066940465240002,0.8072171340191511,0.2881917877908575,9.081735053656113,945.0,0.0496410751101867,337,81,100,02122019_yQC22_100u10%int480_1,176.0,5.369318181818182,yQC22,95389,4,02122019_yQC22_100u10%int480_1_95389_337,0.06761711415825543,44,False
1453.849223674097,548.0176172175251,26.069021253845893,0.8386695660660102,0.2191283822083696,7.732941339188478,881.0,0.09185016762230708,87,156,100,02122019_yQC22_100u10%int480_1,166.0,5.3072289156626535,yQC22,26073,6,02122019_yQC22_100u10%int480_1_26073_87,0.34351038366704906,41,False
743.1045740802123,1893.0789691746768,26.09396121186072,0.8533989054051853,0.4357719876871218,7.089998244422548,919.0,0.06560332203878592,249,73,100,02122019_yQC22_100u10%int480_1,166.0,5.536144578313253,yQC22,71623,2,02122019_yQC22_100u10%int480_1_71623_249,0.3735744421461863,43,False
476.11669733483706,94.03697987772304,26.11480207393825,0.8349946835547339,0.06853396900780973,7.907141056518014,927.0,0.08395209576976817,55,43,100,02122019_yQC22_100u10%int480_1,165.0,5.618181818181819,yQC22,15933,4,02122019_yQC22_100u10%int480_1_15933_55,0.2096044486076735,40,False
1004.838396816844,964.9227421560907,26.12866940610077,0.8081884985763852,0.6803096642756323,9.062241703910606,984.0,0.04349498740235745,337,107,100,02122019_yQC22_100u10%int480_1,174.0,5.655172413793102,yQC22,95676,2,02122019_yQC22_100u10%int480_1_95676_337,0.14966002063900347,44,False
1045.9781942913144,1022.011025358324,26.17081266658189,0.8353705345101194,0.5566575967455166,7.907669905932162,1098.0,0.04415892361690667,87,112,100,02122019_yQC22_100u10%int480_1,191.0,5.74869109947644,yQC22,26566,4,02122019_yQC22_100u10%int480_1_26566_87,0.02183271385629574,41,False
1453.8679884345313,548.0275092936804,26.173964241761183,0.8280002833499466,0.5100614531564007,8.229500859491372,827.0,0.10573477041240996,249,156,100,02122019_yQC22_100u10%int480_1,157.5,5.2507936507936535,yQC22,72293,2,02122019_yQC22_100u10%int480_1_72293_249,0.10797701233940672,43,False
1587.9810189397076,1142.9865602514267,26.188232419212042,0.8443990032081828,0.2990372346422087,7.515769290767164,885.0,0.06343042570331034,337,177,100,02122019_yQC22_100u10%int480_1,161.0,5.496894409937887,yQC22,96022,2,02122019_yQC22_100u10%int480_1_96022_337,0.20147925422772933,44,False
904.844876108902,716.0093300703578,26.20126993968401,0.8502064600896769,0.3630977570730809,7.261655113292661,1050.0,0.049888770285880735,87,97,100,02122019_yQC22_100u10%int480_1,188.0,5.585106382978723,yQC22,26544,2,02122019_yQC22_100u10%int480_1_26544_87,0.1579347190845036,41,False
1528.93842913776,1171.1100512058144,26.22505319095355,0.8322755096427545,0.252175986630966,8.05941715589182,886.0,0.06313811615337422,337,167,100,02122019_yQC22_100u10%int480_1,161.0,5.503105590062113,yQC22,95741,5,02122019_yQC22_100u10%int480_1_95741_337,0.13042932849986466,44,False
1908.0910060650394,629.9160647343879,26.298252309298626,0.8342943469719126,0.3080392328440302,7.993431174930211,838.0,0.11685882737344395,87,207,100,02122019_yQC22_100u10%int480_1,161.0,5.204968944099379,yQC22,26406,2,02122019_yQC22_100u10%int480_1_26406_87,0.17856604118103298,41,False
1590.0024281833896,1950.9357971849536,26.313856228683075,0.8454289947715468,0.10019001554095756,7.506022615894411,869.0,0.06850492456736954,337,176,100,02122019_yQC22_100u10%int480_1,164.0,5.298780487804878,yQC22,95752,2,02122019_yQC22_100u10%int480_1_95752_337,0.1785528691409186,44,False
1951.1100073475384,1219.0672740631887,26.37134625054161,0.8192396252356259,0.4849798563459021,8.672123238715944,822.0,0.14904758459653838,55,214,100,02122019_yQC22_100u10%int480_1,153.0,5.372549019607844,yQC22,17360,2,02122019_yQC22_100u10%int480_1_17360_55,0.09584998448857683,40,False
1057.8765511394292,1942.091231405596,26.426500001977054,0.8224117098365787,0.4850338068645053,8.552645493022247,916.0,0.07778486023324728,103,111,100,02122019_yQC22_100u10%int480_1,166.0,5.518072289156627,yQC22,29183,6,02122019_yQC22_100u10%int480_1_29183_103,0.24442479899982397,42,False
795.1475693426378,1622.9849586583007,26.43412594330557,0.8396998735013605,0.4073519627242452,7.795532713826523,865.0,0.11312565774363627,55,89,100,02122019_yQC22_100u10%int480_1,167.0,5.179640718562874,yQC22,17187,2,02122019_yQC22_100u10%int480_1_17187_55,0.19214050614796974,40,False
473.89811521321394,1232.8378919825013,26.443163626156,0.8088748906095252,0.5550834218237153,9.141967849166981,833.0,0.10167827854134373,249,48,100,02122019_yQC22_100u10%int480_1,158.0,5.272151898734177,yQC22,71583,2,02122019_yQC22_100u10%int480_1_71583_249,0.08254041950407358,43,False
916.8235198040016,743.0135157207022,26.521785292635137,0.8251112005436334,0.4638637317541016,8.465528608923186,937.0,0.05112291237089641,337,97,100,02122019_yQC22_100u10%int480_1,165.0,5.678787878787879,yQC22,95662,3,02122019_yQC22_100u10%int480_1_95662_337,0.2677796507900293,44,False
530.2841149649894,1491.0810128643545,26.55668143885261,0.8283026790506328,0.6293241558992865,8.33653194003389,812.0,0.11744894084917365,249,49,100,02122019_yQC22_100u10%int480_1,160.0,5.075,yQC22,71874,4,02122019_yQC22_100u10%int480_1_71874_249,0.08717164816026186,43,False
496.07090495772775,1426.1130494751092,26.58129901542541,0.8456527683590604,0.3745624687343895,7.572251741182593,835.0,0.11813785730078367,103,45,100,02122019_yQC22_100u10%int480_1,161.0,5.186335403726709,yQC22,31052,2,02122019_yQC22_100u10%int480_1_31052_103,0.07297291762436357,42,False
1526.9772707404493,648.081796194306,26.59766316766601,0.8690358788250343,0.3986958366941121,6.510486657003658,918.0,0.08721707699400626,55,170,100,02122019_yQC22_100u10%int480_1,183.0,5.0163934426229515,yQC22,17307,2,02122019_yQC22_100u10%int480_1_17307_55,0.06508909561334238,40,False
1869.08788435062,1863.088929682321,26.629503971367672,0.8019563301285023,0.4192666005780271,9.503165751038534,849.0,0.1084166599356078,103,204,100,02122019_yQC22_100u10%int480_1,161.0,5.273291925465839,yQC22,31256,2,02122019_yQC22_100u10%int480_1_31256_103,0.28245279464995804,42,False
1917.944160668679,1274.0002902252147,26.70539622068072,0.8313846110485056,0.29224051056885114,8.246616432204632,1005.0,0.06338697442448693,55,206,100,02122019_yQC22_100u10%int480_1,173.0,5.809248554913296,yQC22,16763,3,02122019_yQC22_100u10%int480_1_16763_55,0.21668966031182554,40,False
331.23193115178594,327.9022619380061,26.744245345371066,0.8393607178461758,0.7609901988771623,7.902218059322531,907.0,0.08085347879195454,103,28,100,02122019_yQC22_100u10%int480_1,156.0,5.814102564102564,yQC22,30477,2,02122019_yQC22_100u10%int480_1_30477_103,0.2507805032033648,42,False
352.1041006263788,581.9969822230113,26.772760953111554,0.8286332259223483,0.0912616339159676,8.389699163076598,946.0,0.06904945249120499,103,32,100,02122019_yQC22_100u10%int480_1,183.0,5.169398907103825,yQC22,31034,2,02122019_yQC22_100u10%int480_1_31034_103,0.06466638526302873,42,False
47.938760850044886,61.09685722837474,26.778355114250303,0.857594556085774,0.3251668565714973,7.083720517801384,892.0,0.08708272854767453,87,2,100,02122019_yQC22_100u10%int480_1,154.0,5.792207792207793,yQC22,26427,3,02122019_yQC22_100u10%int480_1_26427_87,0.4726489464826156,41,False
1315.9561131055625,1517.9732564237024,26.802096138682426,0.8507945684386117,0.2714405126624998,7.4013613878189615,943.0,0.0596929667831057,249,136,100,02122019_yQC22_100u10%int480_1,165.0,5.715151515151515,yQC22,71991,3,02122019_yQC22_100u10%int480_1_71991_249,0.22661234891631465,43,False
1325.1613722486495,1898.9890752237359,26.81831296906765,0.8202567230272301,0.4740563211219858,8.7743863604351,966.0,0.05494877372956671,249,141,100,02122019_yQC22_100u10%int480_1,168.0,5.75,yQC22,71992,2,02122019_yQC22_100u10%int480_1_71992_249,0.17584803310393296,43,False
998.985633575464,140.99382566585956,26.835844816312733,0.8534457527845131,0.3461687627931648,7.289429840944349,844.0,0.078291485204773,337,106,100,02122019_yQC22_100u10%int480_1,160.0,5.275,yQC22,95947,2,02122019_yQC22_100u10%int480_1_95947_337,0.07134017724539937,44,False
1259.9927728833807,1722.0313871882934,26.83846815326764,0.8338980715462383,0.27558514063665085,8.175373306355977,1008.0,0.0562783771860826,87,133,100,02122019_yQC22_100u10%int480_1,190.0,5.3052631578947365,yQC22,26593,2,02122019_yQC22_100u10%int480_1_26593_87,0.023438756177961848,41,False
913.033324677573,1633.8073227733053,26.862732981558302,0.8423257568714129,0.30991012970965354,7.8032832931800975,1084.0,0.05078664855154237,55,100,100,02122019_yQC22_100u10%int480_1,189.0,5.735449735449736,yQC22,16610,3,02122019_yQC22_100u10%int480_1_16610_55,0.2604932650876172,40,False
621.0188489266584,1757.0282733899876,26.88891004617549,0.8491715204448159,0.0947832886452869,7.499524832645909,871.0,0.06782664941082621,337,55,100,02122019_yQC22_100u10%int480_1,160.0,5.44375,yQC22,95884,3,02122019_yQC22_100u10%int480_1_95884_337,0.15423664630098485,44,False
438.9375241492049,1874.724921979492,26.96670930317125,0.8365090329241931,0.2153081595287216,8.096825602040006,992.0,0.05916511783306765,87,40,100,02122019_yQC22_100u10%int480_1,175.0,5.668571428571428,yQC22,25916,2,02122019_yQC22_100u10%int480_1_25916_87,0.12572137818413262,41,False
1699.9612598108276,1327.2148571141074,26.98934378333098,0.8283290407795397,0.3774885426076081,8.471172328049423,959.0,0.06584514657251707,103,187,100,02122019_yQC22_100u10%int480_1,183.0,5.2404371584699465,yQC22,31232,2,02122019_yQC22_100u10%int480_1_31232_103,0.2823024818465393,42,False
976.1911334002008,245.02976930792374,26.992874578151522,0.8204018390597365,0.4852765855695472,8.825072615340291,841.0,0.07965705464445604,337,102,100,02122019_yQC22_100u10%int480_1,173.0,4.8612716763005785,yQC22,95414,5,02122019_yQC22_100u10%int480_1_95414_337,0.16383567239409955,44,False
1294.704735935706,1797.9262629161883,27.003018467858034,0.8265819123744019,0.5993110401361406,8.553539374606235,923.0,0.08537250892903749,55,140,100,02122019_yQC22_100u10%int480_1,185.0,4.989189189189188,yQC22,17269,2,02122019_yQC22_100u10%int480_1_17269_55,0.014367291634316463,40,False
1910.7872963047967,876.950252467294,27.015419394823752,0.8370851203657029,0.5327546675183117,8.085404381650259,848.0,0.12503981930309485,55,209,100,02122019_yQC22_100u10%int480_1,155.0,5.470967741935484,yQC22,17354,4,02122019_yQC22_100u10%int480_1_17354_55,0.11413731154475873,40,False
1704.931319121654,1330.0121814393333,27.02644645826878,0.8096627536470802,0.3555012224721576,9.30915746735368,889.0,0.062277131845952814,337,187,100,02122019_yQC22_100u10%int480_1,164.0,5.420731707317073,yQC22,95770,2,02122019_yQC22_100u10%int480_1_95770_337,-0.05247174781508418,44,False
946.045799036338,1734.1560680586229,27.05452231530924,0.8314909701778195,0.2843557168680815,8.349641523631625,949.0,0.06828262388275373,103,101,100,02122019_yQC22_100u10%int480_1,184.0,5.157608695652174,yQC22,30840,4,02122019_yQC22_100u10%int480_1_30840_103,-0.02713923759497315,42,False
1391.1223004555945,152.99642033015797,27.09254593151419,0.8387718713538429,0.503679407909521,8.031903519901299,829.0,0.12392084650888704,87,147,100,02122019_yQC22_100u10%int480_1,175.0,4.7371428571428575,yQC22,26330,2,02122019_yQC22_100u10%int480_1_26330_87,0.1597680983693423,41,False
1393.1092907092907,159.1725074925075,27.10117096562655,0.8155335094862167,0.2727108867896713,9.076320234282363,843.0,0.07874144287437608,337,147,100,02122019_yQC22_100u10%int480_1,156.0,5.403846153846153,yQC22,95722,3,02122019_yQC22_100u10%int480_1_95722_337,0.16814198650276505,44,False
1823.069832682096,1627.8415489429917,27.106121986458692,0.8283439454808782,0.2418047747593705,8.507156309245753,899.0,0.08379178288710472,103,201,100,02122019_yQC22_100u10%int480_1,170.0,5.288235294117646,yQC22,31250,4,02122019_yQC22_100u10%int480_1_31250_103,0.044341990565766,42,False
472.0685687310064,1213.2765467795712,27.16548308552187,0.8407741254503788,0.19704495178442152,7.962172394641203,866.0,0.0992603242349906,87,48,100,02122019_yQC22_100u10%int480_1,157.0,5.515923566878982,yQC22,26200,2,02122019_yQC22_100u10%int480_1_26200_87,0.14932317027883962,41,False
192.78048416390914,831.0961859030182,27.28875766460611,0.8195633740603662,0.4331962810522208,8.959332374844928,1044.0,0.05051707546349857,103,13,100,02122019_yQC22_100u10%int480_1,187.0,5.58288770053476,yQC22,30175,3,02122019_yQC22_100u10%int480_1_30175_103,0.12227774510395235,42,False
71.98986339338745,1785.9543852702436,27.30373675859888,0.8359379871454589,0.3668970988006065,8.224095249362964,852.0,0.09066368442769478,249,3,100,02122019_yQC22_100u10%int480_1,154.0,5.532467532467535,yQC22,71821,2,02122019_yQC22_100u10%int480_1_71821_249,0.0365938376042329,43,False
1059.9632334674816,1809.9821384210265,27.330173190133962,0.8787612839373191,0.351487855867734,6.225228746965227,925.0,0.0749406502667013,103,117,100,02122019_yQC22_100u10%int480_1,168.0,5.5059523809523805,yQC22,30310,6,02122019_yQC22_100u10%int480_1_30310_103,0.22665837398610275,42,False
860.0660067313402,1087.9297564838646,27.350252656819123,0.8374760092835613,0.4790267035240204,8.167713543366851,842.0,0.07919660244355245,337,95,100,02122019_yQC22_100u10%int480_1,176.0,4.784090909090909,yQC22,95651,2,02122019_yQC22_100u10%int480_1_95651_337,0.14774983236014172,44,False
432.2976794265152,1874.8164225200464,27.35411971257501,0.8165370658282223,0.6069015341206535,9.116231435675836,1063.0,0.05362000220354493,55,40,100,02122019_yQC22_100u10%int480_1,179.0,5.93854748603352,yQC22,15312,5,02122019_yQC22_100u10%int480_1_15312_55,0.14629378143681648,40,False
1946.055828008124,1865.9815722990045,27.411646355106782,0.8294977863143286,0.35313174944733144,8.550608663897926,971.0,0.06314044552994884,103,210,100,02122019_yQC22_100u10%int480_1,176.0,5.517045454545454,yQC22,30697,3,02122019_yQC22_100u10%int480_1_30697_103,0.06128374500349541,42,False
581.9591514726508,424.9251110331931,27.43078196438499,0.8486266164661865,0.520144439464432,7.676034328918742,974.0,0.06278836444144932,87,57,100,02122019_yQC22_100u10%int480_1,171.0,5.695906432748537,yQC22,25367,7,02122019_yQC22_100u10%int480_1_25367_87,0.1055534354600989,41,False
303.97138120238424,1845.0835274148346,27.43472383904965,0.8335852722491004,0.4603192637357087,8.37131075181991,907.0,0.057567046114934614,337,19,100,02122019_yQC22_100u10%int480_1,170.0,5.3352941176470585,yQC22,95844,2,02122019_yQC22_100u10%int480_1_95844_337,-0.05890831846734276,44,False
1922.8349702204864,1862.9241115449847,27.456383116544647,0.8110194413310066,0.3344327176580455,9.396877541208458,790.0,0.11323222444923328,337,210,100,02122019_yQC22_100u10%int480_1,154.0,5.12987012987013,yQC22,96060,2,02122019_yQC22_100u10%int480_1_96060_337,0.021480432398492108,44,False
689.9114188217378,1559.980569107984,27.48277932984437,0.8442218039872775,0.5687321937096893,7.89551518748765,842.0,0.12986711484987593,55,69,100,02122019_yQC22_100u10%int480_1,162.0,5.197530864197532,yQC22,17167,2,02122019_yQC22_100u10%int480_1_17167_55,-0.06708666381343703,40,False
768.2118240182756,1812.0056717476075,27.495369816035662,0.8205866680699198,0.18138745904413967,8.981019413304336,866.0,0.06954816029524317,337,75,100,02122019_yQC22_100u10%int480_1,162.0,5.345679012345679,yQC22,95635,2,02122019_yQC22_100u10%int480_1_95635_337,0.23040442236526346,44,False
918.8661536667832,838.9500699545296,27.498108568084394,0.8479996557268523,0.6475619147725037,7.724124760132603,994.0,0.058788183018209865,87,96,100,02122019_yQC22_100u10%int480_1,170.0,5.847058823529411,yQC22,26271,2,02122019_yQC22_100u10%int480_1_26271_87,0.27579732602114515,41,False
881.0262599260948,331.0112823335168,27.501582089298676,0.8647193777000617,0.12523000893090636,6.937560038801385,1023.0,0.04590680019906287,249,94,100,02122019_yQC22_100u10%int480_1,190.0,5.3842105263157904,yQC22,71651,2,02122019_yQC22_100u10%int480_1_71651_249,0.17901886927037197,43,False
1052.1072032066647,1124.9284002043464,27.511312187529818,0.8066996552083109,0.33858695650129306,9.60793144223592,1014.0,0.04713136826014668,249,113,100,02122019_yQC22_100u10%int480_1,180.0,5.633333333333334,yQC22,71959,3,02122019_yQC22_100u10%int480_1_71959_249,0.1842476152008899,43,False
808.7829391891893,287.9444606244175,27.52055076931753,0.8180170600490071,0.2767235375924128,9.105121643157243,927.0,0.07473945181582467,87,83,100,02122019_yQC22_100u10%int480_1,163.0,5.6871165644171775,yQC22,25974,2,02122019_yQC22_100u10%int480_1_25974_87,0.1884757696566756,41,False
1320.2139983683576,1891.9078965876165,27.550984428155843,0.8303841249879056,0.6187018073265594,8.553539374606235,1040.0,0.05710954451633141,55,141,100,02122019_yQC22_100u10%int480_1,176.0,5.909090909090909,yQC22,16978,2,02122019_yQC22_100u10%int480_1_16978_55,0.21248719638983166,40,False
82.16574762015324,302.96964244253536,27.61673163174525,0.8526342360408735,0.6910455506929999,7.539778107146144,1181.0,0.0368421162000789,87,5,100,02122019_yQC22_100u10%int480_1,202.0,5.846534653465348,yQC22,25590,3,02122019_yQC22_100u10%int480_1_25590_87,0.31076466322406177,41,False
1061.1443029898794,45.81927326508715,27.638372325791483,0.8154896350270714,0.4897523111595259,9.258209515854695,1195.0,0.0358404420947079,87,119,100,02122019_yQC22_100u10%int480_1,211.0,5.66350710900474,yQC22,26022,3,02122019_yQC22_100u10%int480_1_26022_87,0.17661777909041507,41,False
823.927516357795,1306.7622928339144,27.64048697525221,0.8356033546749808,0.11306885134879813,8.340987763326902,858.0,0.07249203755329674,337,85,100,02122019_yQC22_100u10%int480_1,159.0,5.39622641509434,yQC22,95922,3,02122019_yQC22_100u10%int480_1_95922_337,0.060706149664633224,44,False
1934.958450484224,1235.8654326772885,27.685372833664626,0.8229753018113242,0.4587177121506735,8.934392420236035,852.0,0.09066368442769478,249,214,100,02122019_yQC22_100u10%int480_1,153.0,5.568627450980392,yQC22,72364,2,02122019_yQC22_100u10%int480_1_72364_249,0.17293929507267805,43,False
760.9888046124997,567.9402166307482,27.692044972390914,0.8472922892720873,0.6996101364249665,7.811808930469033,971.0,0.07096445672913998,55,79,100,02122019_yQC22_100u10%int480_1,183.0,5.306010928961749,yQC22,17179,5,02122019_yQC22_100u10%int480_1_17179_55,0.0900660491601336,40,False
992.7774018161837,714.0613974203253,27.71451550854676,0.8283819587356299,0.44335805797187466,8.696352977839446,1062.0,0.048321286634856735,87,105,100,02122019_yQC22_100u10%int480_1,181.0,5.867403314917128,yQC22,24878,4,02122019_yQC22_100u10%int480_1_24878_87,0.1812757660842033,41,False
1810.0359650491496,1233.0591355905758,27.715644250383715,0.8358857255447357,0.13778472531611294,8.350586526367756,777.0,0.1583949816904561,249,199,100,02122019_yQC22_100u10%int480_1,153.0,5.078431372549018,yQC22,72071,3,02122019_yQC22_100u10%int480_1_72071_249,0.12411686252428818,43,False
511.16173792385734,1476.2069493828228,27.72653811635023,0.8038657215516659,0.4417553905143708,9.809646460440273,971.0,0.06343582829099245,87,49,100,02122019_yQC22_100u10%int480_1,168.0,5.779761904761906,yQC22,26478,6,02122019_yQC22_100u10%int480_1_26478_87,0.1707684216882453,41,False
1017.025641025641,1464.0511353914594,27.776238768360177,0.8431977089496812,0.3974627840479437,8.02782252198897,861.0,0.1012736639863947,103,108,100,02122019_yQC22_100u10%int480_1,161.0,5.3478260869565215,yQC22,30579,3,02122019_yQC22_100u10%int480_1_30579_103,0.11081750497910864,42,False
