time,strain,mov_name,roi,CTDr
460,yQC22,02122019_yQC22_100u10%int480_1,3,14
1160,yQC22,02122019_yQC22_100u10%int480_1,4,14
40,yQC22,02122019_yQC22_100u10%int480_1,4,14
40,yQC22,02122019_yQC22_100u10%int480_1,4,14
140,yQC22,02122019_yQC22_100u10%int480_1,4,14
80,yQC22,02122019_yQC22_100u10%int480_1,4,14
1320,yQC22,02122019_yQC22_100u10%int480_1,4,14
320,yQC22,02122019_yQC22_100u10%int480_1,4,14
260,yQC22,02122019_yQC22_100u10%int480_1,4,14
320,yQC22,02122019_yQC22_100u10%int480_1,6,14
40,yQC22,02122019_yQC22_100u10%int480_1,6,14
380,yQC22,02122019_yQC22_100u10%int480_1,6,14
20,yQC22,02122019_yQC22_100u10%int480_1,6,14
80,yQC22,02122019_yQC22_100u10%int480_1,6,14
180,yQC22,02122019_yQC22_100u10%int480_1,6,14
60,yQC22,02122019_yQC22_100u10%int480_1,6,14
120,yQC22,02122019_yQC22_100u10%int480_1,6,14
40,yQC22,02122019_yQC22_100u10%int480_1,6,14
80,yQC22,02122019_yQC22_100u10%int480_1,6,14
60,yQC22,02122019_yQC22_100u10%int480_1,6,14
560,yQC22,02122019_yQC22_100u10%int480_1,6,14
220,yQC22,02122019_yQC22_100u10%int480_1,6,14
60,yQC22,02122019_yQC22_100u10%int480_1,6,14
400,yQC22,02122019_yQC22_100u10%int480_1,6,14
700,yQC22,02122019_yQC22_100u10%int480_1,6,14
600,yQC22,02122019_yQC22_100u10%int480_1,6,14
1360,yQC22,02122019_yQC22_100u10%int480_1,7,14
920,yQC22,02122019_yQC22_100u10%int480_1,7,14
1380,yQC22,02122019_yQC22_100u10%int480_1,7,14
220,yQC22,02122019_yQC22_100u10%int480_1,8,14
40,yQC22,02122019_yQC22_100u10%int480_1,8,14
20,yQC22,02122019_yQC22_100u10%int480_1,9,14
260,yQC22,02122019_yQC22_100u10%int480_1,9,14
20,yQC22,02122019_yQC22_100u10%int480_1,9,14
60,yQC22,02122019_yQC22_100u10%int480_1,9,14
1660,yQC22,02122019_yQC22_100u10%int480_1,9,14
160,yQC22,02122019_yQC22_100u10%int480_1,10,14
40,yQC22,02122019_yQC22_100u10%int480_1,10,14
20,yQC22,02122019_yQC22_100u10%int480_1,10,14
180,yQC22,02122019_yQC22_100u10%int480_1,10,14
400,yQC22,02122019_yQC22_100u10%int480_1,10,14
200,yQC22,02122019_yQC22_100u10%int480_1,10,14
300,yQC22,02122019_yQC22_100u10%int480_1,10,14
40,yQC22,02122019_yQC22_100u10%int480_1,10,14
280,yQC22,02122019_yQC22_100u10%int480_1,10,14
60,yQC22,02122019_yQC22_100u10%int480_1,10,14
240,yQC22,02122019_yQC22_100u10%int480_1,10,14
40,yQC22,02122019_yQC22_100u10%int480_1,10,14
200,yQC22,02122019_yQC22_100u10%int480_1,10,14
600,yQC22,02122019_yQC22_100u10%int480_1,10,14
260,yQC22,02122019_yQC22_100u10%int480_1,11,14
200,yQC22,02122019_yQC22_100u10%int480_1,11,14
220,yQC22,02122019_yQC22_100u10%int480_1,11,14
920,yQC22,02122019_yQC22_100u10%int480_1,11,14
240,yQC22,02122019_yQC22_100u10%int480_1,11,14
560,yQC22,02122019_yQC22_100u10%int480_1,11,14
240,yQC22,02122019_yQC22_100u10%int480_1,11,14
40,yQC22,02122019_yQC22_100u10%int480_1,11,14
760,yQC22,02122019_yQC22_100u10%int480_1,12,14
120,yQC22,02122019_yQC22_100u10%int480_1,12,14
840,yQC22,02122019_yQC22_100u10%int480_1,12,14
480,yQC22,02122019_yQC22_100u10%int480_1,12,14
900,yQC22,02122019_yQC22_100u10%int480_1,12,14
460,yQC22,02122019_yQC22_100u10%int480_1,12,14
300,yQC22,02122019_yQC22_100u10%int480_1,13,14
820,yQC22,02122019_yQC22_100u10%int480_1,13,14
1440,yQC22,02122019_yQC22_100u10%int480_1,13,14
340,yQC22,02122019_yQC22_100u10%int480_1,15,14
620,yQC22,02122019_yQC22_100u10%int480_1,15,14
100,yQC22,02122019_yQC22_100u10%int480_1,15,14
100,yQC22,02122019_yQC22_100u10%int480_1,15,14
200,yQC22,02122019_yQC22_100u10%int480_1,15,14
320,yQC22,02122019_yQC22_100u10%int480_1,15,14
120,yQC22,02122019_yQC22_100u10%int480_1,15,14
140,yQC22,02122019_yQC22_100u10%int480_1,15,14
40,yQC22,02122019_yQC22_100u10%int480_1,15,14
280,yQC22,02122019_yQC22_100u10%int480_1,15,14
380,yQC22,02122019_yQC22_100u10%int480_1,15,14
2720,yQC22,02122019_yQC22_100u10%int480_1,16,14
40,yQC22,02122019_yQC22_100u10%int480_1,16,14
2140,yQC22,02122019_yQC22_100u10%int480_1,16,14
160,yQC22,02122019_yQC22_100u10%int480_1,16,14
520,yQC22,02122019_yQC22_100u10%int480_1,17,14
60,yQC22,02122019_yQC22_100u10%int480_1,17,14
40,yQC22,02122019_yQC22_100u10%int480_1,17,14
60,yQC22,02122019_yQC22_100u10%int480_1,17,14
360,yQC22,02122019_yQC22_100u10%int480_1,17,14
40,yQC22,02122019_yQC22_100u10%int480_1,17,14
280,yQC22,02122019_yQC22_100u10%int480_1,17,14
440,yQC22,02122019_yQC22_100u10%int480_1,17,14
80,yQC22,02122019_yQC22_100u10%int480_1,18,14
460,yQC22,02122019_yQC22_100u10%int480_1,18,14
60,yQC22,02122019_yQC22_100u10%int480_1,18,14
380,yQC22,02122019_yQC22_100u10%int480_1,18,14
460,yQC22,02122019_yQC22_100u10%int480_1,18,14
260,yQC22,02122019_yQC22_100u10%int480_1,18,14
960,yQC22,02122019_yQC22_100u10%int480_1,18,14
1240,yQC22,02122019_yQC22_100u10%int480_1,18,14
20,yQC22,02122019_yQC22_100u10%int480_1,22,14
700,yQC22,02122019_yQC22_100u10%int480_1,22,14
80,yQC22,02122019_yQC22_100u10%int480_1,22,14
40,yQC22,02122019_yQC22_100u10%int480_1,22,14
360,yQC22,02122019_yQC22_100u10%int480_1,22,14
140,yQC22,02122019_yQC22_100u10%int480_1,22,14
360,yQC22,02122019_yQC22_100u10%int480_1,22,14
120,yQC22,02122019_yQC22_100u10%int480_1,22,14
620,yQC22,02122019_yQC22_100u10%int480_1,22,14
80,yQC22,02122019_yQC22_100u10%int480_1,23,14
700,yQC22,02122019_yQC22_100u10%int480_1,23,14
540,yQC22,02122019_yQC22_100u10%int480_1,23,14
460,yQC22,02122019_yQC22_100u10%int480_1,25,14
1020,yQC22,02122019_yQC22_100u10%int480_1,25,14
240,yQC22,02122019_yQC22_100u10%int480_1,25,14
2280,yQC22,02122019_yQC22_100u10%int480_1,25,14
20,yQC22,02122019_yQC22_100u10%int480_1,26,14
140,yQC22,02122019_yQC22_100u10%int480_1,26,14
80,yQC22,02122019_yQC22_100u10%int480_1,26,14
40,yQC22,02122019_yQC22_100u10%int480_1,26,14
100,yQC22,02122019_yQC22_100u10%int480_1,26,14
740,yQC22,02122019_yQC22_100u10%int480_1,26,14
60,yQC22,02122019_yQC22_100u10%int480_1,26,14
180,yQC22,02122019_yQC22_100u10%int480_1,26,14
220,yQC22,02122019_yQC22_100u10%int480_1,26,14
80,yQC22,02122019_yQC22_100u10%int480_1,26,14
320,yQC22,02122019_yQC22_100u10%int480_1,26,14
60,yQC22,02122019_yQC22_100u10%int480_1,26,14
860,yQC22,02122019_yQC22_100u10%int480_1,26,14
900,yQC22,02122019_yQC22_100u10%int480_1,26,14
60,yQC22,02122019_yQC22_100u10%int480_1,26,14
280,yQC22,02122019_yQC22_100u10%int480_1,26,14
40,yQC22,02122019_yQC22_100u10%int480_1,26,14
300,yQC22,02122019_yQC22_100u10%int480_1,26,14
280,yQC22,02122019_yQC22_100u10%int480_1,26,14
40,yQC22,02122019_yQC22_100u10%int480_1,26,14
20,yQC22,02122019_yQC22_100u10%int480_1,26,14
500,yQC22,02122019_yQC22_100u10%int480_1,27,14
420,yQC22,02122019_yQC22_100u10%int480_1,30,14
40,yQC22,02122019_yQC22_100u10%int480_1,30,14
80,yQC22,02122019_yQC22_100u10%int480_1,30,14
40,yQC22,02122019_yQC22_100u10%int480_1,30,14
2040,yQC22,02122019_yQC22_100u10%int480_1,30,14
40,yQC22,02122019_yQC22_100u10%int480_1,30,14
460,yQC22,02122019_yQC22_100u10%int480_1,30,14
560,yQC22,02122019_yQC22_100u10%int480_1,30,14
280,yQC22,02122019_yQC22_100u10%int480_1,31,14
40,yQC22,02122019_yQC22_100u10%int480_1,31,14
260,yQC22,02122019_yQC22_100u10%int480_1,31,14
60,yQC22,02122019_yQC22_100u10%int480_1,34,14
280,yQC22,02122019_yQC22_100u10%int480_1,34,14
60,yQC22,02122019_yQC22_100u10%int480_1,34,14
620,yQC22,02122019_yQC22_100u10%int480_1,34,14
60,yQC22,02122019_yQC22_100u10%int480_1,34,14
100,yQC22,02122019_yQC22_100u10%int480_1,34,14
60,yQC22,02122019_yQC22_100u10%int480_1,34,14
60,yQC22,02122019_yQC22_100u10%int480_1,34,14
400,yQC22,02122019_yQC22_100u10%int480_1,34,14
360,yQC22,02122019_yQC22_100u10%int480_1,34,14
1360,yQC22,02122019_yQC22_100u10%int480_1,38,14
100,yQC22,02122019_yQC22_100u10%int480_1,38,14
320,yQC22,02122019_yQC22_100u10%int480_1,38,14
60,yQC22,02122019_yQC22_100u10%int480_1,42,14
100,yQC22,02122019_yQC22_100u10%int480_1,42,14
20,yQC22,02122019_yQC22_100u10%int480_1,42,14
1120,yQC22,02122019_yQC22_100u10%int480_1,42,14
380,yQC22,02122019_yQC22_100u10%int480_1,42,14
140,yQC22,02122019_yQC22_100u10%int480_1,42,14
1540,yQC22,02122019_yQC22_100u10%int480_1,42,14
1740,yQC22,02122019_yQC22_100u10%int480_1,42,14
180,yQC22,02122019_yQC22_100u10%int480_1,42,14
580,yQC22,02122019_yQC22_100u10%int480_1,42,14
160,yQC22,02122019_yQC22_100u10%int480_1,42,14
20,yQC22,02122019_yQC22_100u10%int480_1,43,14
440,yQC22,02122019_yQC22_100u10%int480_1,43,14
280,yQC22,02122019_yQC22_100u10%int480_1,43,14
40,yQC22,02122019_yQC22_100u10%int480_1,43,14
140,yQC22,02122019_yQC22_100u10%int480_1,43,14
640,yQC22,02122019_yQC22_100u10%int480_1,43,14
360,yQC22,02122019_yQC22_100u10%int480_1,43,14
260,yQC22,02122019_yQC22_100u10%int480_1,46,14
760,yQC22,02122019_yQC22_100u10%int480_1,46,14
40,yQC22,02122019_yQC22_100u10%int480_1,46,14
40,yQC22,02122019_yQC22_100u10%int480_1,47,14
460,yQC22,02122019_yQC22_100u10%int480_1,47,14
680,yQC22,02122019_yQC22_100u10%int480_1,47,14
200,yQC22,02122019_yQC22_100u10%int480_1,47,14
440,yQC22,02122019_yQC22_100u10%int480_1,47,14
40,yQC22,02122019_yQC22_100u10%int480_1,47,14
640,yQC22,02122019_yQC22_100u10%int480_1,47,14
40,yQC22,02122019_yQC22_100u10%int480_1,47,14
1700,yQC22,02122019_yQC22_100u10%int480_1,47,14
20,yQC22,02122019_yQC22_100u10%int480_1,47,14
220,yQC22,02122019_yQC22_100u10%int480_1,47,14
20,yQC22,02122019_yQC22_100u10%int480_1,51,14
40,yQC22,02122019_yQC22_100u10%int480_1,51,14
220,yQC22,02122019_yQC22_100u10%int480_1,51,14
600,yQC22,02122019_yQC22_100u10%int480_1,51,14
1180,yQC22,02122019_yQC22_100u10%int480_1,51,14
60,yQC22,02122019_yQC22_100u10%int480_1,51,14
200,yQC22,02122019_yQC22_100u10%int480_1,51,14
100,yQC22,02122019_yQC22_100u10%int480_1,51,14
40,yQC22,02122019_yQC22_100u10%int480_1,51,14
160,yQC22,02122019_yQC22_100u10%int480_1,51,14
20,yQC22,02122019_yQC22_100u10%int480_1,52,14
840,yQC22,02122019_yQC22_100u10%int480_1,52,14
360,yQC22,02122019_yQC22_100u10%int480_1,52,14
340,yQC22,02122019_yQC22_100u10%int480_1,52,14
420,yQC22,02122019_yQC22_100u10%int480_1,52,14
460,yQC22,02122019_yQC22_100u10%int480_1,52,14
1020,yQC22,02122019_yQC22_100u10%int480_1,52,14
80,yQC22,02122019_yQC22_100u10%int480_1,52,14
300,yQC22,02122019_yQC22_100u10%int480_1,54,14
380,yQC22,02122019_yQC22_100u10%int480_1,54,14
180,yQC22,02122019_yQC22_100u10%int480_1,54,14
200,yQC22,02122019_yQC22_100u10%int480_1,55,14
60,yQC22,02122019_yQC22_100u10%int480_1,55,14
120,yQC22,02122019_yQC22_100u10%int480_1,55,14
1240,yQC22,02122019_yQC22_100u10%int480_1,55,14
460,yQC22,02122019_yQC22_100u10%int480_1,55,14
20,yQC22,02122019_yQC22_100u10%int480_1,60,14
140,yQC22,02122019_yQC22_100u10%int480_1,60,14
60,yQC22,02122019_yQC22_100u10%int480_1,60,14
20,yQC22,02122019_yQC22_100u10%int480_1,60,14
120,yQC22,02122019_yQC22_100u10%int480_1,60,14
240,yQC22,02122019_yQC22_100u10%int480_1,60,14
40,yQC22,02122019_yQC22_100u10%int480_1,60,14
20,yQC22,02122019_yQC22_100u10%int480_1,60,14
40,yQC22,02122019_yQC22_100u10%int480_1,60,14
40,yQC22,02122019_yQC22_100u10%int480_1,60,14
100,yQC22,02122019_yQC22_100u10%int480_1,60,14
360,yQC22,02122019_yQC22_100u10%int480_1,60,14
640,yQC22,02122019_yQC22_100u10%int480_1,60,14
240,yQC22,02122019_yQC22_100u10%int480_1,60,14
480,yQC22,02122019_yQC22_100u10%int480_1,60,14
520,yQC22,02122019_yQC22_100u10%int480_1,60,14
100,yQC22,02122019_yQC22_100u10%int480_1,60,14
40,yQC22,02122019_yQC22_100u10%int480_1,60,14
220,yQC22,02122019_yQC22_100u10%int480_1,60,14
20,yQC22,02122019_yQC22_100u10%int480_1,60,14
1340,yQC22,02122019_yQC22_100u10%int480_1,60,14
40,yQC22,02122019_yQC22_100u10%int480_1,61,14
20,yQC22,02122019_yQC22_100u10%int480_1,62,14
1160,yQC22,02122019_yQC22_100u10%int480_1,62,14
1080,yQC22,02122019_yQC22_100u10%int480_1,62,14
980,yQC22,02122019_yQC22_100u10%int480_1,63,14
60,yQC22,02122019_yQC22_100u10%int480_1,63,14
960,yQC22,02122019_yQC22_100u10%int480_1,63,14
360,yQC22,02122019_yQC22_100u10%int480_1,64,14
20,yQC22,02122019_yQC22_100u10%int480_1,65,14
20,yQC22,02122019_yQC22_100u10%int480_1,65,14
120,yQC22,02122019_yQC22_100u10%int480_1,65,14
940,yQC22,02122019_yQC22_100u10%int480_1,65,14
220,yQC22,02122019_yQC22_100u10%int480_1,65,14
200,yQC22,02122019_yQC22_100u10%int480_1,65,14
760,yQC22,02122019_yQC22_100u10%int480_1,65,14
160,yQC22,02122019_yQC22_100u10%int480_1,65,14
400,yQC22,02122019_yQC22_100u10%int480_1,65,14
80,yQC22,02122019_yQC22_100u10%int480_1,65,14
720,yQC22,02122019_yQC22_100u10%int480_1,66,14
180,yQC22,02122019_yQC22_100u10%int480_1,66,14
280,yQC22,02122019_yQC22_100u10%int480_1,66,14
1540,yQC22,02122019_yQC22_100u10%int480_1,66,14
340,yQC22,02122019_yQC22_100u10%int480_1,66,14
60,yQC22,02122019_yQC22_100u10%int480_1,66,14
300,yQC22,02122019_yQC22_100u10%int480_1,70,14
180,yQC22,02122019_yQC22_100u10%int480_1,70,14
140,yQC22,02122019_yQC22_100u10%int480_1,70,14
260,yQC22,02122019_yQC22_100u10%int480_1,70,14
120,yQC22,02122019_yQC22_100u10%int480_1,70,14
80,yQC22,02122019_yQC22_100u10%int480_1,70,14
340,yQC22,02122019_yQC22_100u10%int480_1,70,14
40,yQC22,02122019_yQC22_100u10%int480_1,70,14
940,yQC22,02122019_yQC22_100u10%int480_1,70,14
120,yQC22,02122019_yQC22_100u10%int480_1,70,14
180,yQC22,02122019_yQC22_100u10%int480_1,70,14
340,yQC22,02122019_yQC22_100u10%int480_1,71,14
680,yQC22,02122019_yQC22_100u10%int480_1,71,14
20,yQC22,02122019_yQC22_100u10%int480_1,71,14
140,yQC22,02122019_yQC22_100u10%int480_1,71,14
40,yQC22,02122019_yQC22_100u10%int480_1,71,14
60,yQC22,02122019_yQC22_100u10%int480_1,71,14
40,yQC22,02122019_yQC22_100u10%int480_1,71,14
80,yQC22,02122019_yQC22_100u10%int480_1,71,14
4340,yQC22,02122019_yQC22_100u10%int480_1,71,14
140,yQC22,02122019_yQC22_100u10%int480_1,72,14
440,yQC22,02122019_yQC22_100u10%int480_1,72,14
200,yQC22,02122019_yQC22_100u10%int480_1,72,14
180,yQC22,02122019_yQC22_100u10%int480_1,72,14
60,yQC22,02122019_yQC22_100u10%int480_1,72,14
140,yQC22,02122019_yQC22_100u10%int480_1,72,14
300,yQC22,02122019_yQC22_100u10%int480_1,72,14
740,yQC22,02122019_yQC22_100u10%int480_1,72,14
20,yQC22,02122019_yQC22_100u10%int480_1,72,14
840,yQC22,02122019_yQC22_100u10%int480_1,75,14
160,yQC22,02122019_yQC22_100u10%int480_1,75,14
160,yQC22,02122019_yQC22_100u10%int480_1,75,14
60,yQC22,02122019_yQC22_100u10%int480_1,75,14
40,yQC22,02122019_yQC22_100u10%int480_1,75,14
100,yQC22,02122019_yQC22_100u10%int480_1,75,14
480,yQC22,02122019_yQC22_100u10%int480_1,75,14
820,yQC22,02122019_yQC22_100u10%int480_1,75,14
1980,yQC22,02122019_yQC22_100u10%int480_1,75,14
20,yQC22,02122019_yQC22_100u10%int480_1,77,14
140,yQC22,02122019_yQC22_100u10%int480_1,77,14
40,yQC22,02122019_yQC22_100u10%int480_1,77,14
920,yQC22,02122019_yQC22_100u10%int480_1,77,14
80,yQC22,02122019_yQC22_100u10%int480_1,77,14
580,yQC22,02122019_yQC22_100u10%int480_1,77,14
780,yQC22,02122019_yQC22_100u10%int480_1,77,14
1160,yQC22,02122019_yQC22_100u10%int480_1,81,14
200,yQC22,02122019_yQC22_100u10%int480_1,81,14
40,yQC22,02122019_yQC22_100u10%int480_1,82,14
60,yQC22,02122019_yQC22_100u10%int480_1,82,14
220,yQC22,02122019_yQC22_100u10%int480_1,82,14
420,yQC22,02122019_yQC22_100u10%int480_1,82,14
840,yQC22,02122019_yQC22_100u10%int480_1,82,14
60,yQC22,02122019_yQC22_100u10%int480_1,82,14
400,yQC22,02122019_yQC22_100u10%int480_1,82,14
140,yQC22,02122019_yQC22_100u10%int480_1,82,14
40,yQC22,02122019_yQC22_100u10%int480_1,82,14
380,yQC22,02122019_yQC22_100u10%int480_1,82,14
60,yQC22,02122019_yQC22_100u10%int480_1,82,14
140,yQC22,02122019_yQC22_100u10%int480_1,82,14
1700,yQC22,02122019_yQC22_100u10%int480_1,82,14
280,yQC22,02122019_yQC22_100u10%int480_1,82,14
740,yQC22,02122019_yQC22_100u10%int480_1,82,14
220,yQC22,02122019_yQC22_100u10%int480_1,82,14
40,yQC22,02122019_yQC22_100u10%int480_1,84,14
220,yQC22,02122019_yQC22_100u10%int480_1,84,14
20,yQC22,02122019_yQC22_100u10%int480_1,84,14
220,yQC22,02122019_yQC22_100u10%int480_1,84,14
40,yQC22,02122019_yQC22_100u10%int480_1,84,14
140,yQC22,02122019_yQC22_100u10%int480_1,90,14
740,yQC22,02122019_yQC22_100u10%int480_1,90,14
800,yQC22,02122019_yQC22_100u10%int480_1,90,14
20,yQC22,02122019_yQC22_100u10%int480_1,90,14
40,yQC22,02122019_yQC22_100u10%int480_1,90,14
280,yQC22,02122019_yQC22_100u10%int480_1,90,14
80,yQC22,02122019_yQC22_100u10%int480_1,90,14
600,yQC22,02122019_yQC22_100u10%int480_1,91,14
160,yQC22,02122019_yQC22_100u10%int480_1,91,14
60,yQC22,02122019_yQC22_100u10%int480_1,91,14
1180,yQC22,02122019_yQC22_100u10%int480_1,91,14
40,yQC22,02122019_yQC22_100u10%int480_1,91,14
220,yQC22,02122019_yQC22_100u10%int480_1,91,14
840,yQC22,02122019_yQC22_100u10%int480_1,91,14
260,yQC22,02122019_yQC22_100u10%int480_1,91,14
100,yQC22,02122019_yQC22_100u10%int480_1,91,14
1220,yQC22,02122019_yQC22_100u10%int480_1,91,14
480,yQC22,02122019_yQC22_100u10%int480_1,91,14
360,yQC22,02122019_yQC22_100u10%int480_1,93,14
480,yQC22,02122019_yQC22_100u10%int480_1,93,14
440,yQC22,02122019_yQC22_100u10%int480_1,93,14
20,yQC22,02122019_yQC22_100u10%int480_1,94,14
200,yQC22,02122019_yQC22_100u10%int480_1,94,14
20,yQC22,02122019_yQC22_100u10%int480_1,94,14
820,yQC22,02122019_yQC22_100u10%int480_1,94,14
20,yQC22,02122019_yQC22_100u10%int480_1,94,14
920,yQC22,02122019_yQC22_100u10%int480_1,94,14
80,yQC22,02122019_yQC22_100u10%int480_1,95,14
820,yQC22,02122019_yQC22_100u10%int480_1,95,14
80,yQC22,02122019_yQC22_100u10%int480_1,95,14
20,yQC22,02122019_yQC22_100u10%int480_1,95,14
680,yQC22,02122019_yQC22_100u10%int480_1,95,14
120,yQC22,02122019_yQC22_100u10%int480_1,95,14
60,yQC22,02122019_yQC22_100u10%int480_1,95,14
160,yQC22,02122019_yQC22_100u10%int480_1,95,14
60,yQC22,02122019_yQC22_100u10%int480_1,95,14
120,yQC22,02122019_yQC22_100u10%int480_1,95,14
380,yQC22,02122019_yQC22_100u10%int480_1,95,14
320,yQC22,02122019_yQC22_100u10%int480_1,99,14
420,yQC22,02122019_yQC22_100u10%int480_1,104,14
340,yQC22,02122019_yQC22_100u10%int480_1,105,14
1000,yQC22,02122019_yQC22_100u10%int480_1,105,14
760,yQC22,02122019_yQC22_100u10%int480_1,105,14
40,yQC22,02122019_yQC22_100u10%int480_1,105,14
220,yQC22,02122019_yQC22_100u10%int480_1,105,14
120,yQC22,02122019_yQC22_100u10%int480_1,105,14
460,yQC22,02122019_yQC22_100u10%int480_1,105,14
420,yQC22,02122019_yQC22_100u10%int480_1,105,14
680,yQC22,02122019_yQC22_100u10%int480_1,105,14
160,yQC22,02122019_yQC22_100u10%int480_1,106,14
140,yQC22,02122019_yQC22_100u10%int480_1,106,14
480,yQC22,02122019_yQC22_100u10%int480_1,106,14
140,yQC22,02122019_yQC22_100u10%int480_1,106,14
40,yQC22,02122019_yQC22_100u10%int480_1,106,14
300,yQC22,02122019_yQC22_100u10%int480_1,106,14
960,yQC22,02122019_yQC22_100u10%int480_1,106,14
1000,yQC22,02122019_yQC22_100u10%int480_1,106,14
240,yQC22,02122019_yQC22_100u10%int480_1,106,14
540,yQC22,02122019_yQC22_100u10%int480_1,107,14
20,yQC22,02122019_yQC22_100u10%int480_1,107,14
200,yQC22,02122019_yQC22_100u10%int480_1,107,14
40,yQC22,02122019_yQC22_100u10%int480_1,107,14
200,yQC22,02122019_yQC22_100u10%int480_1,107,14
40,yQC22,02122019_yQC22_100u10%int480_1,107,14
360,yQC22,02122019_yQC22_100u10%int480_1,107,14
240,yQC22,02122019_yQC22_100u10%int480_1,107,14
1100,yQC22,02122019_yQC22_100u10%int480_1,107,14
20,yQC22,02122019_yQC22_100u10%int480_1,109,14
340,yQC22,02122019_yQC22_100u10%int480_1,110,14
260,yQC22,02122019_yQC22_100u10%int480_1,110,14
700,yQC22,02122019_yQC22_100u10%int480_1,110,14
100,yQC22,02122019_yQC22_100u10%int480_1,110,14
720,yQC22,02122019_yQC22_100u10%int480_1,110,14
60,yQC22,02122019_yQC22_100u10%int480_1,111,14
120,yQC22,02122019_yQC22_100u10%int480_1,111,14
440,yQC22,02122019_yQC22_100u10%int480_1,111,14
580,yQC22,02122019_yQC22_100u10%int480_1,111,14
540,yQC22,02122019_yQC22_100u10%int480_1,111,14
40,yQC22,02122019_yQC22_100u10%int480_1,111,14
20,yQC22,02122019_yQC22_100u10%int480_1,111,14
40,yQC22,02122019_yQC22_100u10%int480_1,115,14
260,yQC22,02122019_yQC22_100u10%int480_1,115,14
300,yQC22,02122019_yQC22_100u10%int480_1,115,14
240,yQC22,02122019_yQC22_100u10%int480_1,115,14
180,yQC22,02122019_yQC22_100u10%int480_1,115,14
300,yQC22,02122019_yQC22_100u10%int480_1,115,14
440,yQC22,02122019_yQC22_100u10%int480_1,116,14
160,yQC22,02122019_yQC22_100u10%int480_1,116,14
100,yQC22,02122019_yQC22_100u10%int480_1,116,14
80,yQC22,02122019_yQC22_100u10%int480_1,116,14
1080,yQC22,02122019_yQC22_100u10%int480_1,116,14
3460,yQC22,02122019_yQC22_100u10%int480_1,117,14
20,yQC22,02122019_yQC22_100u10%int480_1,119,14
260,yQC22,02122019_yQC22_100u10%int480_1,119,14
80,yQC22,02122019_yQC22_100u10%int480_1,119,14
160,yQC22,02122019_yQC22_100u10%int480_1,119,14
40,yQC22,02122019_yQC22_100u10%int480_1,119,14
300,yQC22,02122019_yQC22_100u10%int480_1,119,14
60,yQC22,02122019_yQC22_100u10%int480_1,119,14
100,yQC22,02122019_yQC22_100u10%int480_1,119,14
140,yQC22,02122019_yQC22_100u10%int480_1,119,14
500,yQC22,02122019_yQC22_100u10%int480_1,119,14
40,yQC22,02122019_yQC22_100u10%int480_1,119,14
60,yQC22,02122019_yQC22_100u10%int480_1,119,14
1100,yQC22,02122019_yQC22_100u10%int480_1,119,14
20,yQC22,02122019_yQC22_100u10%int480_1,119,14
200,yQC22,02122019_yQC22_100u10%int480_1,119,14
60,yQC22,02122019_yQC22_100u10%int480_1,119,14
740,yQC22,02122019_yQC22_100u10%int480_1,120,14
180,yQC22,02122019_yQC22_100u10%int480_1,121,14
860,yQC22,02122019_yQC22_100u10%int480_1,121,14
220,yQC22,02122019_yQC22_100u10%int480_1,121,14
60,yQC22,02122019_yQC22_100u10%int480_1,121,14
80,yQC22,02122019_yQC22_100u10%int480_1,121,14
220,yQC22,02122019_yQC22_100u10%int480_1,121,14
40,yQC22,02122019_yQC22_100u10%int480_1,121,14
420,yQC22,02122019_yQC22_100u10%int480_1,121,14
360,yQC22,02122019_yQC22_100u10%int480_1,121,14
1680,yQC22,02122019_yQC22_100u10%int480_1,121,14
260,yQC22,02122019_yQC22_100u10%int480_1,121,14
40,yQC22,02122019_yQC22_100u10%int480_1,121,14
360,yQC22,02122019_yQC22_100u10%int480_1,121,14
500,yQC22,02122019_yQC22_100u10%int480_1,121,14
40,yQC22,02122019_yQC22_100u10%int480_1,122,14
320,yQC22,02122019_yQC22_100u10%int480_1,122,14
500,yQC22,02122019_yQC22_100u10%int480_1,122,14
420,yQC22,02122019_yQC22_100u10%int480_1,122,14
300,yQC22,02122019_yQC22_100u10%int480_1,123,14
360,yQC22,02122019_yQC22_100u10%int480_1,124,14
300,yQC22,02122019_yQC22_100u10%int480_1,124,14
40,yQC22,02122019_yQC22_100u10%int480_1,124,14
240,yQC22,02122019_yQC22_100u10%int480_1,124,14
520,yQC22,02122019_yQC22_100u10%int480_1,124,14
60,yQC22,02122019_yQC22_100u10%int480_1,124,14
100,yQC22,02122019_yQC22_100u10%int480_1,124,14
300,yQC22,02122019_yQC22_100u10%int480_1,125,14
260,yQC22,02122019_yQC22_100u10%int480_1,125,14
100,yQC22,02122019_yQC22_100u10%int480_1,125,14
200,yQC22,02122019_yQC22_100u10%int480_1,125,14
140,yQC22,02122019_yQC22_100u10%int480_1,125,14
400,yQC22,02122019_yQC22_100u10%int480_1,125,14
120,yQC22,02122019_yQC22_100u10%int480_1,125,14
840,yQC22,02122019_yQC22_100u10%int480_1,125,14
320,yQC22,02122019_yQC22_100u10%int480_1,125,14
2360,yQC22,02122019_yQC22_100u10%int480_1,125,14
380,yQC22,02122019_yQC22_100u10%int480_1,126,14
220,yQC22,02122019_yQC22_100u10%int480_1,126,14
40,yQC22,02122019_yQC22_100u10%int480_1,126,14
60,yQC22,02122019_yQC22_100u10%int480_1,126,14
