time,strain,mov_name,roi,CTDr
20,yQC21,02132019_yQC21_150u10%int480_1,100,26
780,yQC21,02132019_yQC21_150u10%int480_1,100,26
260,yQC21,02132019_yQC21_150u10%int480_1,101,26
220,yQC21,02132019_yQC21_150u10%int480_1,101,26
40,yQC21,02132019_yQC21_150u10%int480_1,101,26
360,yQC21,02132019_yQC21_150u10%int480_1,101,26
720,yQC21,02132019_yQC21_150u10%int480_1,101,26
200,yQC21,02132019_yQC21_150u10%int480_1,104,26
100,yQC21,02132019_yQC21_150u10%int480_1,104,26
140,yQC21,02132019_yQC21_150u10%int480_1,104,26
40,yQC21,02132019_yQC21_150u10%int480_1,104,26
480,yQC21,02132019_yQC21_150u10%int480_1,104,26
60,yQC21,02132019_yQC21_150u10%int480_1,104,26
320,yQC21,02132019_yQC21_150u10%int480_1,104,26
200,yQC21,02132019_yQC21_150u10%int480_1,104,26
180,yQC21,02132019_yQC21_150u10%int480_1,104,26
260,yQC21,02132019_yQC21_150u10%int480_1,104,26
600,yQC21,02132019_yQC21_150u10%int480_1,104,26
200,yQC21,02132019_yQC21_150u10%int480_1,106,26
220,yQC21,02132019_yQC21_150u10%int480_1,106,26
100,yQC21,02132019_yQC21_150u10%int480_1,106,26
20,yQC21,02132019_yQC21_150u10%int480_1,110,26
240,yQC21,02132019_yQC21_150u10%int480_1,110,26
20,yQC21,02132019_yQC21_150u10%int480_1,110,26
80,yQC21,02132019_yQC21_150u10%int480_1,110,26
140,yQC21,02132019_yQC21_150u10%int480_1,110,26
400,yQC21,02132019_yQC21_150u10%int480_1,110,26
640,yQC21,02132019_yQC21_150u10%int480_1,110,26
120,yQC21,02132019_yQC21_150u10%int480_1,112,26
620,yQC21,02132019_yQC21_150u10%int480_1,112,26
680,yQC21,02132019_yQC21_150u10%int480_1,112,26
20,yQC21,02132019_yQC21_150u10%int480_1,112,26
40,yQC21,02132019_yQC21_150u10%int480_1,112,26
60,yQC21,02132019_yQC21_150u10%int480_1,112,26
240,yQC21,02132019_yQC21_150u10%int480_1,112,26
460,yQC21,02132019_yQC21_150u10%int480_1,115,26
80,yQC21,02132019_yQC21_150u10%int480_1,115,26
60,yQC21,02132019_yQC21_150u10%int480_1,115,26
240,yQC21,02132019_yQC21_150u10%int480_1,115,26
540,yQC21,02132019_yQC21_150u10%int480_1,115,26
140,yQC21,02132019_yQC21_150u10%int480_1,115,26
540,yQC21,02132019_yQC21_150u10%int480_1,115,26
820,yQC21,02132019_yQC21_150u10%int480_1,116,26
20,yQC21,02132019_yQC21_150u10%int480_1,116,26
40,yQC21,02132019_yQC21_150u10%int480_1,116,26
500,yQC21,02132019_yQC21_150u10%int480_1,116,26
60,yQC21,02132019_yQC21_150u10%int480_1,116,26
40,yQC21,02132019_yQC21_150u10%int480_1,116,26
60,yQC21,02132019_yQC21_150u10%int480_1,116,26
120,yQC21,02132019_yQC21_150u10%int480_1,116,26
260,yQC21,02132019_yQC21_150u10%int480_1,116,26
20,yQC21,02132019_yQC21_150u10%int480_1,116,26
260,yQC21,02132019_yQC21_150u10%int480_1,116,26
100,yQC21,02132019_yQC21_150u10%int480_1,116,26
240,yQC21,02132019_yQC21_150u10%int480_1,116,26
400,yQC21,02132019_yQC21_150u10%int480_1,116,26
20,yQC21,02132019_yQC21_150u10%int480_1,116,26
540,yQC21,02132019_yQC21_150u10%int480_1,116,26
80,yQC21,02132019_yQC21_150u10%int480_1,116,26
600,yQC21,02132019_yQC21_150u10%int480_1,120,26
20,yQC21,02132019_yQC21_150u10%int480_1,120,26
1080,yQC21,02132019_yQC21_150u10%int480_1,120,26
60,yQC21,02132019_yQC21_150u10%int480_1,120,26
100,yQC21,02132019_yQC21_150u10%int480_1,120,26
220,yQC21,02132019_yQC21_150u10%int480_1,122,26
40,yQC21,02132019_yQC21_150u10%int480_1,122,26
440,yQC21,02132019_yQC21_150u10%int480_1,122,26
580,yQC21,02132019_yQC21_150u10%int480_1,122,26
340,yQC21,02132019_yQC21_150u10%int480_1,122,26
120,yQC21,02132019_yQC21_150u10%int480_1,122,26
880,yQC21,02132019_yQC21_150u10%int480_1,122,26
300,yQC21,02132019_yQC21_150u10%int480_1,124,26
280,yQC21,02132019_yQC21_150u10%int480_1,124,26
20,yQC21,02132019_yQC21_150u10%int480_1,124,26
360,yQC21,02132019_yQC21_150u10%int480_1,124,26
1700,yQC21,02132019_yQC21_150u10%int480_1,124,26
520,yQC21,02132019_yQC21_150u10%int480_1,124,26
280,yQC21,02132019_yQC21_150u10%int480_1,125,26
200,yQC21,02132019_yQC21_150u10%int480_1,125,26
460,yQC21,02132019_yQC21_150u10%int480_1,126,26
400,yQC21,02132019_yQC21_150u10%int480_1,126,26
1120,yQC21,02132019_yQC21_150u10%int480_1,126,26
160,yQC21,02132019_yQC21_150u10%int480_1,126,26
20,yQC21,02132019_yQC21_150u10%int480_1,126,26
80,yQC21,02132019_yQC21_150u10%int480_1,126,26
100,yQC21,02132019_yQC21_150u10%int480_1,126,26
180,yQC21,02132019_yQC21_150u10%int480_1,126,26
440,yQC21,02132019_yQC21_150u10%int480_1,126,26
160,yQC21,02132019_yQC21_150u10%int480_1,126,26
40,yQC21,02132019_yQC21_150u10%int480_1,128,26
40,yQC21,02132019_yQC21_150u10%int480_1,128,26
160,yQC21,02132019_yQC21_150u10%int480_1,128,26
60,yQC21,02132019_yQC21_150u10%int480_1,128,26
100,yQC21,02132019_yQC21_150u10%int480_1,128,26
460,yQC21,02132019_yQC21_150u10%int480_1,128,26
40,yQC21,02132019_yQC21_150u10%int480_1,128,26
60,yQC21,02132019_yQC21_150u10%int480_1,128,26
60,yQC21,02132019_yQC21_150u10%int480_1,128,26
160,yQC21,02132019_yQC21_150u10%int480_1,128,26
80,yQC21,02132019_yQC21_150u10%int480_1,130,26
100,yQC21,02132019_yQC21_150u10%int480_1,130,26
80,yQC21,02132019_yQC21_150u10%int480_1,130,26
80,yQC21,02132019_yQC21_150u10%int480_1,130,26
180,yQC21,02132019_yQC21_150u10%int480_1,133,26
40,yQC21,02132019_yQC21_150u10%int480_1,133,26
20,yQC21,02132019_yQC21_150u10%int480_1,134,26
1120,yQC21,02132019_yQC21_150u10%int480_1,134,26
80,yQC21,02132019_yQC21_150u10%int480_1,134,26
540,yQC21,02132019_yQC21_150u10%int480_1,135,26
140,yQC21,02132019_yQC21_150u10%int480_1,135,26
260,yQC21,02132019_yQC21_150u10%int480_1,135,26
40,yQC21,02132019_yQC21_150u10%int480_1,135,26
360,yQC21,02132019_yQC21_150u10%int480_1,135,26
140,yQC21,02132019_yQC21_150u10%int480_1,135,26
100,yQC21,02132019_yQC21_150u10%int480_1,135,26
480,yQC21,02132019_yQC21_150u10%int480_1,135,26
80,yQC21,02132019_yQC21_150u10%int480_1,135,26
260,yQC21,02132019_yQC21_150u10%int480_1,135,26
200,yQC21,02132019_yQC21_150u10%int480_1,136,26
120,yQC21,02132019_yQC21_150u10%int480_1,136,26
140,yQC21,02132019_yQC21_150u10%int480_1,136,26
20,yQC21,02132019_yQC21_150u10%int480_1,136,26
200,yQC21,02132019_yQC21_150u10%int480_1,136,26
620,yQC21,02132019_yQC21_150u10%int480_1,136,26
60,yQC21,02132019_yQC21_150u10%int480_1,136,26
300,yQC21,02132019_yQC21_150u10%int480_1,136,26
80,yQC21,02132019_yQC21_150u10%int480_1,136,26
100,yQC21,02132019_yQC21_150u10%int480_1,136,26
40,yQC21,02132019_yQC21_150u10%int480_1,136,26
60,yQC21,02132019_yQC21_150u10%int480_1,136,26
60,yQC21,02132019_yQC21_150u10%int480_1,136,26
100,yQC21,02132019_yQC21_150u10%int480_1,136,26
20,yQC21,02132019_yQC21_150u10%int480_1,136,26
900,yQC21,02132019_yQC21_150u10%int480_1,136,26
20,yQC21,02132019_yQC21_150u10%int480_1,138,26
1020,yQC21,02132019_yQC21_150u10%int480_1,140,26
1160,yQC21,02132019_yQC21_150u10%int480_1,140,26
120,yQC21,02132019_yQC21_150u10%int480_1,141,26
1500,yQC21,02132019_yQC21_150u10%int480_1,141,26
780,yQC21,02132019_yQC21_150u10%int480_1,141,26
20,yQC21,02132019_yQC21_150u10%int480_1,141,26
760,yQC21,02132019_yQC21_150u10%int480_1,141,26
140,yQC21,02132019_yQC21_150u10%int480_1,141,26
780,yQC21,02132019_yQC21_150u10%int480_1,141,26
40,yQC21,02132019_yQC21_150u10%int480_1,141,26
300,yQC21,02132019_yQC21_150u10%int480_1,141,26
560,yQC21,02132019_yQC21_150u10%int480_1,141,26
740,yQC21,02132019_yQC21_150u10%int480_1,141,26
220,yQC21,02132019_yQC21_150u10%int480_1,142,26
340,yQC21,02132019_yQC21_150u10%int480_1,142,26
40,yQC21,02132019_yQC21_150u10%int480_1,142,26
120,yQC21,02132019_yQC21_150u10%int480_1,142,26
40,yQC21,02132019_yQC21_150u10%int480_1,142,26
140,yQC21,02132019_yQC21_150u10%int480_1,142,26
20,yQC21,02132019_yQC21_150u10%int480_1,142,26
120,yQC21,02132019_yQC21_150u10%int480_1,142,26
720,yQC21,02132019_yQC21_150u10%int480_1,142,26
260,yQC21,02132019_yQC21_150u10%int480_1,142,26
80,yQC21,02132019_yQC21_150u10%int480_1,143,26
40,yQC21,02132019_yQC21_150u10%int480_1,143,26
440,yQC21,02132019_yQC21_150u10%int480_1,143,26
220,yQC21,02132019_yQC21_150u10%int480_1,146,26
40,yQC21,02132019_yQC21_150u10%int480_1,146,26
60,yQC21,02132019_yQC21_150u10%int480_1,146,26
60,yQC21,02132019_yQC21_150u10%int480_1,146,26
500,yQC21,02132019_yQC21_150u10%int480_1,146,26
20,yQC21,02132019_yQC21_150u10%int480_1,147,26
80,yQC21,02132019_yQC21_150u10%int480_1,148,26
1160,yQC21,02132019_yQC21_150u10%int480_1,148,26
100,yQC21,02132019_yQC21_150u10%int480_1,148,26
1920,yQC21,02132019_yQC21_150u10%int480_1,149,26
20,yQC21,02132019_yQC21_150u10%int480_1,152,26
20,yQC21,02132019_yQC21_150u10%int480_1,152,26
260,yQC21,02132019_yQC21_150u10%int480_1,152,26
360,yQC21,02132019_yQC21_150u10%int480_1,152,26
480,yQC21,02132019_yQC21_150u10%int480_1,152,26
180,yQC21,02132019_yQC21_150u10%int480_1,152,26
340,yQC21,02132019_yQC21_150u10%int480_1,153,26
480,yQC21,02132019_yQC21_150u10%int480_1,153,26
20,yQC21,02132019_yQC21_150u10%int480_1,153,26
860,yQC21,02132019_yQC21_150u10%int480_1,153,26
120,yQC21,02132019_yQC21_150u10%int480_1,153,26
840,yQC23,02132019_yQC23_100u10%int480_1,3,12
240,yQC23,02132019_yQC23_100u10%int480_1,3,12
200,yQC23,02132019_yQC23_100u10%int480_1,3,12
280,yQC23,02132019_yQC23_100u10%int480_1,3,12
560,yQC23,02132019_yQC23_100u10%int480_1,3,12
180,yQC23,02132019_yQC23_100u10%int480_1,3,12
240,yQC23,02132019_yQC23_100u10%int480_1,3,12
20,yQC23,02132019_yQC23_100u10%int480_1,3,12
160,yQC23,02132019_yQC23_100u10%int480_1,3,12
20,yQC23,02132019_yQC23_100u10%int480_1,3,12
20,yQC23,02132019_yQC23_100u10%int480_1,3,12
240,yQC23,02132019_yQC23_100u10%int480_1,3,12
400,yQC23,02132019_yQC23_100u10%int480_1,3,12
100,yQC23,02132019_yQC23_100u10%int480_1,3,12
160,yQC23,02132019_yQC23_100u10%int480_1,3,12
340,yQC23,02132019_yQC23_100u10%int480_1,4,12
200,yQC23,02132019_yQC23_100u10%int480_1,4,12
260,yQC23,02132019_yQC23_100u10%int480_1,4,12
120,yQC23,02132019_yQC23_100u10%int480_1,4,12
320,yQC23,02132019_yQC23_100u10%int480_1,4,12
1720,yQC23,02132019_yQC23_100u10%int480_1,4,12
20,yQC23,02132019_yQC23_100u10%int480_1,4,12
760,yQC23,02132019_yQC23_100u10%int480_1,5,12
400,yQC23,02132019_yQC23_100u10%int480_1,5,12
880,yQC23,02132019_yQC23_100u10%int480_1,5,12
720,yQC23,02132019_yQC23_100u10%int480_1,5,12
320,yQC23,02132019_yQC23_100u10%int480_1,5,12
460,yQC23,02132019_yQC23_100u10%int480_1,5,12
200,yQC23,02132019_yQC23_100u10%int480_1,5,12
40,yQC23,02132019_yQC23_100u10%int480_1,5,12
440,yQC23,02132019_yQC23_100u10%int480_1,5,12
700,yQC23,02132019_yQC23_100u10%int480_1,5,12
160,yQC23,02132019_yQC23_100u10%int480_1,6,12
200,yQC23,02132019_yQC23_100u10%int480_1,6,12
160,yQC23,02132019_yQC23_100u10%int480_1,6,12
20,yQC23,02132019_yQC23_100u10%int480_1,6,12
220,yQC23,02132019_yQC23_100u10%int480_1,6,12
760,yQC23,02132019_yQC23_100u10%int480_1,7,12
220,yQC23,02132019_yQC23_100u10%int480_1,7,12
160,yQC23,02132019_yQC23_100u10%int480_1,9,12
760,yQC23,02132019_yQC23_100u10%int480_1,9,12
220,yQC23,02132019_yQC23_100u10%int480_1,9,12
380,yQC23,02132019_yQC23_100u10%int480_1,9,12
320,yQC23,02132019_yQC23_100u10%int480_1,9,12
40,yQC23,02132019_yQC23_100u10%int480_1,9,12
40,yQC23,02132019_yQC23_100u10%int480_1,9,12
200,yQC23,02132019_yQC23_100u10%int480_1,9,12
420,yQC23,02132019_yQC23_100u10%int480_1,9,12
200,yQC23,02132019_yQC23_100u10%int480_1,9,12
140,yQC23,02132019_yQC23_100u10%int480_1,9,12
380,yQC23,02132019_yQC23_100u10%int480_1,9,12
120,yQC23,02132019_yQC23_100u10%int480_1,9,12
260,yQC23,02132019_yQC23_100u10%int480_1,9,12
60,yQC23,02132019_yQC23_100u10%int480_1,9,12
180,yQC23,02132019_yQC23_100u10%int480_1,9,12
80,yQC23,02132019_yQC23_100u10%int480_1,9,12
20,yQC23,02132019_yQC23_100u10%int480_1,9,12
420,yQC23,02132019_yQC23_100u10%int480_1,9,12
400,yQC23,02132019_yQC23_100u10%int480_1,9,12
740,yQC23,02132019_yQC23_100u10%int480_1,15,12
60,yQC23,02132019_yQC23_100u10%int480_1,15,12
280,yQC23,02132019_yQC23_100u10%int480_1,15,12
300,yQC23,02132019_yQC23_100u10%int480_1,15,12
660,yQC23,02132019_yQC23_100u10%int480_1,15,12
360,yQC23,02132019_yQC23_100u10%int480_1,15,12
1580,yQC23,02132019_yQC23_100u10%int480_1,15,12
180,yQC23,02132019_yQC23_100u10%int480_1,15,12
540,yQC23,02132019_yQC23_100u10%int480_1,16,12
400,yQC23,02132019_yQC23_100u10%int480_1,16,12
100,yQC23,02132019_yQC23_100u10%int480_1,16,12
240,yQC23,02132019_yQC23_100u10%int480_1,16,12
360,yQC23,02132019_yQC23_100u10%int480_1,19,12
140,yQC23,02132019_yQC23_100u10%int480_1,19,12
120,yQC23,02132019_yQC23_100u10%int480_1,19,12
200,yQC23,02132019_yQC23_100u10%int480_1,19,12
40,yQC23,02132019_yQC23_100u10%int480_1,19,12
720,yQC23,02132019_yQC23_100u10%int480_1,19,12
180,yQC23,02132019_yQC23_100u10%int480_1,19,12
520,yQC23,02132019_yQC23_100u10%int480_1,19,12
200,yQC23,02132019_yQC23_100u10%int480_1,19,12
40,yQC23,02132019_yQC23_100u10%int480_1,23,12
320,yQC23,02132019_yQC23_100u10%int480_1,24,12
80,yQC23,02132019_yQC23_100u10%int480_1,24,12
160,yQC23,02132019_yQC23_100u10%int480_1,24,12
140,yQC23,02132019_yQC23_100u10%int480_1,24,12
560,yQC23,02132019_yQC23_100u10%int480_1,24,12
760,yQC23,02132019_yQC23_100u10%int480_1,24,12
520,yQC23,02132019_yQC23_100u10%int480_1,24,12
400,yQC23,02132019_yQC23_100u10%int480_1,26,12
580,yQC23,02132019_yQC23_100u10%int480_1,26,12
40,yQC23,02132019_yQC23_100u10%int480_1,26,12
3340,yQC23,02132019_yQC23_100u10%int480_1,28,12
400,yQC23,02132019_yQC23_100u10%int480_1,31,12
20,yQC23,02132019_yQC23_100u10%int480_1,31,12
200,yQC23,02132019_yQC23_100u10%int480_1,31,12
400,yQC23,02132019_yQC23_100u10%int480_1,31,12
80,yQC23,02132019_yQC23_100u10%int480_1,31,12
400,yQC23,02132019_yQC23_100u10%int480_1,31,12
120,yQC23,02132019_yQC23_100u10%int480_1,33,12
60,yQC23,02132019_yQC23_100u10%int480_1,33,12
720,yQC23,02132019_yQC23_100u10%int480_1,33,12
40,yQC23,02132019_yQC23_100u10%int480_1,33,12
280,yQC23,02132019_yQC23_100u10%int480_1,33,12
40,yQC23,02132019_yQC23_100u10%int480_1,35,12
80,yQC23,02132019_yQC23_100u10%int480_1,35,12
320,yQC23,02132019_yQC23_100u10%int480_1,35,12
140,yQC23,02132019_yQC23_100u10%int480_1,35,12
380,yQC23,02132019_yQC23_100u10%int480_1,35,12
260,yQC23,02132019_yQC23_100u10%int480_1,35,12
40,yQC23,02132019_yQC23_100u10%int480_1,35,12
40,yQC23,02132019_yQC23_100u10%int480_1,35,12
40,yQC23,02132019_yQC23_100u10%int480_1,38,12
180,yQC23,02132019_yQC23_100u10%int480_1,38,12
140,yQC23,02132019_yQC23_100u10%int480_1,38,12
680,yQC23,02132019_yQC23_100u10%int480_1,38,12
640,yQC23,02132019_yQC23_100u10%int480_1,38,12
580,yQC23,02132019_yQC23_100u10%int480_1,38,12
40,yQC23,02132019_yQC23_100u10%int480_1,38,12
240,yQC23,02132019_yQC23_100u10%int480_1,38,12
240,yQC23,02132019_yQC23_100u10%int480_1,38,12
80,yQC23,02132019_yQC23_100u10%int480_1,38,12
1620,yQC23,02132019_yQC23_100u10%int480_1,38,12
80,yQC23,02132019_yQC23_100u10%int480_1,41,12
100,yQC23,02132019_yQC23_100u10%int480_1,41,12
20,yQC23,02132019_yQC23_100u10%int480_1,41,12
580,yQC23,02132019_yQC23_100u10%int480_1,41,12
140,yQC23,02132019_yQC23_100u10%int480_1,41,12
320,yQC23,02132019_yQC23_100u10%int480_1,41,12
600,yQC23,02132019_yQC23_100u10%int480_1,41,12
360,yQC23,02132019_yQC23_100u10%int480_1,41,12
20,yQC23,02132019_yQC23_100u10%int480_1,41,12
360,yQC23,02132019_yQC23_100u10%int480_1,41,12
20,yQC23,02132019_yQC23_100u10%int480_1,41,12
1280,yQC23,02132019_yQC23_100u10%int480_1,41,12
280,yQC23,02132019_yQC23_100u10%int480_1,41,12
1160,yQC23,02132019_yQC23_100u10%int480_1,44,12
160,yQC23,02132019_yQC23_100u10%int480_1,44,12
1520,yQC23,02132019_yQC23_100u10%int480_1,48,12
260,yQC23,02132019_yQC23_100u10%int480_1,48,12
40,yQC23,02132019_yQC23_100u10%int480_1,48,12
20,yQC23,02132019_yQC23_100u10%int480_1,48,12
760,yQC23,02132019_yQC23_100u10%int480_1,48,12
240,yQC23,02132019_yQC23_100u10%int480_1,48,12
100,yQC23,02132019_yQC23_100u10%int480_1,48,12
860,yQC23,02132019_yQC23_100u10%int480_1,48,12
20,yQC23,02132019_yQC23_100u10%int480_1,50,12
400,yQC23,02132019_yQC23_100u10%int480_1,50,12
240,yQC23,02132019_yQC23_100u10%int480_1,51,12
1680,yQC23,02132019_yQC23_100u10%int480_1,51,12
1160,yQC23,02132019_yQC23_100u10%int480_1,53,12
740,yQC23,02132019_yQC23_100u10%int480_1,53,12
1020,yQC23,02132019_yQC23_100u10%int480_1,57,12
80,yQC23,02132019_yQC23_100u10%int480_1,57,12
80,yQC23,02132019_yQC23_100u10%int480_1,57,12
60,yQC23,02132019_yQC23_100u10%int480_1,57,12
120,yQC23,02132019_yQC23_100u10%int480_1,57,12
340,yQC23,02132019_yQC23_100u10%int480_1,57,12
240,yQC23,02132019_yQC23_100u10%int480_1,57,12
20,yQC23,02132019_yQC23_100u10%int480_1,57,12
1100,yQC23,02132019_yQC23_100u10%int480_1,57,12
20,yQC23,02132019_yQC23_100u10%int480_1,58,12
1340,yQC23,02132019_yQC23_100u10%int480_1,59,12
460,yQC23,02132019_yQC23_100u10%int480_1,59,12
620,yQC23,02132019_yQC23_100u10%int480_1,59,12
20,yQC23,02132019_yQC23_100u10%int480_1,59,12
800,yQC23,02132019_yQC23_100u10%int480_1,59,12
180,yQC23,02132019_yQC23_100u10%int480_1,59,12
360,yQC23,02132019_yQC23_100u10%int480_1,59,12
580,yQC23,02132019_yQC23_100u10%int480_1,59,12
260,yQC23,02132019_yQC23_100u10%int480_1,59,12
20,yQC23,02132019_yQC23_100u10%int480_1,59,12
2940,yQC23,02132019_yQC23_100u10%int480_1,61,12
40,yQC23,02132019_yQC23_100u10%int480_1,61,12
580,yQC23,02132019_yQC23_100u10%int480_1,61,12
260,yQC23,02132019_yQC23_100u10%int480_1,61,12
100,yQC23,02132019_yQC23_100u10%int480_1,61,12
360,yQC23,02132019_yQC23_100u10%int480_1,61,12
740,yQC23,02132019_yQC23_100u10%int480_1,61,12
420,yQC23,02132019_yQC23_100u10%int480_1,62,12
440,yQC23,02132019_yQC23_100u10%int480_1,62,12
60,yQC23,02132019_yQC23_100u10%int480_1,62,12
100,yQC23,02132019_yQC23_100u10%int480_1,62,12
120,yQC23,02132019_yQC23_100u10%int480_1,62,12
40,yQC23,02132019_yQC23_100u10%int480_1,62,12
20,yQC23,02132019_yQC23_100u10%int480_1,62,12
200,yQC23,02132019_yQC23_100u10%int480_1,62,12
360,yQC23,02132019_yQC23_100u10%int480_1,62,12
20,yQC23,02132019_yQC23_100u10%int480_1,63,12
1780,yQC23,02132019_yQC23_100u10%int480_1,63,12
660,yQC23,02132019_yQC23_100u10%int480_1,63,12
520,yQC23,02132019_yQC23_100u10%int480_1,63,12
780,yQC23,02132019_yQC23_100u10%int480_1,64,12
700,yQC23,02132019_yQC23_100u10%int480_1,64,12
1860,yQC23,02132019_yQC23_100u10%int480_1,64,12
140,yQC23,02132019_yQC23_100u10%int480_1,68,12
200,yQC23,02132019_yQC23_100u10%int480_1,68,12
380,yQC23,02132019_yQC23_100u10%int480_1,68,12
480,yQC23,02132019_yQC23_100u10%int480_1,68,12
80,yQC23,02132019_yQC23_100u10%int480_1,68,12
720,yQC23,02132019_yQC23_100u10%int480_1,68,12
760,yQC23,02132019_yQC23_100u10%int480_1,68,12
520,yQC23,02132019_yQC23_100u10%int480_1,73,12
220,yQC23,02132019_yQC23_100u10%int480_1,73,12
20,yQC23,02132019_yQC23_100u10%int480_1,73,12
60,yQC23,02132019_yQC23_100u10%int480_1,73,12
160,yQC23,02132019_yQC23_100u10%int480_1,73,12
100,yQC23,02132019_yQC23_100u10%int480_1,73,12
80,yQC23,02132019_yQC23_100u10%int480_1,73,12
400,yQC23,02132019_yQC23_100u10%int480_1,73,12
700,yQC23,02132019_yQC23_100u10%int480_1,75,12
80,yQC23,02132019_yQC23_100u10%int480_1,75,12
420,yQC23,02132019_yQC23_100u10%int480_1,75,12
840,yQC23,02132019_yQC23_100u10%int480_1,75,12
400,yQC23,02132019_yQC23_100u10%int480_1,75,12
180,yQC23,02132019_yQC23_100u10%int480_1,75,12
380,yQC23,02132019_yQC23_100u10%int480_1,75,12
180,yQC23,02132019_yQC23_100u10%int480_1,75,12
1080,yQC23,02132019_yQC23_100u10%int480_1,76,12
140,yQC23,02132019_yQC23_100u10%int480_1,76,12
60,yQC23,02132019_yQC23_100u10%int480_1,76,12
300,yQC23,02132019_yQC23_100u10%int480_1,77,12
220,yQC23,02132019_yQC23_100u10%int480_1,77,12
280,yQC23,02132019_yQC23_100u10%int480_1,77,12
60,yQC23,02132019_yQC23_100u10%int480_1,77,12
320,yQC23,02132019_yQC23_100u10%int480_1,77,12
100,yQC23,02132019_yQC23_100u10%int480_1,77,12
140,yQC23,02132019_yQC23_100u10%int480_1,77,12
520,yQC23,02132019_yQC23_100u10%int480_1,77,12
20,yQC23,02132019_yQC23_100u10%int480_1,77,12
1460,yQC23,02132019_yQC23_100u10%int480_1,77,12
120,yQC23,02132019_yQC23_100u10%int480_1,77,12
820,yQC23,02132019_yQC23_100u10%int480_1,77,12
420,yQC23,02132019_yQC23_100u10%int480_1,77,12
200,yQC23,02132019_yQC23_100u10%int480_1,77,12
180,yQC23,02132019_yQC23_100u10%int480_1,80,12
500,yQC23,02132019_yQC23_100u10%int480_1,80,12
260,yQC23,02132019_yQC23_100u10%int480_1,80,12
560,yQC23,02132019_yQC23_100u10%int480_1,80,12
100,yQC23,02132019_yQC23_100u10%int480_1,80,12
140,yQC23,02132019_yQC23_100u10%int480_1,80,12
300,yQC23,02132019_yQC23_100u10%int480_1,80,12
400,yQC23,02132019_yQC23_100u10%int480_1,80,12
20,yQC23,02132019_yQC23_100u10%int480_1,80,12
40,yQC23,02132019_yQC23_100u10%int480_1,80,12
60,yQC23,02132019_yQC23_100u10%int480_1,80,12
80,yQC23,02132019_yQC23_100u10%int480_1,86,12
1080,yQC23,02132019_yQC23_100u10%int480_1,86,12
40,yQC23,02132019_yQC23_100u10%int480_1,87,12
2140,yQC23,02132019_yQC23_100u10%int480_1,87,12
620,yQC23,02132019_yQC23_100u10%int480_1,87,12
220,yQC23,02132019_yQC23_100u10%int480_1,87,12
80,yQC23,02132019_yQC23_100u10%int480_1,87,12
180,yQC23,02132019_yQC23_100u10%int480_1,87,12
440,yQC23,02132019_yQC23_100u10%int480_1,87,12
120,yQC23,02132019_yQC23_100u10%int480_1,87,12
40,yQC23,02132019_yQC23_100u10%int480_1,87,12
380,yQC23,02132019_yQC23_100u10%int480_1,87,12
60,yQC23,02132019_yQC23_100u10%int480_1,87,12
40,yQC23,02132019_yQC23_100u10%int480_1,88,12
1200,yQC23,02132019_yQC23_100u10%int480_1,88,12
2520,yQC23,02132019_yQC23_100u10%int480_1,88,12
1140,yQC23,02132019_yQC23_100u10%int480_1,88,12
120,yQC23,02132019_yQC23_100u10%int480_1,89,12
40,yQC23,02132019_yQC23_100u10%int480_1,89,12
20,yQC23,02132019_yQC23_100u10%int480_1,89,12
640,yQC23,02132019_yQC23_100u10%int480_1,89,12
120,yQC23,02132019_yQC23_100u10%int480_1,89,12
180,yQC23,02132019_yQC23_100u10%int480_1,89,12
60,yQC23,02132019_yQC23_100u10%int480_1,89,12
560,yQC23,02132019_yQC23_100u10%int480_1,89,12
20,yQC23,02132019_yQC23_100u10%int480_1,89,12
200,yQC23,02132019_yQC23_100u10%int480_1,89,12
200,yQC23,02132019_yQC23_100u10%int480_1,89,12
280,yQC23,02132019_yQC23_100u10%int480_1,89,12
360,yQC23,02132019_yQC23_100u10%int480_1,89,12
80,yQC23,02132019_yQC23_100u10%int480_1,89,12
60,yQC23,02132019_yQC23_100u10%int480_1,89,12
280,yQC23,02132019_yQC23_100u10%int480_1,89,12
80,yQC23,02132019_yQC23_100u10%int480_1,89,12
220,yQC23,02132019_yQC23_100u10%int480_1,89,12
320,yQC23,02132019_yQC23_100u10%int480_1,89,12
180,yQC23,02132019_yQC23_100u10%int480_1,89,12
80,yQC23,02132019_yQC23_100u10%int480_1,89,12
120,yQC23,02132019_yQC23_100u10%int480_1,89,12
100,yQC23,02132019_yQC23_100u10%int480_1,92,12
40,yQC23,02132019_yQC23_100u10%int480_1,92,12
320,yQC23,02132019_yQC23_100u10%int480_1,92,12
460,yQC23,02132019_yQC23_100u10%int480_1,92,12
60,yQC23,02132019_yQC23_100u10%int480_1,92,12
100,yQC23,02132019_yQC23_100u10%int480_1,92,12
180,yQC23,02132019_yQC23_100u10%int480_1,92,12
520,yQC23,02132019_yQC23_100u10%int480_1,92,12
40,yQC23,02132019_yQC23_100u10%int480_1,92,12
260,yQC23,02132019_yQC23_100u10%int480_1,92,12
40,yQC23,02132019_yQC23_100u10%int480_1,92,12
500,yQC23,02132019_yQC23_100u10%int480_1,92,12
320,yQC23,02132019_yQC23_100u10%int480_1,96,12
200,yQC23,02132019_yQC23_100u10%int480_1,96,12
580,yQC23,02132019_yQC23_100u10%int480_1,96,12
