label,area_cell,intensity_sum_cell,area_nuc,intensity_sum_nuc,channel,im_name,strain
4,3797,131.61087384745466,374,19.994971062419467,1,09182019_hCTD_5,hCTD
5,4732,86.3106721128018,696,25.686258384486013,1,09182019_hCTD_5,hCTD
6,3863,58.170068680477144,380,11.836921916905453,1,09182019_hCTD_5,hCTD
7,5729,196.3471706847546,669,44.54338969320291,1,09182019_hCTD_5,hCTD
8,4073,125.28337394047372,321,19.25765683042927,1,09182019_hCTD_5,hCTD
9,4533,127.90427556255274,555,27.015392384419677,1,09182019_hCTD_5,hCTD
10,4469,128.73616298939947,441,27.698060567336974,1,09182019_hCTD_5,hCTD
11,6257,63.78910602225497,559,9.200137054277295,1,09182019_hCTD_5,hCTD
12,5009,135.31903431648277,452,21.37078551826781,1,09182019_hCTD_5,hCTD
13,5220,133.35478880717716,620,31.64886932260029,1,09182019_hCTD_5,hCTD
14,4807,138.28271463373227,393,20.960523461019676,1,09182019_hCTD_5,hCTD
15,3117,55.08672541608115,402,13.986261597769492,1,09182019_hCTD_5,hCTD
16,5277,152.95541137764087,604,24.542130537024875,1,09182019_hCTD_5,hCTD
17,4146,107.67798909975966,387,17.651057427832004,1,09182019_hCTD_5,hCTD
18,4156,121.98304839162074,397,18.723005639797513,1,09182019_hCTD_5,hCTD
19,4227,141.39719063833635,800,54.02319459765788,1,09182019_hCTD_5,hCTD
20,5391,79.10489770692686,505,13.794811409056367,1,09182019_hCTD_5,hCTD
22,3994,81.83713504047492,523,24.25726398828839,1,09182019_hCTD_5,hCTD
23,4456,138.03441353414865,467,27.43423425551095,1,09182019_hCTD_5,hCTD
24,4209,130.43012212461196,426,27.616336814134826,1,09182019_hCTD_5,hCTD
25,5008,144.21248324191913,413,18.845960836661,1,09182019_hCTD_5,hCTD
26,5138,167.892124486392,720,41.638748251204554,1,09182019_hCTD_5,hCTD
27,6122,131.38950154898438,556,20.542929509273442,1,09182019_hCTD_5,hCTD
28,4169,114.96031749572003,531,19.76015705941944,1,09182019_hCTD_5,hCTD
29,2062,42.47829101657611,199,9.021320656776034,1,09182019_hCTD_5,hCTD
30,3313,94.30921391693539,373,16.10795630488164,1,09182019_hCTD_5,hCTD
31,4327,104.86627743509607,463,23.820001357937787,1,09182019_hCTD_5,hCTD
32,5928,226.01616046587878,860,60.43673298339347,1,09182019_hCTD_5,hCTD
33,4476,81.54867842822134,321,11.103514147617078,1,09182019_hCTD_5,hCTD
1,7147,63.75354874919074,586,47.51317209622519,2,09182019_hCTD_5,hCTD
2,3914,28.50316978246048,203,9.4556699062293,2,09182019_hCTD_5,hCTD
3,2755,24.710849726889386,301,18.778680310952474,2,09182019_hCTD_5,hCTD
4,3797,30.171420660425373,374,18.111230847135044,2,09182019_hCTD_5,hCTD
5,4732,74.64023309835109,696,61.87301776828674,2,09182019_hCTD_5,hCTD
6,3863,26.37717293554813,380,20.090658830088472,2,09182019_hCTD_5,hCTD
7,5729,77.1104123160012,669,54.106276370671615,2,09182019_hCTD_5,hCTD
8,4073,29.33639171097238,321,20.2981313356497,2,09182019_hCTD_5,hCTD
9,4533,55.67271354541054,555,47.758210799618745,2,09182019_hCTD_5,hCTD
10,4469,45.709565339581125,441,30.037615269831306,2,09182019_hCTD_5,hCTD
11,6257,59.859041534497706,559,35.49858795316119,2,09182019_hCTD_5,hCTD
12,5009,47.956637053322815,452,31.551681729154723,2,09182019_hCTD_5,hCTD
13,5220,66.15629802322019,620,48.38736397219232,2,09182019_hCTD_5,hCTD
14,4807,48.34819371365196,393,27.124128836386326,2,09182019_hCTD_5,hCTD
15,3117,36.26459304989195,402,27.55715530507858,2,09182019_hCTD_5,hCTD
16,5277,78.16560509663702,604,63.65021838619579,2,09182019_hCTD_5,hCTD
17,4146,38.17101233300255,387,28.999778387248497,2,09182019_hCTD_5,hCTD
18,4156,45.357426737393446,397,28.1702464283873,2,09182019_hCTD_5,hCTD
19,4227,77.02816968300903,800,64.52829605770813,2,09182019_hCTD_5,hCTD
20,5391,68.99330013561853,505,38.288185457633006,2,09182019_hCTD_5,hCTD
22,3994,56.20331928201785,523,43.15670200118528,2,09182019_hCTD_5,hCTD
23,4456,55.77743549640813,467,37.0346647044797,2,09182019_hCTD_5,hCTD
24,4209,55.8790969318595,426,37.551900635016864,2,09182019_hCTD_5,hCTD
25,5008,48.076905899943576,413,33.294235714766394,2,09182019_hCTD_5,hCTD
26,5138,87.3821340567443,720,54.222147552452725,2,09182019_hCTD_5,hCTD
27,6122,62.94354010872404,556,38.06099798619096,2,09182019_hCTD_5,hCTD
28,4169,54.89015818426493,531,40.97394727513431,2,09182019_hCTD_5,hCTD
29,2062,22.69535381126527,199,12.962762993992705,2,09182019_hCTD_5,hCTD
30,3313,42.87384436766381,373,31.571142891142593,2,09182019_hCTD_5,hCTD
31,4327,49.50765896938438,463,36.4512569040497,2,09182019_hCTD_5,hCTD
32,5928,100.17720680102067,860,70.31349316876108,2,09182019_hCTD_5,hCTD
33,4476,32.5867247655377,321,22.776768324696523,2,09182019_hCTD_5,hCTD
1,7147,9.454748792231609,586,2.371498835908904,3,09182019_hCTD_5,hCTD
2,3914,3.9609212097323643,203,0.46889152654284466,3,09182019_hCTD_5,hCTD
3,2755,1.1784572811564735,301,0.44826010537979044,3,09182019_hCTD_5,hCTD
4,3797,5.361693633482705,374,1.069231642120817,3,09182019_hCTD_5,hCTD
5,4732,5.871811435374811,696,1.8188160264081636,3,09182019_hCTD_5,hCTD
6,3863,4.851702508715902,380,1.046709836924998,3,09182019_hCTD_5,hCTD
7,5729,9.766754013485077,669,2.437952689177295,3,09182019_hCTD_5,hCTD
8,4073,6.483849112560744,321,1.148370359651501,3,09182019_hCTD_5,hCTD
9,4533,4.066809633677048,555,1.0148874959288752,3,09182019_hCTD_5,hCTD
10,4469,6.54743725364174,441,1.5761672042857389,3,09182019_hCTD_5,hCTD
11,6257,6.200663700652609,559,0.9624097944913815,3,09182019_hCTD_5,hCTD
12,5009,6.827477543833855,452,1.382237890261477,3,09182019_hCTD_5,hCTD
