0.5_quant_cc,0.5_quant_nc,0.95_quant_cc,0.95_quant_nc,strain,im_name,cell_area,CTDr
433.0,104.0,517.0,278.6999999999998,10_2,10_2-03,3844.0,26
453.0,113.0,546.0,640.0,10_2,10_2-03,3513.0,26
440.0,118.0,516.0,268.0,10_2,10_2-03,3398.0,26
429.0,113.0,512.0,256.0,10_2,10_2-03,2985.0,26
442.0,132.0,493.0,498.0,10_2,10_2-03,3326.0,26
428.0,114.0,528.0,319.0,10_2,10_2-03,3509.0,26
481.0,137.0,571.0,491.10000000000036,10_2,10_2-03,3278.0,26
446.0,111.0,507.8000000000002,324.0,10_2,10_2-03,3789.0,26
455.0,113.0,523.0,298.0,10_2,10_2-03,3356.0,26
426.0,109.0,486.0,384.25,10_2,10_2-03,3982.0,26
464.0,121.0,571.0,426.0,10_2,10_2-03,2779.0,26
459.0,122.0,581.0,323.4499999999998,10_2,10_2-03,3918.0,26
405.0,129.0,465.0,359.0,10_2,10_2-03,2396.0,26
395.0,110.0,446.0,441.0,10_2,10_2-03,3188.0,26
432.0,116.0,533.0,369.6999999999989,10_2,10_2-03,3646.0,26
435.0,128.0,509.8000000000002,444.0,10_2,10_2-03,3269.0,26
437.0,118.0,503.0,292.0,10_2,10_2-03,3747.0,26
490.0,154.0,599.0,467.0,10_2,10_2-03,3034.0,26
440.0,123.0,509.0,430.5500000000002,10_2,10_2-03,3234.0,26
426.0,117.0,499.0,476.0,10_2,10_2-03,2826.0,26
375.0,124.0,430.0,443.0,10_2,10_2-03,3698.0,26
419.0,121.0,483.0,384.0,10_2,10_2-03,2641.0,26
420.0,126.0,488.0,340.0,10_2,10_2-03,2752.0,26
397.0,105.0,456.0,256.75,10_2,10_2-03,3808.0,26
418.0,124.0,495.0,522.7999999999993,10_2,10_2-03,2720.0,26
418.0,120.0,466.0,361.0,10_2,10_2-02,3199.0,26
454.0,125.0,555.0,443.0,10_2,10_2-02,3303.0,26
509.5,153.5,638.0,202.0,10_2,10_2-02,1870.0,26
441.0,117.0,494.0,412.5499999999997,10_2,10_2-02,2550.0,26
464.0,152.0,520.0,356.0,10_2,10_2-02,3580.0,26
549.0,238.0,677.0,343.0,10_2,10_2-02,3125.0,26
480.0,126.0,534.0,330.0,10_2,10_2-02,2674.0,26
513.0,138.0,635.0,582.5999999999999,10_2,10_2-02,2705.0,26
491.0,122.0,561.0,402.0,10_2,10_2-02,2796.0,26
459.0,116.0,540.0,298.0,10_2,10_2-02,3045.0,26
453.0,128.0,504.9499999999998,391.9499999999998,10_2,10_2-02,2753.0,26
467.0,118.0,565.0500000000002,587.0,10_2,10_2-02,3040.0,26
598.0,173.0,810.0,275.0,10_2,10_2-02,3267.0,26
441.0,110.0,498.0,260.0,10_2,10_2-02,3864.0,26
498.0,136.0,554.0,388.0,10_2,10_2-02,2979.0,26
572.0,145.0,689.0,707.1499999999992,10_2,10_2-02,2878.0,26
575.0,149.0,765.0,204.69999999999982,10_2,10_2-02,2821.0,26
539.0,137.0,599.0,464.0,10_2,10_2-02,2598.0,26
520.0,159.0,595.0,581.75,18_3,18_3-06,4514.0,12
530.0,214.0,622.0,612.0,18_3,18_3-06,4025.0,12
522.0,181.0,606.0,552.0,18_3,18_3-06,3918.0,12
535.0,203.0,608.0,257.0,18_3,18_3-06,3603.0,12
580.0,424.0,673.0,1132.0,18_3,18_3-06,8185.0,12
598.0,228.0,681.0,441.0,18_3,18_3-06,2887.0,12
599.0,230.0,666.0,396.0,18_3,18_3-06,3462.0,12
565.0,190.5,623.0,917.7499999999986,18_3,18_3-06,2564.0,12
565.0,181.0,634.0,598.0,18_3,18_3-06,3664.0,12
523.0,171.0,609.0,514.0,18_3,18_3-06,5220.0,12
542.0,156.0,611.0,462.0,18_3,18_3-06,4541.0,12
551.0,237.0,638.0,290.0,18_3,18_3-06,3739.0,12
535.0,149.0,614.0,513.0,18_3,18_3-06,5183.0,12
562.0,254.0,661.6999999999998,317.0,18_3,18_3-06,4647.0,12
526.0,141.0,596.0,378.0,18_3,18_3-06,4056.0,12
529.0,170.0,591.0,515.0500000000002,18_3,18_3-06,3870.0,12
526.0,183.0,590.0,544.0500000000002,18_3,18_3-06,3611.0,12
558.0,201.0,630.0,564.0,18_3,18_3-06,4137.0,12
0.0,0.0,589.0,467.09999999999854,18_3,18_3-06,5492.0,12
519.0,157.0,590.0,444.0,18_3,18_3-06,3583.0,12
549.0,372.0,739.6999999999989,567.0,18_3,18_3-06,3918.0,12
547.0,207.0,675.0,631.4499999999989,18_3,18_3-06,6740.0,12
576.0,181.0,726.8499999999995,581.8499999999995,18_3,18_3,3477.0,12
563.0,225.0,658.0,616.25,18_3,18_3,5221.0,12
544.0,159.0,620.0,767.0,18_3,18_3,4603.0,12
559.0,188.0,628.0,605.0,18_3,18_3,3009.0,12
544.0,221.0,614.0,725.2999999999997,18_3,18_3,2755.0,12
592.0,168.0,751.9499999999998,403.9499999999998,18_3,18_3,3959.0,12
536.0,271.0,601.0,489.0,18_3,18_3,2974.0,12
594.0,207.0,690.0,789.6499999999996,18_3,18_3,4716.0,12
702.0,167.0,841.0,632.75,18_3,18_3,4024.0,12
575.0,160.0,713.0,560.0,18_3,18_3,4611.0,12
593.0,181.0,758.0,572.0,18_3,18_3,4284.0,12
561.0,202.0,621.0,513.0,18_3,18_3,3484.0,12
572.0,220.0,668.0,643.0,18_3,18_3,3750.0,12
590.0,233.5,653.0,546.0,18_3,18_3,2971.0,12
574.0,219.0,624.0,480.09999999999945,18_3,18_3,3491.0,12
587.0,186.0,679.0,454.0,18_3,18_3,4363.0,12
640.0,202.0,759.0,482.0,18_3,18_3,4340.0,12
638.0,273.0,740.0,367.0,18_3,18_3,3580.0,12
757.0,415.0,896.0,803.0,18_3,18_3,4688.0,12
544.0,177.0,705.0,399.0,18_3,18_3,3232.0,12
638.0,251.0,716.0,736.25,18_3,18_3,3466.0,12
535.0,171.0,640.0,469.0,18_3,18_3,4846.0,12
601.0,215.0,680.0,480.0,18_3,18_3,6542.0,12
639.0,276.0,735.0,498.10000000000036,18_3,18_3,3314.0,12
648.0,255.0,751.0,463.0,18_3,18_3,4602.0,12
572.0,211.0,663.0,553.0,18_3,18_3,3491.0,12
551.0,338.0,640.0,884.8499999999995,18_3,18_3,4703.0,12
0.0,0.0,848.0,585.0,18_3,18_3,8396.0,12
640.0,237.0,760.5999999999995,518.0,18_3,18_3,4006.0,12
550.0,199.0,614.0,592.0,18_3,18_3,3647.0,12
599.0,191.0,750.0,598.25,18_3,18_3,4824.0,12
580.0,223.0,661.0,695.0,18_3,18_3,3708.0,12
617.0,176.0,740.0,505.4499999999998,18_3,18_3,3436.0,12
663.0,356.0,758.0,1158.1499999999996,18_3,18_3,3170.0,12
0.0,0.0,764.0500000000002,237.0,18_3,18_3,2662.0,12
0.0,0.0,771.0,405.0,18_3,18_3,5380.0,12
626.0,372.0,705.0,743.0,18_3,18_3,4271.0,12
553.0,201.0,626.0,632.0,18_3,18_3,4154.0,12
661.0,197.0,788.0,659.0,18_3,18_3,5695.0,12
695.0,449.0,949.0,568.0,18_3,18_3,4007.0,12
668.0,240.0,762.0,606.0,18_3,18_3,5606.0,12
563.0,212.0,653.0,600.0,18_3,18_3,6674.0,12
610.0,230.0,739.0,478.85000000000036,18_3,18_3,5446.0,12
600.0,185.0,731.0,453.0,18_3,18_3,4023.0,12
612.0,209.0,679.0,722.0,18_3,18_3,2606.0,12
569.0,154.0,643.0,583.8999999999996,18_3,18_3,4030.0,12
547.0,247.0,655.0,594.0,18_3,18_3,3938.0,12
550.0,160.0,606.0500000000002,381.0,18_3,18_3,3629.0,12
583.0,192.0,673.0,578.0,18_3,18_3,3540.0,12
592.0,255.0,681.0,684.0,18_3,18_3,4920.0,12
439.0,176.5,486.0,462.0,18_1,18_1-03,2951.0,12
501.0,152.0,580.0,230.0,18_1,18_1-03,2343.0,12
451.0,141.0,538.0,307.0499999999993,18_1,18_1-03,3585.0,12
422.0,165.0,487.64999999999964,325.64999999999964,18_1,18_1-03,2650.0,12
0.0,0.0,624.0,421.0,18_1,18_1-03,5815.0,12
483.0,195.5,555.0,622.0,18_1,18_1-03,3792.0,12
520.0,204.0,597.0,585.8499999999999,18_1,18_1-03,2169.0,12
475.0,157.0,573.0,329.0,18_1,18_1-03,3298.0,12
501.0,306.0,579.0,826.0,18_1,18_1-03,3127.0,12
498.0,171.0,576.0,629.8499999999995,18_1,18_1-03,3279.0,12
477.0,199.0,577.0,613.0,18_1,18_1-03,3284.0,12
484.5,207.0,613.0,867.3000000000011,18_1,18_1-03,3307.0,12
458.0,199.0,512.0,573.75,18_1,18_1-07,3703.0,12
430.0,159.0,480.0,205.0,18_1,18_1-07,2565.0,12
463.0,165.0,519.0,527.0,18_1,18_1-07,3364.0,12
465.0,189.0,543.0,520.0,18_1,18_1-07,3704.0,12
595.0,158.0,761.0,348.0,18_1,18_1-07,3065.0,12
496.0,201.0,596.0,619.0,18_1,18_1-07,3269.0,12
0.0,0.0,555.0,370.25,18_1,18_1-07,4866.0,12
407.0,151.0,464.0,377.8000000000002,18_1,18_1-07,3280.0,12
463.0,139.0,545.0,416.0499999999993,18_1,18_1-07,4040.0,12
486.0,238.0,589.0,598.0,18_1,18_1-07,5374.0,12
427.0,155.0,511.0,504.0,18_1,18_1-07,3464.0,12
499.0,200.0,565.0,390.0,18_1,18_1-07,3277.0,12
376.0,145.0,459.64999999999964,392.0,18_1,18_1-13,3312.0,12
405.0,163.0,453.0,437.0,18_1,18_1-13,3341.0,12
465.0,176.0,550.0,483.0,18_1,18_1-13,3923.0,12
716.0,355.0,914.0,795.3499999999999,18_1,18_1-13,2573.0,12
417.0,162.0,482.0,392.34999999999945,18_1,18_1-13,4508.0,12
470.0,272.0,548.0,1113.0,18_1,18_1-13,3518.0,12
430.0,157.0,522.0,422.0,18_1,18_1-13,3669.0,12
479.0,185.5,535.0,473.0,18_1,18_1-13,2694.0,12
413.0,139.0,493.0,449.0,18_1,18_1-13,3603.0,12
395.0,151.0,453.0,465.0,18_1,18_1-13,3156.0,12
427.0,183.0,493.0,468.0,18_1,18_1-13,3645.0,12
457.0,194.0,522.0,252.0,18_1,18_1-13,3098.0,12
582.0,170.0,725.0,853.3499999999995,18_3,18_3-02,4821.0,12
557.0,206.0,623.0,546.0,18_3,18_3-02,2760.0,12
568.0,247.0,643.0,650.1499999999996,18_3,18_3-02,3413.0,12
636.0,329.0,776.0,577.0,18_3,18_3-02,3765.0,12
556.0,173.0,660.0999999999995,389.29999999999836,18_3,18_3-02,3057.0,12
571.0,171.0,668.0,472.0,18_3,18_3-02,4524.0,12
535.0,149.0,618.0,551.0,18_3,18_3-02,4286.0,12
674.0,269.0,782.0,376.0,18_3,18_3-02,2881.0,12
576.0,171.0,670.0,441.0500000000002,18_3,18_3-02,3543.0,12
615.0,281.0,710.0,780.6999999999998,18_3,18_3-02,5193.0,12
708.0,252.0,943.0,528.0,18_3,18_3-02,5732.0,12
533.0,181.0,604.0,423.0,18_3,18_3-02,3021.0,12
0.0,0.0,633.0,593.0,18_3,18_3-02,7471.0,12
553.0,164.0,646.6499999999996,423.64999999999964,18_3,18_3-02,4876.0,12
531.5,158.0,630.0,346.0,10_2,10_2-06,3120.0,26
415.5,132.0,512.0,418.0,10_2,10_2-06,3819.0,26
575.0,209.0,685.0,280.0,10_2,10_2-06,3442.0,26
523.0,146.0,648.5500000000002,354.5500000000002,10_2,10_2-06,3163.0,26
460.0,135.0,534.0,321.0,10_2,10_2-06,2532.0,26
450.0,141.0,500.5499999999997,421.0,10_2,10_2-06,2513.0,26
513.0,123.0,660.0,148.0,10_2,10_2-06,2570.0,26
397.0,112.0,465.0,352.0,10_2,10_2-06,3872.0,26
474.0,134.0,555.0,561.0,10_2,10_2-07,3102.0,26
476.0,155.0,559.0,815.6999999999989,10_2,10_2-07,3070.0,26
529.0,112.0,732.0,246.89999999999964,10_2,10_2-07,2710.0,26
469.0,126.0,557.5499999999997,326.0,10_2,10_2-07,2816.0,26
473.0,130.0,546.0,664.0,10_2,10_2-07,2703.0,26
449.0,118.0,502.0,282.0,10_2,10_2-07,3046.0,26
427.0,125.0,477.0,542.0,10_2,10_2-07,2950.0,26
448.0,123.5,508.0,288.0,10_2,10_2-07,3380.0,26
415.0,112.0,503.0,229.55000000000018,10_2,10_2-07,3864.0,26
652.5,177.0,1219.0499999999997,547.0499999999997,18_3,18_3-03,1924.0,12
525.0,184.0,579.0,419.0,18_3,18_3-03,2397.0,12
568.0,277.0,632.0,895.25,18_3,18_3-03,5129.0,12
471.0,162.0,556.0,515.0,18_3,18_3-03,4129.0,12
475.0,137.0,558.0,416.0,18_3,18_3-03,3766.0,12
547.0,211.0,633.0,511.0,18_3,18_3-03,2997.0,12
543.0,214.0,613.0,602.1499999999996,18_3,18_3-03,3608.0,12
515.0,194.0,581.0,439.0,18_3,18_3-03,3909.0,12
563.0,234.0,676.8499999999995,443.84999999999945,18_3,18_3-03,3145.0,12
537.0,142.0,623.0,391.0,18_3,18_3-03,3547.0,12
551.0,189.0,656.0,530.1499999999996,18_3,18_3-03,2808.0,12
0.0,0.0,574.0,513.0,18_3,18_3-03,3983.0,12
669.0,245.5,1086.0,439.0,18_3,18_3-03,2481.0,12
581.0,176.0,844.0,540.1499999999996,18_3,18_3-03,2602.0,12
560.0,154.0,760.1499999999996,494.14999999999964,18_3,18_3-03,3555.0,12
497.0,185.0,597.0,623.0,18_3,18_3-03,4404.0,12
550.0,250.0,714.0,300.0,18_3,18_3-03,3614.0,12
552.0,233.0,679.0,359.0,18_3,18_3-03,7934.0,12
412.0,147.0,474.0,472.0,18_1,18_1-12,3142.0,12
419.0,150.0,542.5500000000002,413.0,18_1,18_1-12,2725.0,12
482.0,208.0,540.0,707.0,18_1,18_1-12,3302.0,12
481.0,195.0,609.0,413.0,18_1,18_1-12,4243.0,12
430.0,142.0,484.0,295.25,18_1,18_1-12,3855.0,12
476.0,247.0,555.3999999999996,774.3999999999996,18_1,18_1-12,3396.0,12
440.0,154.0,525.0,320.0,18_1,18_1-12,2014.0,12
0.0,0.0,537.0,496.84999999999854,18_1,18_1-12,4764.0,12
419.5,140.0,492.0,355.25,18_1,18_1-12,2656.0,12
421.0,161.0,495.0,508.39999999999964,18_1,18_1-12,3471.0,12
388.0,132.0,470.0,387.7999999999993,18_1,18_1-12,4461.0,12
403.0,148.0,457.0,353.0500000000002,18_1,18_1-06,3132.0,12
379.0,173.0,439.0,469.0,18_1,18_1-06,2341.0,12
461.0,157.0,539.0,454.0,18_1,18_1-06,2456.0,12
587.0,179.0,694.0,639.8499999999995,17_3,17_3-08,4322.0,14
535.0,136.0,624.0,441.0,17_3,17_3-08,3727.0,14
514.0,172.0,613.0,505.4499999999998,17_3,17_3-08,3580.0,14
414.0,136.0,472.0,159.0,18_1,18_1-10,3380.0,12
457.0,180.0,532.0,636.0,18_1,18_1-10,3684.0,12
460.0,152.0,533.0,441.75,18_1,18_1-10,3352.0,12
482.0,124.0,594.0,138.0,18_1,18_1-10,2297.0,12
476.0,207.0,624.0,263.0,18_1,18_1-10,2863.0,12
518.0,225.0,608.0,794.6999999999989,18_1,18_1-10,3252.0,12
0.0,0.0,504.0,402.7000000000007,18_1,18_1-10,5251.0,12
458.0,201.0,530.0,573.0,18_1,18_1-10,3802.0,12
490.0,163.0,594.0,538.8499999999995,18_1,18_1-10,3505.0,12
509.0,154.0,644.0,594.2999999999993,18_1,18_1-10,4729.0,12
435.0,153.0,518.0,633.6499999999996,18_1,18_1-10,3529.0,12
460.0,183.0,562.0,548.0,18_1,18_1-10,4436.0,12
506.0,234.0,594.0,733.0,18_1,18_1-10,8123.0,12
508.0,257.0,582.0,322.0,18_1,18_1-10,3401.0,12
426.0,149.0,574.0,505.0,18_1,18_1-10,3282.0,12
0.0,0.0,540.0,467.5499999999993,18_1,18_1-10,6447.0,12
481.0,251.0,608.0,978.0,18_1,18_1-10,5281.0,12
470.0,276.0,550.0,878.75,18_1,18_1-10,5375.0,12
0.0,0.0,524.0,636.0,18_1,18_1-10,6455.0,12
473.0,166.0,541.0,459.0,18_1,18_1-04,4821.0,12
470.0,184.0,537.0,571.0,18_1,18_1-04,3699.0,12
440.0,256.0,504.0,739.5500000000002,18_1,18_1-04,3555.0,12
482.0,133.0,588.0,428.0,18_1,18_1-04,3290.0,12
504.0,241.0,613.0,649.0,18_1,18_1-04,2323.0,12
434.0,136.0,495.0,180.0,18_1,18_1-04,2811.0,12
481.0,270.0,556.0,695.0,18_1,18_1-04,4730.0,12
450.0,230.0,502.0,621.0,18_1,18_1-04,3096.0,12
509.5,194.0,592.0,526.0,18_1,18_1-04,2548.0,12
437.0,159.0,516.0,703.25,18_1,18_1-04,2609.0,12
477.0,156.0,548.0,364.4499999999998,18_1,18_1-04,3339.0,12
436.0,139.0,499.0,471.84999999999945,18_1,18_1-04,3741.0,12
454.0,153.0,522.0,404.4499999999998,18_1,18_1-04,3211.0,12
464.0,225.0,527.0,572.0500000000002,18_1,18_1-04,3408.0,12
615.0,277.0,781.75,1050.75,18_1,18_1-04,2899.0,12
0.0,0.0,497.0,400.85000000000036,18_1,18_1-04,4035.0,12
665.0,186.0,969.6999999999998,231.0,18_1,18_1-04,2878.0,12
439.0,167.0,528.0,464.0,18_1,18_1-04,2832.0,12
493.0,186.0,573.0,383.0499999999997,18_1,18_1-04,2281.0,12
457.0,168.0,538.0,520.6499999999996,18_1,18_1-04,4495.0,12
562.0,149.0,691.0,467.0,10_2,10_2-05,4068.0,26
458.0,117.0,524.0,282.0,10_2,10_2-05,2966.0,26
473.0,133.0,526.0,448.0,10_2,10_2-05,2673.0,26
520.0,131.0,630.0,339.0,10_2,10_2-05,3275.0,26
522.0,169.0,696.0,725.25,10_2,10_2-05,3253.0,26
521.0,149.0,591.0,648.0500000000002,10_2,10_2-05,3236.0,26
509.0,133.0,599.0,385.1999999999998,10_2,10_2-05,3513.0,26
548.0,199.0,675.9499999999998,318.9499999999998,10_2,10_2-05,3982.0,26
495.0,127.0,569.0,407.89999999999964,10_2,10_2-05,2599.0,26
432.0,119.0,511.0,344.0,10_2,10_2-05,2667.0,26
466.0,133.0,544.4499999999998,309.4499999999998,10_2,10_2-05,3229.0,26
468.0,119.0,553.0,349.84999999999945,10_2,10_2-05,3367.0,26
448.0,125.0,554.0,442.0,10_2,10_2-05,3409.0,26
472.0,142.0,537.0,338.0,10_2,10_2-05,2818.0,26
473.0,140.0,619.0,493.0,10_2,10_2-05,3933.0,26
472.0,130.0,527.0,406.0,10_2,10_2-05,3700.0,26
443.0,125.0,505.0,317.0,10_2,10_2-05,2393.0,26
441.0,122.0,501.0,298.39999999999964,10_2,10_2-05,2890.0,26
463.0,121.0,534.0,426.0,10_2,10_2-05,2937.0,26
417.0,121.0,465.0,269.0,10_2,10_2-05,2694.0,26
450.0,119.0,540.0,304.0,10_2,10_2-05,3021.0,26
476.0,128.0,556.0,690.0,10_2,10_2-04,3568.0,26
448.0,122.0,513.0,397.0,10_2,10_2-04,2700.0,26
611.5,229.0,906.5499999999997,310.0,10_2,10_2-04,2033.0,26
472.0,122.0,532.0,313.0,10_2,10_2-04,2519.0,26
442.0,118.0,497.0,377.0,10_2,10_2-04,2991.0,26
465.0,179.0,609.0,513.9499999999989,18_1,18_1-05,8733.0,12
557.0,135.0,785.0,381.75,18_1,18_1-05,4864.0,12
387.0,134.5,485.0,433.0,18_1,18_1-05,5001.0,12
466.0,162.0,546.25,471.25,18_1,18_1-05,4279.0,12
442.0,130.0,521.0,199.0,18_1,18_1-05,2663.0,12
491.0,199.0,605.0,329.0,18_1,18_1-05,3875.0,12
442.0,127.0,523.0,212.0999999999999,18_1,18_1-05,2649.0,12
391.0,145.0,497.0,418.9499999999998,18_1,18_1-11,3967.0,12
0.0,0.0,524.0,416.0,18_1,18_1-11,4233.0,12
541.0,379.0,652.0499999999993,639.0,18_1,18_1-11,6233.0,12
421.0,171.0,499.0,503.5500000000002,18_1,18_1-11,3585.0,12
391.0,134.0,491.0,464.3000000000002,18_1,18_1-11,3479.0,12
503.0,189.0,595.0,509.84999999999945,18_1,18_1-11,3116.0,12
500.0,194.0,604.0,515.3499999999995,18_1,18_1-11,3277.0,12
473.5,177.0,623.0,493.75,18_1,18_1-11,4968.0,12
432.0,156.0,524.0,518.8499999999999,18_1,18_1-11,2797.0,12
416.0,163.0,477.0,474.39999999999964,18_1,18_1-11,4001.0,12
431.0,160.0,501.0,476.8499999999999,18_1,18_1-11,2949.0,12
438.0,198.0,529.0,654.0,18_1,18_1-11,5195.0,12
385.0,223.0,461.0,743.0,18_1,18_1-11,4161.0,12
447.0,160.0,523.0,356.0,18_1,18_1-11,2988.0,12
416.0,425.0,471.0,751.0,18_1,18_1-11,3655.0,12
399.0,248.0,456.0,634.0,18_1,18_1-11,4838.0,12
442.0,157.0,519.0,273.9499999999998,18_1,18_1-11,3229.0,12
439.0,171.0,499.0,546.1499999999996,18_1,18_1-11,3274.0,12
0.0,0.0,461.0,346.75,18_1,18_1-11,8088.0,12
424.0,170.0,498.0,578.0999999999995,18_1,18_1-11,4120.0,12
464.0,162.0,609.0,399.84999999999945,18_1,18_1-11,3419.0,12
474.0,155.0,525.0,698.1499999999996,17_3,17_3-09,2560.0,14
497.0,173.0,549.0,211.0,17_3,17_3-09,3193.0,14
486.0,207.0,552.0,535.0,17_3,17_3-09,4868.0,14
0.0,0.0,754.0,186.0,17_3,17_3-09,2972.0,14
510.0,147.0,575.0,414.0,17_3,17_3-09,3021.0,14
573.0,183.0,638.0,336.0,17_3,17_3-09,3212.0,14
545.0,147.0,609.0,407.25,17_3,17_3-09,4191.0,14
531.0,127.0,608.6499999999996,386.0,17_3,17_3-09,3227.0,14
579.0,189.0,693.0,1027.0,17_3,17_3-09,4413.0,14
499.0,162.0,576.0,429.0,17_3,17_3-09,2443.0,14
484.0,142.0,561.0,455.0,17_3,17_3-09,4323.0,14
591.0,452.0,789.0,785.0,17_2,17_2-06,4842.0,14
555.0,365.0,650.0,563.5499999999993,17_2,17_2-06,4257.0,14
433.0,121.0,501.0,272.4499999999998,17_2,17_2-06,3429.0,14
486.0,138.0,644.0,295.89999999999964,17_2,17_2-06,3260.0,14
493.0,285.0,679.0,678.0,17_2,17_2-06,5136.0,14
496.0,151.0,579.8499999999999,284.0,17_2,17_2-06,2528.0,14
599.0,153.0,717.0,238.0,17_2,17_2-06,4074.0,14
482.0,129.0,591.0,322.0,17_2,17_2-06,3646.0,14
509.0,141.0,617.0,371.0,17_2,17_2-06,3067.0,14
504.0,164.0,589.0,469.0,17_2,17_2-06,3082.0,14
0.0,0.0,524.0,303.0,17_2,17_2-06,7094.0,14
458.0,185.0,522.0,776.0,17_2,17_2-06,4546.0,14
489.0,168.5,581.0,790.8999999999978,17_2,17_2-06,5901.0,14
487.0,191.0,568.0,538.25,17_2,17_2-06,3269.0,14
0.0,0.0,576.0,328.5499999999993,17_2,17_2-06,4774.0,14
530.0,182.0,614.0,515.6499999999996,17_2,17_2-06,3292.0,14
449.0,145.0,512.0,598.1000000000004,17_2,17_2-06,3352.0,14
573.0,153.0,671.0,487.0,17_2,17_2-06,4043.0,14
517.0,194.0,588.0,594.0,17_2,17_2-06,3499.0,14
484.0,188.0,543.0,286.0,17_2,17_2-06,4182.0,14
855.5,1021.0,1224.0,1445.0,17_2,17_2-06,3193.0,14
455.0,117.0,541.0,347.0,17_2,17_2-06,3776.0,14
0.0,0.0,573.0,161.0,17_2,17_2-06,6647.0,14
506.0,131.0,606.0,149.0,17_2,17_2-06,4101.0,14
464.5,134.0,535.0,381.0,17_2,17_2-06,2623.0,14
494.0,148.0,610.0,488.0,17_2,17_2-06,3908.0,14
489.0,229.0,570.0,670.0,17_2,17_2-06,3863.0,14
525.0,151.0,601.8499999999995,562.0,17_2,17_2-07,2977.0,14
598.0,130.0,726.0,366.89999999999964,17_2,17_2-07,3020.0,14
638.0,300.0,727.0,347.0,17_2,17_2-07,3727.0,14
544.0,134.0,636.0,395.0,17_2,17_2-07,3408.0,14
498.0,135.0,569.0,432.0,17_2,17_2-07,4885.0,14
563.0,182.0,703.4499999999998,520.4499999999998,17_2,17_2-07,3427.0,14
570.0,168.0,646.4499999999998,402.4499999999998,17_2,17_2-07,2379.0,14
545.0,172.0,624.0,462.0,17_2,17_2-07,4873.0,14
521.0,122.0,607.0,332.89999999999964,17_2,17_2-07,3227.0,14
536.5,140.0,676.0,288.0,17_2,17_2-07,4893.0,14
617.0,148.0,783.1499999999996,365.0,17_2,17_2-07,4406.0,14
501.0,123.0,571.0,312.0,17_2,17_2-07,3618.0,14
521.0,147.0,580.0,391.0,17_2,17_2-07,3558.0,14
526.0,137.0,614.0,368.0,17_2,17_2-07,3619.0,14
524.0,194.0,598.0,284.0,17_2,17_2-07,2656.0,14
552.0,151.0,645.0,425.84999999999945,17_2,17_2-07,4615.0,14
568.0,289.0,636.0,340.0,17_2,17_2-07,4113.0,14
618.0,249.0,688.0,1136.6499999999996,17_2,17_2-07,5591.0,14
538.0,144.0,616.0,351.3000000000002,17_2,17_2-07,4099.0,14
529.0,160.0,602.0,404.0,17_2,17_2-07,3833.0,14
551.0,187.0,614.0,425.0,17_2,17_2-07,3286.0,14
557.0,165.0,647.0,509.0,17_2,17_2-07,3771.0,14
527.0,178.0,595.0,558.1000000000004,17_2,17_2-07,3905.0,14
509.0,132.0,561.0,338.0,17_2,17_2-07,2816.0,14
539.0,178.0,624.0,634.0,17_2,17_2-07,9476.0,14
0.0,0.0,593.0,281.0,17_2,17_2-07,6759.0,14
519.0,147.0,588.0,414.4499999999998,17_2,17_2-07,2546.0,14
561.0,151.0,629.0,399.0,17_2,17_2-07,3785.0,14
530.0,130.0,654.0,397.0,17_2,17_2-07,4853.0,14
784.0,150.0,980.0,355.0,17_2,17_2-07,5859.0,14
485.0,131.0,554.0,419.0,17_2,17_2-07,5240.0,14
566.0,263.0,635.0,449.14999999999964,17_2,17_2-07,5549.0,14
624.0,253.0,885.0,367.7999999999993,17_2,17_2-07,3644.0,14
476.5,129.0,592.0,440.0,17_2,17_2-07,5688.0,14
525.0,144.0,606.0,389.25,17_2,17_2-07,8821.0,14
0.0,0.0,674.0,657.0,17_2,17_2-07,6891.0,14
575.0,182.0,656.0,476.0,17_2,17_2-07,6624.0,14
551.0,192.0,677.0,491.0,17_2,17_2-07,5182.0,14
495.0,675.0,652.0,1008.0,17_2,17_2-05,1908.0,14
515.0,146.0,588.0,375.0,17_2,17_2-05,2866.0,14
497.0,133.0,575.0,500.0,17_2,17_2-05,3920.0,14
455.0,161.0,510.0,515.5500000000002,17_2,17_2-05,3947.0,14
1181.0,900.0,1569.0,1411.0,17_2,17_2-05,5815.0,14
543.0,142.0,650.0,542.0,17_2,17_2-05,4710.0,14
512.0,143.0,648.0,310.0,17_2,17_2-05,4161.0,14
0.0,0.0,722.0,500.0,17_2,17_2-05,5704.0,14
506.0,155.0,577.0,487.64999999999964,17_2,17_2-05,3069.0,14
484.0,161.0,592.0,433.0,17_2,17_2-05,2999.0,14
543.0,171.0,609.0,441.0499999999997,17_2,17_2-05,2420.0,14
679.5,703.0,806.0,1678.7499999999986,17_2,17_2-05,2276.0,14
552.0,160.0,662.0,207.0,17_2,17_2-05,3205.0,14
524.0,163.0,589.0,497.64999999999964,17_2,17_2-05,2251.0,14
603.0,382.0,685.0,756.0,17_2,17_2-05,6018.0,14
531.0,311.0,632.0,839.0,17_2,17_2-05,3906.0,14
612.0,365.0,773.25,1194.25,17_2,17_2-05,3833.0,14
820.0,411.0,1041.0,520.6499999999996,17_2,17_2-05,3033.0,14
604.0,144.0,757.0,254.34999999999945,17_2,17_2-05,3157.0,14
0.0,0.0,544.0,237.04999999999927,17_2,17_2-05,4627.0,14
