0.5_quant_cc,0.5_quant_nc,0.95_quant_cc,0.95_quant_nc,strain,im_name,cell_area,CTDr
416.0,158.0,558.0,791.0499999999993,17_2,17_2-05,4869.0,14
558.0,315.0,668.0,701.6499999999996,17_2,17_2-05,3301.0,14
467.0,164.0,548.0,205.0,17_2,17_2-05,4168.0,14
439.0,127.0,510.0,305.0,17_2,17_2-05,3227.0,14
389.0,110.0,444.0,154.0,17_2,17_2-05,2762.0,14
426.0,151.0,506.0,282.0,17_2,17_2-04,3676.0,14
514.0,181.0,582.0,473.0,17_2,17_2-04,2410.0,14
449.0,145.0,518.0,418.0,17_2,17_2-04,2826.0,14
541.0,178.0,655.0,535.0,17_2,17_2-04,3584.0,14
588.0,181.0,687.0,525.0,17_2,17_2-04,5565.0,14
561.0,179.0,643.0,211.0,17_2,17_2-04,3236.0,14
842.0,1296.0,1204.8499999999995,1998.699999999999,17_2,17_2-04,3722.0,14
559.0,839.0,751.9499999999998,1040.0,17_2,17_2-04,2508.0,14
555.0,186.0,619.0,429.0,17_2,17_2-04,2987.0,14
716.0,338.0,921.0,418.0,17_2,17_2-04,4061.0,14
452.0,142.0,527.0,314.0,17_2,17_2-04,4284.0,14
495.0,183.0,544.0,464.0,17_2,17_2-04,4155.0,14
383.0,173.0,455.0500000000002,525.0,18_2,18_2-09,3118.0,12
412.0,176.0,464.0,366.0,18_2,18_2-09,4674.0,12
402.0,159.0,475.0,233.0,18_2,18_2-09,5258.0,12
406.0,260.0,454.0,541.0,18_2,18_2-09,3008.0,12
433.0,354.0,487.0,804.0,18_2,18_2-09,2624.0,12
509.0,237.0,581.0,600.0,18_2,18_2-09,3143.0,12
450.0,173.0,575.0,532.0,18_2,18_2-09,3717.0,12
497.0,215.0,555.0,347.84999999999945,18_2,18_2-09,3741.0,12
373.0,144.0,432.0,373.0,18_2,18_2-09,4271.0,12
359.0,159.0,406.0,452.14999999999964,18_2,18_2-09,3923.0,12
395.0,107.0,455.0,316.5500000000002,10_1,10_1-08,2860.0,26
485.0,157.0,565.0,446.8000000000002,10_1,10_1-08,3133.0,26
426.0,122.0,490.0,313.0,10_1,10_1-08,2477.0,26
406.0,114.0,454.0,272.39999999999964,10_1,10_1-09,3615.0,26
427.0,109.0,478.0,220.0,10_1,10_1-09,2903.0,26
469.0,128.0,534.0,357.89999999999964,10_1,10_1-09,2999.0,26
458.0,128.0,525.0,314.0,10_1,10_1-09,2602.0,26
404.0,124.0,451.8499999999999,441.8499999999999,10_1,10_1-09,2307.0,26
363.0,156.0,409.0500000000002,413.0,18_2,18_2-08,3449.0,12
410.0,223.0,493.0,519.7999999999997,18_2,18_2-08,2533.0,12
471.0,228.0,694.6000000000004,284.0,18_2,18_2-08,3069.0,12
533.0,162.0,606.0,425.6999999999998,17_2,17_2-03,5617.0,14
533.0,147.0,605.0,434.14999999999964,17_2,17_2-03,3240.0,14
516.0,138.0,596.0,312.0,17_2,17_2-03,5024.0,14
532.0,173.0,621.0,243.69999999999982,17_2,17_2-03,3441.0,14
546.0,128.0,661.5999999999995,379.0,17_2,17_2-03,4261.0,14
508.0,139.0,577.0,382.0500000000002,17_2,17_2-03,3597.0,14
569.0,153.0,648.0,417.0,17_2,17_2-03,3602.0,14
538.0,126.0,625.0,419.0,17_2,17_2-03,3773.0,14
524.0,137.0,628.0,541.0,17_2,17_2-03,4109.0,14
486.0,151.0,552.0,511.0500000000002,17_2,17_2-03,3074.0,14
589.0,169.0,665.0,301.0,17_2,17_2-03,2774.0,14
588.0,148.0,684.1499999999996,288.2999999999993,17_2,17_2-03,4357.0,14
610.0,212.0,684.0,596.0,17_2,17_2-03,3797.0,14
534.0,149.0,595.0,367.0,17_2,17_2-03,3528.0,14
561.5,219.0,649.0,256.0,17_2,17_2-03,3210.0,14
600.5,165.0,782.25,455.25,17_2,17_2-03,3254.0,14
497.0,142.0,553.0,387.89999999999964,17_2,17_2-03,3589.0,14
0.0,0.0,576.0,422.0,17_2,17_2-03,5541.0,14
507.0,124.0,581.0,274.0,17_2,17_2-03,3842.0,14
589.0,147.0,736.0,166.0,17_2,17_2-03,2458.0,14
629.0,187.0,802.0,583.0,17_2,17_2-03,3774.0,14
538.0,151.0,665.25,456.0,17_2,17_2-03,3733.0,14
516.0,144.0,599.0,272.0,17_2,17_2-03,3981.0,14
540.0,142.0,623.0,322.0,17_2,17_2-03,2924.0,14
606.0,154.0,738.0,451.0,17_2,17_2-03,4040.0,14
533.0,154.0,602.0,450.0,17_2,17_2-03,4032.0,14
527.0,136.0,642.5500000000002,382.10000000000036,17_2,17_2-03,3527.0,14
569.0,167.0,636.0,441.0,17_2,17_2-03,3063.0,14
486.0,135.0,555.0,322.0,17_2,17_2-03,3593.0,14
522.0,179.0,627.0,590.0,17_2,17_2-03,3836.0,14
529.0,179.0,605.0,405.0,17_2,17_2-03,4498.0,14
494.0,120.0,575.0,279.0,17_2,17_2-03,4079.0,14
394.0,112.0,442.0,131.0,17_2,17_2-03,4158.0,14
484.0,129.0,563.0,374.0,17_2,17_2-02,3285.0,14
477.5,123.0,570.0,406.34999999999945,17_2,17_2-02,3642.0,14
552.0,130.0,644.0,248.0,17_2,17_2-02,3808.0,14
497.0,105.0,573.0,118.0,17_2,17_2-02,2800.0,14
526.0,135.0,622.0,365.0,17_2,17_2-02,3285.0,14
537.5,134.0,618.0,407.9499999999998,17_2,17_2-02,3769.0,14
520.0,142.0,635.0,325.0,17_2,17_2-02,3155.0,14
514.0,146.0,635.0,483.0,17_2,17_2-02,4851.0,14
570.0,180.0,662.0,492.0,17_2,17_2-02,4286.0,14
531.0,171.0,622.0,465.0,17_2,17_2-02,4871.0,14
486.0,188.0,585.0,462.85000000000036,17_2,17_2-02,6730.0,14
491.0,96.0,581.0499999999993,124.0,17_2,17_2-02,4640.0,14
526.0,134.0,608.0,289.0,17_2,17_2-02,3116.0,14
517.0,122.0,646.0,319.0,17_2,17_2-02,4498.0,14
758.0,201.0,1256.0500000000002,745.0,17_2,17_2-02,3275.0,14
659.0,119.0,1263.0,712.2999999999993,17_2,17_2-02,4623.0,14
516.0,109.0,603.0,200.0,17_2,17_2-02,3190.0,14
517.0,207.0,597.0,632.7999999999993,17_2,17_2-02,6705.0,14
565.0,145.0,701.5500000000002,482.0,17_2,17_2-02,4036.0,14
530.0,197.0,591.0,573.0,17_2,17_2-02,4191.0,14
561.0,160.0,641.0,353.0,17_2,17_2-02,4021.0,14
501.0,107.0,571.0,336.4499999999998,17_2,17_2-02,4529.0,14
756.0,269.0,970.0,362.0,17_2,17_2-02,5249.0,14
807.0,280.0,1067.0,515.0,17_2,17_2-02,4064.0,14
657.0,263.0,747.0,718.1999999999998,17_2,17_2-02,3568.0,14
444.0,139.0,504.0,518.0999999999995,17_2,17_2-02,4451.0,14
622.0,175.0,754.0,425.0,17_2,17_2-02,4264.0,14
555.0,164.0,678.0,420.0,17_2,17_2-02,5280.0,14
462.0,97.0,581.25,159.0,17_2,17_2-02,5197.0,14
699.0,170.0,831.0,203.0,17_2,17_2-02,3663.0,14
0.0,0.0,643.0,318.0,17_2,17_2-02,5647.0,14
562.0,151.5,846.0,584.0999999999995,17_2,17_2-02,2362.0,14
514.0,137.0,639.0,428.0,17_2,17_2-02,2875.0,14
476.0,106.0,585.0,397.0,17_2,17_2-02,5312.0,14
482.0,137.0,557.0,337.0,17_2,17_2-02,4717.0,14
