cell,ecc,ep,frame,mass,mov_name,nucleus,particle,pid,raw_mass,signal,size,strain,x,y,corrwideal,gene,date
16,0.2450907093448925,0.0073329967675801345,0,269.25272340328297,08152019_TL47_19,16,66284,08152019_TL47_19_66284_0,3026.0,64.30093144816325,0.8724605679654278,TL47,136.00445987851478,786.9433107629413,0.9217052913406598,gal10,08152019
17,0.2773806225126558,0.009249372751285215,0,218.42052611265493,08152019_TL47_19,17,87725,08152019_TL47_19_87725_0,2536.0,49.13101517275036,0.8803762149631618,TL47,926.9366320190132,1036.9464965781863,0.8580758393985284,gal10,08152019
19,0.26988011314860266,0.006297210456984396,0,365.8729879181113,08152019_TL47_19,19,90939,08152019_TL47_19_90939_0,3415.0,87.29190742359835,0.8725908119147455,TL47,827.9954358194158,1075.008427494487,0.7980923325625581,gal10,08152019
20,0.32212937686885096,0.0035421701487650813,0,576.3942750054739,08152019_TL47_19,20,109231,08152019_TL47_19_109231_0,5557.0,126.18455815897457,0.8837869872293854,TL47,1589.9945311906595,1288.9373528358594,0.8071772644577471,gal10,08152019
21,0.2926287525722917,0.0033537925846457354,0,572.9856564236969,08152019_TL47_19,21,116788,08152019_TL47_19_116788_0,5832.0,128.08587934954377,0.8811690179351739,TL47,1551.034301525967,1377.980996354269,0.8727848254513181,gal10,08152019
22,0.2621436846298989,0.0029309537586432468,0,745.7807283087134,08152019_TL47_19,22,163449,08152019_TL47_19_163449_0,6578.0,170.81557136917718,0.8780417876095923,TL47,703.9527180020463,1925.0176070512064,0.8555462833741437,gal10,08152019
1,0.2629142338918034,0.007357390559036277,0,295.0546124348495,08152019_TL47_18,1,9775,08152019_TL47_18_9775_0,3032.0,67.37595872597701,0.8784356512855025,TL47,1123.0407694762946,116.95362027056886,0.8344596282316007,gal10,08152019
2,0.2845145703340627,0.0038072953243469287,0,565.6921861206098,08152019_TL47_18,2,12640,08152019_TL47_18_12640_0,5215.0,127.9096409058882,0.8797091942044579,TL47,1183.0170193692973,150.95288618536898,0.8048701411360588,gal10,08152019
3,0.32758139915808115,0.008037118742535194,0,286.98079855386453,08152019_TL47_18,0,24687,08152019_TL47_18_24687_0,2834.0,66.15528789695415,0.8771991493240013,TL47,1558.9993689179464,293.9991038634843,0.6669407302285534,gal10,08152019
4,0.2820940044572561,0.006524159482009146,0,350.4810368434781,08152019_TL47_18,4,36110,08152019_TL47_18_36110_0,3331.0,80.91200290419195,0.8770063514900834,TL47,1376.0414530797848,429.0072860686233,0.9186226009865014,gal10,08152019
5,0.3302626711000691,0.007926167851021466,0,253.98646448392608,08152019_TL47_18,5,39410,08152019_TL47_18_39410_0,2864.0,58.172028231772,0.8780455919874951,TL47,360.0455077010838,468.9845550484883,0.7548969985865012,gal10,08152019
6,0.3510418103982503,0.005697621476743411,0,276.3714666303987,08152019_TL47_18,6,42018,08152019_TL47_18_42018_0,3714.0,66.37261801488107,0.8716895812623082,TL47,371.03124508519005,500.0854259501965,0.4059541853564294,gal10,08152019
6,0.27947698205660104,0.004820611887572142,0,327.95839228898507,08152019_TL47_18,6,42359,08152019_TL47_18_42359_0,4264.0,74.76156056686014,0.8786577806420196,TL47,374.9829581851516,504.0439022773961,0.6783749332994699,gal10,08152019
7,0.26250181184918103,0.013990754253609732,0,162.96498892750026,08152019_TL47_18,7,47247,08152019_TL47_18_47247_0,1922.0,38.018281962682366,0.8756191508498559,TL47,1638.9272521170901,560.9734613589385,0.7475057050955308,gal10,08152019
8,0.3113028371173032,0.003356249858724427,0,637.0959963654989,08152019_TL47_18,0,50805,08152019_TL47_18_50805_0,5823.0,145.05336504169,0.8788179689041661,TL47,966.9895615391612,604.0386041117074,0.8266672473527094,gal10,08152019
9,0.3368017808090145,0.00785030745292082,0,274.0098126822595,08152019_TL47_18,9,53285,08152019_TL47_18_53285_0,2885.0,64.10151828254477,0.8752492393395535,TL47,896.9482603637903,633.0260284475464,0.8915070240992294,gal10,08152019
10,0.2845300303114467,0.015002143739711331,0,143.8254498754029,08152019_TL47_18,10,59294,08152019_TL47_18_59294_0,1839.0,31.53097794256384,0.8836114156719912,TL47,887.0171506283529,703.9808849824968,0.8627721123683112,gal10,08152019
11,0.4191543898604677,0.010495528757852007,0,183.8793906093341,08152019_TL47_18,11,63451,08152019_TL47_18_63451_0,2332.0,43.98037153114418,0.8722496559058724,TL47,1944.0366985127548,751.9161233133065,0.9424350324414541,gal10,08152019
12,0.2940199335514019,0.005481840649649268,0,405.63579860469804,08152019_TL47_18,12,63858,08152019_TL47_18_63858_0,3833.0,93.81778974041883,0.8767634947683137,TL47,1898.0373436202415,757.0445587434256,0.9029333810774416,gal10,08152019
13,0.32744228830571354,0.003943265310637381,0,482.8821668531893,08152019_TL47_18,13,67615,08152019_TL47_18_67615_0,5059.0,112.73637650595713,0.8755195009224326,TL47,1907.9531853607675,800.9771515156061,0.8145242816493301,gal10,08152019
14,0.3259741544409035,0.004335293691964793,0,524.931922503416,08152019_TL47_18,0,71220,08152019_TL47_18_71220_0,4664.0,122.15039278082486,0.8759579961117419,TL47,618.0542084707636,843.9435213425153,0.8167098491554821,gal10,08152019
15,0.31517518263843297,0.005306214006841523,0,432.3565366038127,08152019_TL47_18,15,101504,08152019_TL47_18_101504_0,3937.0,102.1523997629162,0.8739171060271275,TL47,1414.9222713716028,1196.9560671559266,0.8375125981961686,gal10,08152019
15,0.28442376128343755,0.013800198842634122,0,153.40246373871582,08152019_TL47_18,0,103380,08152019_TL47_18_103380_0,1939.0,34.31642562066052,0.8810777947086634,TL47,1398.001109773087,1218.9457391797125,0.8465608787948465,gal10,08152019
16,0.3189016236836781,0.004495979331630313,0,492.01003180611985,08152019_TL47_18,16,108840,08152019_TL47_18_108840_0,4522.0,112.76897602364616,0.8779518423835284,TL47,1225.0169472808525,1283.0490602430925,0.9182809178588602,gal10,08152019
17,0.25477699310557544,0.002636923801867791,0,776.4915340038248,08152019_TL47_18,17,119419,08152019_TL47_18_119419_0,7223.0,176.90309382387997,0.8787356847396167,TL47,1519.9700520590375,1405.9495876327132,0.8734967435495762,gal10,08152019
18,0.31176497360134825,0.0021410147279897424,0,1033.2417131540547,08152019_TL47_18,0,120259,08152019_TL47_18_120259_0,8736.0,237.3788213056773,0.8776435438379809,TL47,1431.0511998036843,1415.9767961998914,0.8593267321731809,gal10,08152019
19,0.3119957481632426,0.003557257946733093,0,532.8173836155312,08152019_TL47_18,19,142870,08152019_TL47_18_142870_0,5533.0,117.08660103312764,0.8833176301253414,TL47,862.9692655966389,1681.0523253047268,0.8997326718339667,gal10,08152019
20,0.2848881879551548,0.0038030922282548383,0,579.115943071229,08152019_TL47_18,0,144042,08152019_TL47_18_144042_0,5220.0,131.25290255333064,0.8794068647944898,TL47,609.0341566540112,1694.9947711110135,0.8476238095804554,gal10,08152019
21,0.2741818483227801,0.009319992273957156,0,230.82269608154857,08152019_TL47_18,0,159202,08152019_TL47_18_159202_0,2539.0,56.05668175061665,0.8701402059614302,TL47,1435.9740918007062,1873.044001569243,0.7725232311727274,gal10,08152019
22,0.3007024699718289,0.005107948261007696,0,436.0982368007878,08152019_TL47_18,0,161129,08152019_TL47_18_161129_0,4063.0,100.42100315676504,0.8773417131350159,TL47,783.0408648056015,1895.969392925073,0.8495169285854293,gal10,08152019
1,0.28307303765313285,0.006377032932230814,0,315.0327716754049,08152019_TL47_15,1,13428,08152019_TL47_15_13428_0,3281.0,73.19650324606322,0.8761588446096144,TL47,530.0156104252401,160.95886602652035,0.9071928984354888,gal10,08152019
2,0.2479626885754987,0.0046005618693273475,0,438.17068413036753,08152019_TL47_15,2,18592,08152019_TL47_15_18592_0,4293.0,95.95895344274702,0.8837425943651421,TL47,853.9590050758751,222.0269376430056,0.8160242697486074,gal10,08152019
3,0.3744340681662645,0.006720656753428986,0,306.12484913292343,08152019_TL47_15,3,37333,08152019_TL47_15_37333_0,3147.0,72.59150203845613,0.8734240775411849,TL47,902.0435355455588,445.0156129420844,0.9005520126275129,gal10,08152019
4,0.2452598314581413,0.0054549658611184725,0,360.08231397708124,08152019_TL47_15,4,38492,08152019_TL47_15_38492_0,3724.0,81.11337619132169,0.880191213659595,TL47,944.0333074639765,459.0143774952594,0.945425213697488,gal10,08152019
5,0.2731003999117013,0.0076531425760189295,0,248.13980482098125,08152019_TL47_15,5,41283,08152019_TL47_15_41283_0,2844.0,56.51575566489637,0.8787731687444522,TL47,1039.9783004957565,491.9461866227026,0.7295525718051982,gal10,08152019
6,0.2729351635331447,0.003002787575545722,0,648.0859364631068,08152019_TL47_15,6,55339,08152019_TL47_15_55339_0,6226.0,144.15738298211167,0.8817961225641915,TL47,1391.95175035007,658.0219999555467,0.8715983139341955,gal10,08152019
9,0.33842565214375625,0.002562622805899857,0,802.6378163835344,08152019_TL47_15,9,112014,08152019_TL47_15_112014_0,7182.0,188.80359114538325,0.8745119349077154,TL47,873.0078786508304,1321.010003553469,0.9477814718083742,gal10,08152019
10,0.3024878875734492,0.00462603001983543,0,430.5822404120957,08152019_TL47_15,10,119528,08152019_TL47_15_119528_0,4273.0,95.80626266177951,0.8817573469773116,TL47,1559.0209624108445,1409.0161516947906,0.9323879772983136,gal10,08152019
11,0.30110737410311217,0.002978704462191832,0,645.7782889998052,08152019_TL47_15,11,127155,08152019_TL47_15_127155_0,6271.0,142.1061407925105,0.8831454750097784,TL47,391.96732603477966,1499.011608090866,0.8992684737948439,gal10,08152019
12,0.3169622276145418,0.005637117207703369,0,367.2040424780561,08152019_TL47_15,12,127578,08152019_TL47_15_127578_0,3625.0,85.99083830788739,0.8751129842220657,TL47,307.9904047576083,1503.9721008324245,0.7811278215408652,gal10,08152019
13,0.2302027725589201,0.004776758268083364,0,353.98908752903844,08152019_TL47_15,0,130885,08152019_TL47_15_130885_0,4159.0,80.91459008025078,0.8783055649418966,TL47,1940.0817924344033,1542.0160003906506,0.7462879266441409,gal10,08152019
14,0.2939893591502182,0.004500221007495341,0,466.8736699941266,08152019_TL47_15,14,132084,08152019_TL47_15_132084_0,4374.0,106.24109301393604,0.8788864858794639,TL47,297.9420875628645,1557.0251457838388,0.8678079977367521,gal10,08152019
16,0.2716591006973613,0.0037240781292828453,0,562.3342176801307,08152019_TL47_15,0,141358,08152019_TL47_15_141358_0,5148.0,127.61204043312357,0.8792424397117999,TL47,1283.0333726113015,1664.9798299093188,0.8978218323005602,gal10,08152019
1,0.3704842121923083,0.017728467826930102,0,152.0560087389159,08152019_TL47_3,1,28015,08152019_TL47_3_28015_0,1952.0,35.02767991411077,0.8772910692950382,TL47,1714.0173584441918,331.9631939537313,0.8637151888827587,gal10,08152019
4,0.33658359276930666,0.007515665656488656,0,388.32233464664495,08152019_TL47_3,4,39334,08152019_TL47_3_39334_0,3663.0,92.71730638241615,0.8724885245080306,TL47,450.99381646696503,465.9361556229248,0.7348262298442533,gal10,08152019
5,0.330103956889674,0.004865276087829281,0,556.4486579900608,08152019_TL47_3,0,45928,08152019_TL47_3_45928_0,5281.0,127.2918407975047,0.8782040956722056,TL47,1736.9471342338788,543.0726872801457,0.8508677781025238,gal10,08152019
5,0.3394196562440654,0.009118181992710405,0,282.54789764807254,08152019_TL47_3,5,47181,08152019_TL47_3_47181_0,3141.0,64.56155460296223,0.8783520166406718,TL47,1754.9798617770575,558.0675242220826,0.7680065181713381,gal10,08152019
6,0.3081962716373744,0.0049870129959185975,0,575.321934444183,08152019_TL47_3,6,51530,08152019_TL47_3_51530_0,5169.0,132.5146930439672,0.8773075991817513,TL47,1064.9845151965442,609.9442969314592,0.7764126162728964,gal10,08152019
7,0.3819594689695447,0.004548997272054781,0,472.8876936497435,08152019_TL47_3,7,54984,08152019_TL47_3_54984_0,5600.0,107.97476205052575,0.8784471150647499,TL47,1096.023452472685,651.0659415565171,0.7513420289536223,gal10,08152019
8,0.3561223409759014,0.016986485304766104,0,173.6107853625098,08152019_TL47_3,8,60290,08152019_TL47_3_60290_0,2007.0,41.18485277711397,0.8733697973340692,TL47,215.96423862443828,714.010009956139,0.8455102833302512,gal10,08152019
