cell,ecc,ep,frame,mass,mov_name,nucleus,particle,pid,raw_mass,signal,size,strain,x,y,corrwideal,gene,date
9,0.3730885647874096,0.013215256688529246,0,114.83762854918191,08152019_hCTDcy5_7,9,148335,08152019_hCTDcy5_7_148335_0,1770.0,28.97352389460593,0.8646965278272243,hCTDcy5,530.0749786908856,1734.0585486288687,0.815658757128739,gal10,08152019
1,0.25175492510834024,0.012168608543622622,0,118.44721133797752,08152019_hCTDcy5_6,1,14343,08152019_hCTDcy5_6_14343_0,1719.0,26.941416086483716,0.8789453637483591,hCTDcy5,1458.968411450849,170.9800822201952,0.7283121146802903,gal10,08152019
2,0.2794722436010244,0.003617550557971529,0,421.9721680356548,08152019_hCTDcy5_6,2,27071,08152019_hCTDcy5_6_27071_0,4130.0,96.99531413655495,0.8775751387010328,hCTDcy5,520.0325142227803,322.05034969449963,0.8809219273155712,gal10,08152019
2,0.3395932807488051,0.008884693947400294,0,147.8292358476119,08152019_hCTDcy5_6,2,34425,08152019_hCTDcy5_6_34425_0,2096.0,36.54844414874629,0.8676207646729284,hCTDcy5,528.0868333316647,409.05302309748595,0.8472725158303285,gal10,08152019
4,0.3281569856651715,0.011481931068022444,0,121.68260855629612,08152019_hCTDcy5_6,4,70570,08152019_hCTDcy5_6_70570_0,1780.0,29.137815661957088,0.8720908668726614,hCTDcy5,1982.913349145533,833.0091467493767,0.6699409211665168,gal10,08152019
5,0.30745775560020444,0.005027072953078497,0,341.4972124310633,08152019_hCTDcy5_6,0,103601,08152019_hCTDcy5_6_103601_0,3168.0,79.86961367307624,0.875282400558285,hCTDcy5,1322.9963030862511,1218.9749580684168,0.6709707116675101,gal10,08152019
6,0.304719222784727,0.006332585854075798,0,258.6808119960144,08152019_hCTDcy5_6,0,111798,08152019_hCTDcy5_6_111798_0,2659.0,61.851440875358676,0.8722939185619881,hCTDcy5,1724.0461785808282,1315.0651283342295,0.8900724784486038,gal10,08152019
4,0.2679471838517333,0.004107953276247775,0,278.7655629936603,08152019_hCTDcy5_4,4,27540,08152019_hCTDcy5_4_27540_0,2675.0,63.860456317532005,0.8780187826014614,hCTDcy5,1191.9948970614114,333.98074000607875,0.793040021855065,gal10,08152019
5,0.30386787876653576,0.00439716257117566,0,247.49680085280087,08152019_hCTDcy5_4,5,40621,08152019_hCTDcy5_4_40621_0,2540.0,57.497004581221894,0.8761768471729359,hCTDcy5,1753.0653982210529,490.0617826705825,0.9015837697322931,gal10,08152019
7,0.2627949920095943,0.003749874364953306,0,292.3278460214794,08152019_hCTDcy5_4,7,70903,08152019_hCTDcy5_4_70903_0,2871.0,65.3246001998645,0.8812130909704393,hCTDcy5,104.00949339733452,851.0487076877705,0.9180916166452799,gal10,08152019
8,0.3522758048417264,0.00331236103072093,0,338.4104740824665,08152019_hCTDcy5_4,8,100640,08152019_hCTDcy5_4_100640_0,3168.0,80.4491321823348,0.8730827657854304,hCTDcy5,467.03695781081854,1202.9008411481782,0.8676902675165992,gal10,08152019
8,0.3416971532258542,0.005480340292651796,0,205.231351969306,08152019_hCTDcy5_4,8,100808,08152019_hCTDcy5_4_100808_0,2161.0,47.17664826138985,0.8775701841104241,hCTDcy5,508.00590284567863,1204.9589770332225,0.8613945296688168,gal10,08152019
2,0.3011643567005717,0.008368163126721027,0,159.50143728747176,08152019_hCTDcy5_5,2,24681,08152019_hCTDcy5_5_24681_0,2123.0,38.86973525232728,0.8696578616253323,hCTDcy5,217.03344507478081,300.0612815884476,0.4891043658748688,gal10,08152019
2,0.2685620700914699,0.006754299851630475,0,204.07382191574231,08152019_hCTDcy5_5,2,24966,08152019_hCTDcy5_5_24966_0,2480.0,47.11215093886914,0.8770071977163716,hCTDcy5,222.0282060584074,302.9614849749078,0.7192769095315009,gal10,08152019
4,0.24345835716996675,0.01469019598500444,0,103.22761921198985,08152019_hCTDcy5_5,0,33211,08152019_hCTDcy5_5_33211_0,1480.0,24.163768542132456,0.8751671857401045,hCTDcy5,1826.979480436688,400.9963343692725,0.7793181450354707,gal10,08152019
5,0.30516845328957537,0.004860969032524972,0,278.0828178556796,08152019_hCTDcy5_5,5,42206,08152019_hCTDcy5_5_42206_0,3201.0,63.22064446997753,0.8790081553371848,hCTDcy5,1659.0505465087042,508.9930558636908,0.8509426256436781,gal10,08152019
7,0.31028574705499673,0.004494051673327858,0,377.69718248651816,08152019_hCTDcy5_5,7,45753,08152019_hCTDcy5_5_45753_0,3411.0,90.82903533620122,0.8715038130882092,hCTDcy5,1544.0660074811747,550.9323155160868,0.8531816953509092,gal10,08152019
18,0.29642674717123385,0.004487599586537249,0,349.2703082262716,08152019_hCTDcy5_5,0,133091,08152019_hCTDcy5_5_133091_0,3415.0,79.52244814942297,0.8788164352560777,hCTDcy5,278.04871112471886,1583.0241288757522,0.9057091004127064,gal10,08152019
1,0.3297721714400253,0.011597115974772393,0,188.573519133894,08152019_yQC15_8,0,13726,08152019_yQC15_8_13726_0,2179.0,44.16468028212242,0.8750976851759441,yQC15,24.043518974864465,168.09048792508625,0.8541830598899314,gal10,08152019
2,0.31363613474209084,0.007883417035934957,0,239.82480899411357,08152019_yQC15_8,0,16338,08152019_yQC15_8_16338_0,2904.0,55.25696688075734,0.8772653250757864,yQC15,1631.024181828751,198.06843767559928,0.8894938961678199,gal10,08152019
3,0.302836269862362,0.016166526253480317,0,142.29447337109332,08152019_yQC15_8,3,20759,08152019_yQC15_8_20759_0,1744.0,34.15978164497916,0.8717430766227653,yQC15,935.9666568694687,251.94399268475883,0.7354554359053453,gal10,08152019
5,0.2495073773219409,0.004380988087141725,0,501.95501207010733,08152019_yQC15_8,5,22277,08152019_yQC15_8_22277_0,4714.0,115.19806651870948,0.8777819847552331,yQC15,1573.039567479494,269.999426021589,0.7671311570379754,gal10,08152019
7,0.36576683002560995,0.006249333974724292,0,378.169368829874,08152019_yQC15_8,7,24209,08152019_yQC15_8_24209_0,3496.0,87.07932910423948,0.8773451877798846,yQC15,352.04788645858935,294.01671172278196,0.8941815829690586,gal10,08152019
8,0.2462235649398052,0.02282311415343991,0,101.84735876928421,08152019_yQC15_8,0,24520,08152019_yQC15_8_24520_0,1422.0,24.94021875780209,0.8689773271546385,yQC15,1315.9351644841904,297.04813615002047,0.7099475908040914,gal10,08152019
9,0.2911553278487211,0.004859279409892914,0,453.6220112689337,08152019_yQC15_8,9,50962,08152019_yQC15_8_50962_0,4313.0,102.60481277664806,0.8796646461412762,yQC15,267.9836811211162,610.0258151756352,0.8620288659633505,gal10,08152019
11,0.3240107091092609,0.0026282123627816554,0,907.8388330467172,08152019_yQC15_8,11,51311,08152019_yQC15_8_51311_0,7431.0,211.82224550715347,0.8755993228054239,yQC15,736.0658828226573,613.9723692427391,0.809320383164346,gal10,08152019
12,0.35949689184112704,0.003880034399846088,0,545.7572296983992,08152019_yQC15_8,12,70211,08152019_yQC15_8_70211_0,5240.0,129.37593263200446,0.8734657053807036,yQC15,861.9384813187562,835.9815741970641,0.8467220828661636,gal10,08152019
13,0.3599618420389894,0.0058537579263329064,0,396.2042093364942,08152019_yQC15_8,13,72826,08152019_yQC15_8_72826_0,3689.0,94.18452651073835,0.8730881241840481,yQC15,872.0454369524167,866.9088328778691,0.9079961614600676,gal10,08152019
20,0.2997639187085551,0.003919226447091477,0,503.1446330878076,08152019_yQC15_8,0,93885,08152019_yQC15_8_93885_0,5194.0,111.43867822449262,0.8823353204901806,yQC15,516.0132811201212,1115.9596671407726,0.8542348976077417,gal10,08152019
22,0.3423800234047229,0.0059276340198770655,0,388.58784664895217,08152019_yQC15_8,22,97511,08152019_yQC15_8_97511_0,3651.0,90.83407044135595,0.8753546280275558,yQC15,1712.0266556647773,1157.978570232714,0.8368300556622061,gal10,08152019
22,0.2700575234576779,0.008924014819177916,0,280.6762088636568,08152019_yQC15_8,22,99157,08152019_yQC15_8_99157_0,2640.0,65.79161862734526,0.8749834435519716,yQC15,1707.943476821192,1176.9626821192053,0.7997307558951888,gal10,08152019
24,0.2939600777750315,0.006947481522731211,0,304.03646220732577,08152019_yQC15_8,24,111632,08152019_yQC15_8_111632_0,3209.0,69.8391182617864,0.8776637224312328,yQC15,988.0728445443013,1324.055542818714,0.8724892816825527,gal10,08152019
24,0.3117328895279869,0.009009604975343666,0,236.32565029751882,08152019_yQC15_8,24,112240,08152019_yQC15_8_112240_0,2621.0,57.6222680448567,0.8695828287469783,yQC15,988.9341277332074,1330.958588957055,0.6575113142977523,gal10,08152019
23,0.27069342206802666,0.0026174205060563965,0,897.7131135249639,08152019_yQC15_8,23,112342,08152019_yQC15_8_112342_0,7459.0,206.4550100562011,0.8775085023150404,yQC15,1158.9533758146422,1331.9805262367806,0.7871905298501582,gal10,08152019
24,0.375052173372187,0.021022050868976152,0,102.89292411687236,08152019_yQC15_8,24,113611,08152019_yQC15_8_113611_0,1489.0,24.958806586203657,0.8703041536409206,yQC15,979.9380814741215,1347.02745912745,0.8884846697844886,gal10,08152019
25,0.3162898891050771,0.008083356463639719,0,266.9723323746018,08152019_yQC15_8,25,115170,08152019_yQC15_8_115170_0,2848.0,61.20971892635906,0.8779102221263122,yQC15,1975.9861099023515,1364.9760665610695,0.8844143245237875,gal10,08152019
26,0.2459901861973592,0.0017780645378515309,0,1291.3382616707406,08152019_yQC15_8,26,127249,08152019_yQC15_8_127249_0,10678.0,304.53833357416806,0.8741672763046238,yQC15,1251.0092626912185,1506.9370612006949,0.9186369429468649,gal10,08152019
27,0.25320724417426704,0.006794093621112525,0,341.044828554845,08152019_yQC15_8,27,130097,08152019_yQC15_8_130097_0,3267.0,80.60611786339389,0.8738704101908603,yQC15,323.9969614802905,1541.0093744464582,0.8046394657472559,gal10,08152019
28,0.3131911748561099,0.004830347499372783,0,447.40438266860946,08152019_yQC15_8,0,134672,08152019_yQC15_8_134672_0,4335.0,107.87910908559259,0.8711359506974052,yQC15,288.00575411044986,1595.0431869878164,0.9421953186501516,gal10,08152019
31,0.32939383279799755,0.009162229756081186,0,260.5316498334589,08152019_yQC15_8,31,149186,08152019_yQC15_8_149186_0,2588.0,62.3621642872562,0.8721438971055976,yQC15,1131.0303932934987,1765.9682333006333,0.8648700995174111,gal10,08152019
32,0.2898389039988469,0.014998214093310168,0,136.44860133880061,08152019_yQC15_8,32,151494,08152019_yQC15_8_151494_0,1830.0,32.31493967612367,0.8735967823192426,yQC15,1334.0496883833396,1793.0497905527366,0.8602363053765343,gal10,08152019
1,0.2859820756633647,0.00396685726292929,0,598.025513410517,08152019_yQC15_9,1,11718,08152019_yQC15_9_11718_0,5572.0,136.19034695756906,0.8787870396353702,yQC15,1553.0354406838762,143.01099992603315,0.9006365614770635,gal10,08152019
2,0.2911799770885807,0.004779756591024849,0,525.2668063360252,08152019_yQC15_9,2,21690,08152019_yQC15_9_21690_0,4733.0,119.78898998242195,0.8786047989256391,yQC15,1077.0353091202194,263.0064663209942,0.8969738347120655,gal10,08152019
3,0.3715191236539118,0.01905073405637329,0,134.60424000293145,08152019_yQC15_9,0,27024,08152019_yQC15_9_27024_0,1666.0,31.92119235598367,0.8734137102878631,yQC15,552.9839678888317,325.91845453265097,0.6497719720458824,gal10,08152019
4,0.26596700073438184,0.002720910451918805,0,857.8152985323665,08152019_yQC15_9,4,37903,08152019_yQC15_9_37903_0,7831.0,196.39606014605454,0.8780950274165074,yQC15,396.0091419058037,454.9450675329746,0.9223339811601424,gal10,08152019
5,0.3331928127682827,0.00486410749531369,0,512.4958017331461,08152019_yQC15_9,0,39079,08152019_yQC15_9_39079_0,4662.0,115.26447771341586,0.8803930143030145,yQC15,624.021368153683,469.0068493995216,0.9173093604596584,gal10,08152019
7,0.3833510476623386,0.023599611128159084,0,110.3734546740154,08152019_yQC15_9,0,55827,08152019_yQC15_9_55827_0,1468.0,27.137594887216054,0.8684062029345283,yQC15,1378.9902957089284,668.9909254859302,0.6773193666630848,gal10,08152019
7,0.23849260046568194,0.005230746254480032,0,384.56142583627053,08152019_yQC15_9,7,57710,08152019_yQC15_9_57710_0,4380.0,90.3607027802412,0.8746594812011212,yQC15,1400.9949964260184,690.965435080887,0.4613168898106144,gal10,08152019
7,0.2786346215818716,0.004033077481121149,0,577.8231869803319,08152019_yQC15_9,7,58138,08152019_yQC15_9_58138_0,5491.0,136.76223014240853,0.8736788551334304,yQC15,1400.9665737095365,696.0116797900263,0.7486523840893566,gal10,08152019
8,0.3226550454232112,0.007880637901120693,0,321.0286795337742,08152019_yQC15_9,8,61985,08152019_yQC15_9_61985_0,3122.0,73.07466463517672,0.8788477722680592,yQC15,106.9991634269967,742.0091924610008,0.7604907982375616,gal10,08152019
9,0.3024132231354973,0.009937612922332369,0,248.8860897026176,08152019_yQC15_9,9,62098,08152019_yQC15_9_62098_0,2608.0,57.73176548832363,0.8763785739420338,yQC15,917.0574061849388,742.9953536789723,0.827416447892347,gal10,08152019
11,0.2416359202036043,0.00363525574755349,0,654.9294700898465,08152019_yQC15_9,11,65678,08152019_yQC15_9_65678_0,6022.0,149.68173479880932,0.8783243465733624,yQC15,1783.9517570097064,785.0049883251962,0.9128434212588972,gal10,08152019
10,0.26746199029170153,0.0038787961833645283,0,674.6389027253632,08152019_yQC15_9,10,66338,08152019_yQC15_9_66338_0,5684.0,154.48113014561116,0.878075492039923,yQC15,1651.9772107792166,792.9870036811195,0.7687159417886416,gal10,08152019
12,0.27429426166276755,0.0038604322130760633,0,577.6904848048442,08152019_yQC15_9,0,67623,08152019_yQC15_9_67623_0,5708.0,129.88067447069392,0.8804388434906051,yQC15,80.00948380533588,808.9601559850798,0.9002205766877995,gal10,08152019
15,0.2278450844046108,0.012004106522834663,0,208.60150071530774,08152019_yQC15_9,0,72527,08152019_yQC15_9_72527_0,2269.0,49.51686891051926,0.8732837910356286,yQC15,1888.938884008361,865.9729029717367,0.743701099765116,gal10,08152019
19,0.31842923969619225,0.002767078274108589,0,908.8329658561383,08152019_yQC15_9,19,79819,08152019_yQC15_9_79819_0,7711.0,207.06278739477284,0.8787299294350179,yQC15,206.04302540640515,953.0369310675695,0.8990315709234067,gal10,08152019
21,0.2970027705432457,0.008376503441182523,0,244.6522583894416,08152019_yQC15_9,0,80797,08152019_yQC15_9_80797_0,2975.0,56.48373312361875,0.8769985515067705,yQC15,1933.94659830561,964.0476547163963,0.8719734154029339,gal10,08152019
23,0.2918081322107525,0.004261419952773142,0,563.0300539890703,08152019_yQC15_9,23,86991,08152019_yQC15_9_86991_0,5231.0,134.0197185156646,0.8729072261378111,yQC15,534.9942816417691,1037.0244334953254,0.6691125056520139,gal10,08152019
24,0.28315540344480505,0.008533570258831301,0,239.9002566767424,08152019_yQC15_9,0,88061,08152019_yQC15_9_88061_0,2932.0,54.33522171096221,0.8794936690490593,yQC15,1947.997892740492,1049.0618085554736,0.7805633579416499,gal10,08152019
25,0.32695726929702457,0.003392032685298264,0,620.098308599956,08152019_yQC15_9,25,89239,08152019_yQC15_9_89239_0,6408.0,134.96759119771895,0.8845025995835917,yQC15,1556.991154590849,1062.9744369713644,0.7808615385813424,gal10,08152019
26,0.32760995649676644,0.0073562940613599815,0,344.31475175624274,08152019_yQC15_9,26,90467,08152019_yQC15_9_90467_0,3299.0,82.828274533516,0.8714586843831622,yQC15,531.0501307639366,1078.1008029364534,0.8563891513516214,gal10,08152019
27,0.3110337154705288,0.007395212933830205,0,342.35897445560397,08152019_yQC15_9,27,91909,08152019_yQC15_9_91909_0,3285.0,81.0873483741428,0.8735851959255143,yQC15,455.9300269482077,1095.0399793274023,0.8516029591189815,gal10,08152019
28,0.2923664484227069,0.01118107389298358,0,174.19056278112797,08152019_yQC15_9,28,96065,08152019_yQC15_9_96065_0,2389.0,40.99549349885065,0.8744435181914535,yQC15,871.9383468466017,1143.9758212258075,0.7819952438138394,gal10,08152019
29,0.2794697944130051,0.0034373136037013433,0,752.6235478535815,08152019_yQC15_9,29,99491,08152019_yQC15_9_99491_0,6332.0,172.9172538115683,0.8776373687406768,yQC15,299.9886064045944,1184.9854494466929,0.6964486684874145,gal10,08152019
30,0.2664707104880112,0.003791619146032418,0,690.8886000713817,08152019_yQC15_9,30,113616,08152019_yQC15_9_113616_0,5800.0,158.80027000017216,0.8775822964965392,yQC15,876.0019756248143,1350.9487938170262,0.8991123643627164,gal10,08152019
31,0.2902340765403645,0.007361828801561694,0,356.54862850595765,08152019_yQC15_9,0,122883,08152019_yQC15_9_122883_0,3297.0,83.61816843522794,0.8749165233262333,yQC15,1626.994257711769,1459.956206190683,0.7835708022443565,gal10,08152019
33,0.3053369017605537,0.005066871752708813,0,467.7846473206424,08152019_yQC15_9,33,135448,08152019_yQC15_9_135448_0,4501.0,106.53141073608843,0.8787855179424379,yQC15,494.99691326754606,1608.9482685254604,0.7069939981405167,gal10,08152019
2,0.20089091698169867,0.017364021588567247,0,162.51771012474458,08152019_yQC15_11,2,10846,08152019_yQC15_11_10846_0,1954.0,38.84569656640236,0.8723391598203635,yQC15,1956.9818106655648,129.9914014055395,0.7922289456674608,gal10,08152019
4,0.22510918975732644,0.01434434676120466,0,193.46930543457088,08152019_yQC15_11,4,11059,08152019_yQC15_11_11059_0,2229.0,42.72220416218481,0.8827108171068807,yQC15,1205.0572629093308,133.01524464353926,0.9295653879833596,gal10,08152019
3,0.3270567531608397,0.027854960539139908,0,100.45999667198453,08152019_yQC15_11,3,11969,08152019_yQC15_11_11969_0,1462.0,24.105561964761616,0.8718074046902415,yQC15,1392.0052832207584,143.97311576272318,0.7149632332137988,gal10,08152019
5,0.320806415114733,0.007994541809471484,0,347.17921407219114,08152019_yQC15_11,5,13313,08152019_yQC15_11_13313_0,3485.0,79.91517825274231,0.8773914606461587,yQC15,1436.0613050545705,159.9373210000774,0.8690286250399154,gal10,08152019
6,0.3258147253950734,0.012966762977718644,0,235.29124613430358,08152019_yQC15_11,6,21409,08152019_yQC15_11_21409_0,2397.0,57.173448249755104,0.8700631468487282,yQC15,913.0153046656387,255.92701730340926,0.8354972213421193,gal10,08152019
9,0.2668255904165259,0.005029156800209309,0,629.028861660173,08152019_yQC15_11,9,51453,08152019_yQC15_11_51453_0,5158.0,144.2840158180659,0.8778520218443212,yQC15,785.9592002392446,611.963792882471,0.7286707344252846,gal10,08152019
10,0.3587687671463386,0.006597143075687213,0,493.6332679378092,08152019_yQC15_11,10,52520,08152019_yQC15_11_52520_0,4086.0,119.090075637504,0.8710613488304573,yQC15,653.0402585913578,625.1086764205512,0.8207028992009623,gal10,08152019
10,0.26533247254153225,0.024071327936146667,0,111.17581922878351,08152019_yQC15_11,0,55491,08152019_yQC15_11_55491_0,1590.0,27.92160410411073,0.865362250733158,yQC15,656.9647087261302,660.0345661107083,0.7877852760651578,gal10,08152019
12,0.35250088265617274,0.008387716310905437,0,373.27341771520486,08152019_yQC15_11,0,57056,08152019_yQC15_11_57056_0,3352.0,87.84287142955911,0.8744534444405148,yQC15,1849.0109971202305,678.0695104391649,0.9146829792185291,gal10,08152019
13,0.3448918444773132,0.012495330343687815,0,241.33107339359032,08152019_yQC15_11,0,60447,08152019_yQC15_11_60447_0,2463.0,57.46233876382556,0.8728654859836508,yQC15,562.0144483728183,717.9152306450266,0.9022309024594568,gal10,08152019
13,0.2651064996679264,0.014335281435939068,0,195.03468891778977,08152019_yQC15_11,13,64650,08152019_yQC15_11_64650_0,2230.0,48.04988271236763,0.8681210581172858,yQC15,585.0490182569755,768.0696176369272,0.8314839882399424,gal10,08152019
13,0.3620362983465279,0.014697534195281685,0,176.94208067612226,08152019_yQC15_11,13,66195,08152019_yQC15_11_66195_0,2191.0,42.19817020642913,0.8726478210246397,yQC15,566.9817746896002,786.0391084785663,0.7343841323311394,gal10,08152019
14,0.2714361469104215,0.0016040330583039634,0,1897.2649368134653,08152019_yQC15_11,14,73560,08152019_yQC15_11_73560_0,14789.0,440.2825802114513,0.8763208725895383,yQC15,684.0385624594987,871.9649113488363,0.8365963913177749,gal10,08152019
16,0.2887473974655317,0.007743461339892442,0,363.47129538895433,08152019_yQC15_11,16,76021,08152019_yQC15_11_76021_0,3577.0,85.96172389607716,0.8737836700648796,yQC15,629.9464520064323,901.0820502393672,0.7865631967817639,gal10,08152019
15,0.2942797715708816,0.002554027346583754,0,1189.0867926820395,08152019_yQC15_11,15,76196,08152019_yQC15_11_76196_0,9529.0,274.9767407067247,0.8767836944610139,yQC15,925.9998304988983,902.9431323803605,0.7944282624362714,gal10,08152019
19,0.31085475376967675,0.027752719386009927,0,114.77015469454365,08152019_yQC15_11,0,80182,08152019_yQC15_11_80182_0,1465.0,27.99550632864037,0.8695247490640573,yQC15,634.0580694257449,950.0625182930396,0.8501714474938151,gal10,08152019
18,0.2559540635997181,0.006030620981398218,0,493.9423136040242,08152019_yQC15_11,18,80519,08152019_yQC15_11_80519_0,4409.0,113.6817764787434,0.8774098646694592,yQC15,1204.996966853008,954.0554535438854,0.8106035324244105,gal10,08152019
20,0.3145806211569049,0.00753010256414758,0,377.9628497808136,08152019_yQC15_11,0,90342,08152019_yQC15_11_90342_0,3660.0,88.96484156560015,0.8744256074206701,yQC15,1683.0829926410465,1069.051672651001,0.868584853339612,gal10,08152019
22,0.307280484060072,0.004847522402512038,0,624.9306473908016,08152019_yQC15_11,22,99307,08152019_yQC15_11_99307_0,5327.0,143.04783315320634,0.8781218975978151,yQC15,526.9913457610355,1174.9756498742179,0.7264490845126537,gal10,08152019
23,0.3183230608977282,0.002806165206452657,0,1023.4450339749054,08152019_yQC15_11,23,102439,08152019_yQC15_11_102439_0,8731.0,236.44008980653717,0.8769129200817165,yQC15,457.9607378475071,1211.9849082613975,0.8260206660055703,gal10,08152019
24,0.3394197378611919,0.011489036388647114,0,237.93828944927463,08152019_yQC15_11,24,103537,08152019_yQC15_11_103537_0,2622.0,58.013246255773836,0.8695882047324489,yQC15,502.9170431443417,1224.9859667946691,0.8286304156389834,gal10,08152019
25,0.3518808921950468,0.005427462373986364,0,470.0383031607071,08152019_yQC15_11,25,103864,08152019_yQC15_11_103864_0,4827.0,105.88173259884144,0.8801920675853009,yQC15,439.0150365193031,1228.9486156968685,0.8981494389541009,gal10,08152019
26,0.347426470574647,0.01186152430609066,0,222.92270110165973,08152019_yQC15_11,26,106175,08152019_yQC15_11_106175_0,2560.0,51.14705775856471,0.8778163053276916,yQC15,501.9935806636328,1255.9397546788825,0.7694542248683911,gal10,08152019
28,0.3341373986813173,0.005494511399239738,0,455.2175479504885,08152019_yQC15_11,28,109002,08152019_yQC15_11_109002_0,4776.0,107.07088657536396,0.8745237730481998,yQC15,357.00925365644883,1288.989418067506,0.5581194397758431,gal10,08152019
30,0.3845238583520895,0.012012279950765372,0,215.74074855418758,08152019_yQC15_11,0,109255,08152019_yQC15_11_109255_0,2536.0,51.9935741486316,0.8712059176061353,yQC15,2012.948586198306,1291.0966616841056,0.7875337757834133,gal10,08152019
28,0.30963674006569475,0.005555063189552559,0,464.17987227072035,08152019_yQC15_11,28,109276,08152019_yQC15_11_109276_0,4731.0,107.23212779251956,0.8769183715043278,yQC15,351.9942105339335,1292.0032131536666,0.5534810623664542,gal10,08152019
31,0.3057628632955043,0.0041595058085235285,0,665.1133023827857,08152019_yQC15_11,0,122303,08152019_yQC15_11_122303_0,6101.0,153.7905292461979,0.8767984045242005,yQC15,87.93971656279356,1445.9663026899261,0.905805568063917,gal10,08152019
31,0.3050647820709183,0.02283544834422169,0,105.94891643932293,08152019_yQC15_11,0,124657,08152019_yQC15_11_124657_0,1641.0,26.09420364301397,0.8681644862252059,yQC15,94.02891566265059,1473.9443246670896,0.7338410642537407,gal10,08152019
32,0.2863088756930507,0.005775719360217807,0,496.1459435718173,08152019_yQC15_11,0,128152,08152019_yQC15_11_128152_0,4575.0,113.5877191020693,0.8781001454281971,yQC15,193.06438814337363,1514.9849828704519,0.8170471497269859,gal10,08152019
35,0.2876752446785354,0.0032440057727087363,0,924.5235472499472,08152019_yQC15_11,0,141151,08152019_yQC15_11_141151_0,7640.0,213.3691589851907,0.8770471843603855,yQC15,621.0230650166047,1667.9954073438894,0.8586460659639561,gal10,08152019
36,0.2626473660608469,0.00414582155103921,0,584.3247342037839,08152019_yQC15_11,0,145585,08152019_yQC15_11_145585_0,6119.0,134.1258191372633,0.8777585872621013,yQC15,251.0202014395106,1720.058695702164,0.91450332435365,gal10,08152019
35,0.30992775385096777,0.024566659669934918,0,108.99906279718296,08152019_yQC15_11,0,147315,08152019_yQC15_11_147315_0,1571.0,26.235289708025107,0.8713823496095416,yQC15,558.0447485207102,1739.9882273175542,0.787091618199153,gal10,08152019
1,0.30805535103822795,0.005754258676393179,0,482.06918568882537,08152019_yQC15_10,0,5391,08152019_yQC15_10_5391_0,4264.0,111.63243698538777,0.8766017755044063,yQC15,1143.051237415499,67.04141642730728,0.8842295109280514,gal10,08152019
2,0.2529991184651221,0.011792239288732194,0,236.97853737542042,08152019_yQC15_10,2,8259,08152019_yQC15_10_8259_0,2409.0,54.51898006252478,0.8774629766636032,yQC15,1220.9781627172665,101.02307669607815,0.8280996955071229,gal10,08152019
3,0.2720436683139217,0.013079606178133231,0,201.379657435928,08152019_yQC15_10,3,17454,08152019_yQC15_10_17454_0,2235.0,47.00129104671999,0.8755590101736241,yQC15,1182.0565693747506,211.02307572100776,0.8856234370002255,gal10,08152019
4,0.3007183114123028,0.0058528061493103075,0,404.9132201898727,08152019_yQC15_10,4,20686,08152019_yQC15_10_20686_0,4203.0,88.50592761304691,0.8839796434404461,yQC15,359.02764200963725,249.9504412704444,0.8389997645213483,gal10,08152019
5,0.3360659174703106,0.011660322828505572,0,215.5688583783168,08152019_yQC15_10,5,24228,08152019_yQC15_10_24228_0,2429.0,48.79504661188643,0.8795710297339153,yQC15,1254.9941768989959,290.97279849475274,0.8625779085287426,gal10,08152019
6,0.3636097988515168,0.013494473106216768,0,189.15904203581746,08152019_yQC15_10,6,25635,08152019_yQC15_10_25635_0,2186.0,45.567685234403726,0.8712656590105636,yQC15,1374.062793448926,307.9085918148545,0.8821653992146072,gal10,08152019
7,0.3599966536354619,0.00651086960583335,0,379.0453767764197,08152019_yQC15_10,7,27203,08152019_yQC15_10_27203_0,3843.0,86.47440327900848,0.8785571477680862,yQC15,432.01304379912176,326.99668831408434,0.7546241125436485,gal10,08152019
8,0.29547401750424696,0.007542682830735127,0,364.7023254541726,08152019_yQC15_10,8,31007,08152019_yQC15_10_31007_0,3405.0,83.10368132029416,0.878710899561264,yQC15,1466.955686372265,371.97241663630615,0.77214843419098,gal10,08152019
9,0.3684394104641661,0.00299400001308041,0,718.8554100894229,08152019_yQC15_10,9,40432,08152019_yQC15_10_40432_0,7604.0,167.4976078716729,0.8757819488865675,yQC15,1439.0241503597015,484.9238132761313,0.6869550237539882,gal10,08152019
10,0.24931519957597026,0.006817480461753706,0,383.5874595817827,08152019_yQC15_10,10,44920,08152019_yQC15_10_44920_0,3699.0,91.26824125141238,0.8729643010573666,yQC15,507.9751966673657,538.056807926857,0.7813601137838843,gal10,08152019
12,0.36869503361456624,0.015747231118937142,0,145.40609196383357,08152019_yQC15_10,0,45882,08152019_yQC15_10_45882_0,1965.0,37.26326132159609,0.8623976520330136,yQC15,96.9133581820368,549.924083203078,0.6982878100380965,gal10,08152019
13,0.3382446634466273,0.003179873836397861,0,794.3365044076453,08152019_yQC15_10,13,46145,08152019_yQC15_10_46145_0,7197.0,185.14844236087413,0.8757364601251876,yQC15,222.0669927016296,553.0070078442076,0.8477349954255926,gal10,08152019
15,0.29025862845612976,0.004326991040226999,0,651.0913109609128,08152019_yQC15_10,15,55043,08152019_yQC15_10_55043_0,5459.0,146.6683643985803,0.8801900758312978,yQC15,781.0254662821484,658.0167609166142,0.9168831386806872,gal10,08152019
