time_postinduction,mov_name,strain,no_TS,no_cells,frac_active,thresh,rep,date,CTDr
36.566666666666656,03272019_yQC63TL174_255u100%int480_150msExp_30-50minPosGal_6,yQC63,11,98,0.11224489795918367,7,6.0,03272019,9
36.566666666666656,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_9,yQC22,19,99,0.1919191919191919,7,9.0,05222019,14
36.63333333333333,03052019_yQC22_255u100%int480_150msExp_30-50minPosGal_6,yQC22,112,205,0.5463414634146342,7,6.0,03052019,14
36.63333333333333,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_9,yQC63,4,133,0.03007518796992481,7,9.0,05222019,9
36.8,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_10,yQC21,51,123,0.4146341463414634,7,10.0,05232019,26
36.816666666666656,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_10,yQC26,30,131,0.22900763358778625,7,10.0,05222019,101
36.91666666666666,05222019_yQC62_255u100%int480_150msExp_30-50minPosGal_9,yQC62,15,92,0.16304347826086957,7,9.0,05222019,10
37.15,05222019_yQC23_255u100%int480_150msExp_30-50minPosGal_9,yQC23,24,107,0.22429906542056074,7,9.0,05222019,12
37.28333333333333,03052019_yQC23_255u100%int480_150msExp_30-50minPosGal_9,yQC23,119,222,0.536036036036036,7,9.0,03052019,12
37.316666666666656,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_10,yQC22,24,112,0.21428571428571427,7,10.0,05222019,14
37.36666666666667,03132019_yQC62_255u100%int480_150msExp_30-50minPosGal_7,yQC62,18,94,0.19148936170212766,7,7.0,03132019,10
37.4,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_10,yQC63,3,114,0.02631578947368421,7,10.0,05222019,9
37.5,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_11,yQC21,29,106,0.27358490566037735,7,11.0,05232019,26
37.566666666666656,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_11,yQC26,26,102,0.2549019607843137,7,11.0,05222019,101
37.6,05222019_yQC62_255u100%int480_150msExp_30-50minPosGal_10,yQC62,19,98,0.19387755102040816,7,10.0,05222019,10
37.73333333333333,03052019_yQC21_255u100%int480_150msExp_30-45minPosGal_8,yQC21,156,217,0.7188940092165899,7,8.0,03052019,26
37.833333333333336,03052019_yQC22_255u100%int480_150msExp_30-50minPosGal_7,yQC22,108,210,0.5142857142857142,7,7.0,03052019,14
37.86666666666667,05222019_yQC23_255u100%int480_150msExp_30-50minPosGal_10,yQC23,32,115,0.2782608695652174,7,10.0,05222019,12
37.95,03062019_yQC26_255u100%int480_150msExp_30-50minPosGal_6,yQC26,18,51,0.35294117647058826,7,6.0,03062019,101
37.95,03272019_yQC63TL174_255u100%int480_150msExp_30-50minPosGal_7,yQC63,6,56,0.10714285714285714,7,7.0,03272019,9
38.083333333333336,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_12,yQC21,58,131,0.44274809160305345,7,12.0,05232019,26
38.1,03052019_yQC23_255u100%int480_150msExp_30-50minPosGal_10,yQC23,107,216,0.49537037037037035,7,10.0,03052019,12
38.13333333333333,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_11,yQC22,22,110,0.2,7,11.0,05222019,14
38.266666666666666,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_12,yQC26,31,95,0.3263157894736842,7,12.0,05222019,101
38.45,03132019_yQC62_255u100%int480_150msExp_30-50minPosGal_8,yQC62,20,114,0.17543859649122806,7,8.0,03132019,10
38.55,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_11,yQC63,6,129,0.046511627906976744,7,11.0,05222019,9
38.63333333333333,05222019_yQC62_255u100%int480_150msExp_30-50minPosGal_11,yQC62,5,81,0.06172839506172839,7,11.0,05222019,10
38.75,05222019_yQC23_255u100%int480_150msExp_30-50minPosGal_11,yQC23,34,165,0.20606060606060606,7,11.0,05222019,12
38.8,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_12,yQC22,24,95,0.25263157894736843,7,12.0,05222019,14
38.9,03052019_yQC22_255u100%int480_150msExp_30-50minPosGal_8,yQC22,120,224,0.5357142857142857,7,8.0,03052019,14
38.91666666666666,03272019_yQC63TL174_255u100%int480_150msExp_30-50minPosGal_8,yQC63,6,63,0.09523809523809523,7,8.0,03272019,9
38.95,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_13,yQC21,60,151,0.3973509933774834,7,13.0,05232019,26
38.98333333333333,03052019_yQC21_255u100%int480_150msExp_30-45minPosGal_9,yQC21,155,245,0.6326530612244898,7,9.0,03052019,26
39.11666666666667,03062019_yQC26_255u100%int480_150msExp_30-50minPosGal_7,yQC26,17,39,0.4358974358974359,7,7.0,03062019,101
39.15,03052019_yQC23_255u100%int480_150msExp_30-50minPosGal_11,yQC23,99,214,0.46261682242990654,7,11.0,03052019,12
39.266666666666666,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_13,yQC26,19,89,0.21348314606741572,7,13.0,05222019,101
39.316666666666656,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_12,yQC63,6,137,0.043795620437956206,7,12.0,05222019,9
39.433333333333344,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_13,yQC22,24,85,0.2823529411764706,7,13.0,05222019,14
39.55,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_14,yQC21,52,157,0.33121019108280253,7,14.0,05232019,26
39.66666666666666,05222019_yQC62_255u100%int480_150msExp_30-50minPosGal_12,yQC62,15,110,0.13636363636363635,7,12.0,05222019,10
39.71666666666667,03132019_yQC62_255u100%int480_150msExp_30-50minPosGal_9,yQC62,25,122,0.20491803278688525,7,9.0,03132019,10
39.8,05222019_yQC23_255u100%int480_150msExp_30-50minPosGal_12,yQC23,19,123,0.15447154471544716,7,12.0,05222019,12
39.91666666666666,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_14,yQC26,20,94,0.2127659574468085,7,14.0,05222019,101
39.933333333333344,03052019_yQC22_255u100%int480_150msExp_30-50minPosGal_9,yQC22,117,239,0.4895397489539749,7,9.0,03052019,14
39.96666666666667,03052019_yQC21_255u100%int480_150msExp_30-45minPosGal_10,yQC21,184,274,0.6715328467153284,7,10.0,03052019,26
39.96666666666667,03272019_yQC63TL174_255u100%int480_150msExp_30-50minPosGal_9,yQC63,5,63,0.07936507936507936,7,9.0,03272019,9
40.016666666666666,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_13,yQC63,10,131,0.07633587786259542,7,13.0,05222019,9
40.16666666666666,03052019_yQC23_255u100%int480_150msExp_30-50minPosGal_12,yQC23,123,253,0.48616600790513836,7,12.0,03052019,12
40.16666666666666,03062019_yQC26_255u100%int480_150msExp_30-50minPosGal_8,yQC26,14,47,0.2978723404255319,7,8.0,03062019,101
40.183333333333344,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_14,yQC22,19,72,0.2638888888888889,7,14.0,05222019,14
40.183333333333344,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_15,yQC21,47,140,0.3357142857142857,7,15.0,05232019,26
40.46666666666667,05222019_yQC62_255u100%int480_150msExp_30-50minPosGal_13,yQC62,10,89,0.11235955056179775,7,13.0,05222019,10
40.516666666666666,05222019_yQC23_255u100%int480_150msExp_30-50minPosGal_13,yQC23,25,130,0.19230769230769232,7,13.0,05222019,12
40.683333333333344,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_15,yQC26,32,129,0.24806201550387597,7,15.0,05222019,101
40.73333333333333,03132019_yQC62_255u100%int480_150msExp_30-50minPosGal_10,yQC62,24,96,0.25,7,10.0,03132019,10
40.8,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_16,yQC21,49,153,0.3202614379084967,7,16.0,05232019,26
40.98333333333333,03272019_yQC63TL174_255u100%int480_150msExp_30-50minPosGal_10,yQC63,4,53,0.07547169811320754,7,10.0,03272019,9
41.066666666666656,03062019_yQC26_255u100%int480_150msExp_30-50minPosGal_9,yQC26,22,86,0.2558139534883721,7,9.0,03062019,101
41.083333333333336,03052019_yQC21_255u100%int480_150msExp_30-45minPosGal_11,yQC21,164,242,0.6776859504132231,7,11.0,03052019,26
41.15,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_14,yQC63,9,142,0.06338028169014084,7,14.0,05222019,9
41.3,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_15,yQC22,18,79,0.22784810126582278,7,15.0,05222019,14
41.3,05222019_yQC23_255u100%int480_150msExp_30-50minPosGal_14,yQC23,30,127,0.23622047244094488,7,14.0,05222019,12
41.433333333333344,05222019_yQC62_255u100%int480_150msExp_30-50minPosGal_14,yQC62,27,109,0.24770642201834864,7,14.0,05222019,10
41.46666666666667,03052019_yQC23_255u100%int480_150msExp_30-50minPosGal_13,yQC23,92,188,0.48936170212765956,7,13.0,03052019,12
41.48333333333333,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_16,yQC26,27,118,0.2288135593220339,7,16.0,05222019,101
41.516666666666666,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_17,yQC21,45,149,0.30201342281879195,7,17.0,05232019,26
41.566666666666656,03052019_yQC22_255u100%int480_150msExp_30-50minPosGal_10,yQC22,104,205,0.5073170731707317,7,10.0,03052019,14
41.933333333333344,03132019_yQC62_255u100%int480_150msExp_30-50minPosGal_11,yQC62,23,102,0.22549019607843138,7,11.0,03132019,10
42.0,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_15,yQC63,7,137,0.051094890510948905,7,15.0,05222019,9
42.016666666666666,03062019_yQC26_255u100%int480_150msExp_30-50minPosGal_10,yQC26,20,64,0.3125,7,10.0,03062019,101
42.066666666666656,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_16,yQC22,14,91,0.15384615384615385,7,16.0,05222019,14
42.13333333333333,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_18,yQC21,33,143,0.23076923076923078,7,18.0,05232019,26
42.23333333333333,03272019_yQC63TL174_255u100%int480_150msExp_30-50minPosGal_11,yQC63,4,50,0.08,7,11.0,03272019,9
42.266666666666666,05222019_yQC23_255u100%int480_150msExp_30-50minPosGal_15,yQC23,19,134,0.1417910447761194,7,15.0,05222019,12
42.266666666666666,05222019_yQC62_255u100%int480_150msExp_30-50minPosGal_15,yQC62,15,112,0.13392857142857142,7,15.0,05222019,10
42.316666666666656,03052019_yQC23_255u100%int480_150msExp_30-50minPosGal_14,yQC23,94,206,0.4563106796116505,7,14.0,03052019,12
42.41666666666666,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_17,yQC26,15,97,0.15463917525773196,7,17.0,05222019,101
42.566666666666656,03052019_yQC22_255u100%int480_150msExp_30-50minPosGal_11,yQC22,103,227,0.45374449339207046,7,11.0,03052019,14
42.78333333333333,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_16,yQC63,5,146,0.03424657534246575,7,16.0,05222019,9
42.833333333333336,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_17,yQC22,19,100,0.19,7,17.0,05222019,14
42.833333333333336,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_19,yQC21,33,134,0.2462686567164179,7,19.0,05232019,26
42.9,03052019_yQC21_255u100%int480_150msExp_30-45minPosGal_12,yQC21,157,243,0.6460905349794238,7,12.0,03052019,26
42.96666666666667,05222019_yQC23_255u100%int480_150msExp_30-50minPosGal_16,yQC23,30,135,0.2222222222222222,7,16.0,05222019,12
43.16666666666666,03132019_yQC62_255u100%int480_150msExp_30-50minPosGal_12,yQC62,21,98,0.21428571428571427,7,12.0,03132019,10
43.18333333333334,03272019_yQC63TL174_255u100%int480_150msExp_30-50minPosGal_12,yQC63,5,66,0.07575757575757576,7,12.0,03272019,9
43.2,03052019_yQC23_255u100%int480_150msExp_30-50minPosGal_15,yQC23,85,198,0.4292929292929293,7,15.0,03052019,12
43.28333333333333,03062019_yQC26_255u100%int480_150msExp_30-50minPosGal_11,yQC26,29,98,0.29591836734693877,7,11.0,03062019,101
43.33333333333334,05222019_yQC62_255u100%int480_150msExp_30-50minPosGal_16,yQC62,21,104,0.20192307692307693,7,16.0,05222019,10
43.43333333333334,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_18,yQC26,29,120,0.24166666666666667,7,18.0,05222019,101
43.55,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_20,yQC21,42,144,0.2916666666666667,7,20.0,05232019,26
43.6,03052019_yQC22_255u100%int480_150msExp_30-50minPosGal_12,yQC22,94,205,0.4585365853658537,7,12.0,03052019,14
43.66666666666666,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_18,yQC22,10,115,0.08695652173913043,7,18.0,05222019,14
43.71666666666667,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_17,yQC63,10,105,0.09523809523809523,7,17.0,05222019,9
43.75,05222019_yQC23_255u100%int480_150msExp_30-50minPosGal_17,yQC23,23,136,0.16911764705882354,7,17.0,05222019,12
44.1,03052019_yQC21_255u100%int480_150msExp_30-45minPosGal_13,yQC21,210,313,0.670926517571885,7,13.0,03052019,26
44.15,03052019_yQC23_255u100%int480_150msExp_30-50minPosGal_16,yQC23,108,239,0.45188284518828453,7,16.0,03052019,12
44.15,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_19,yQC26,28,120,0.23333333333333334,7,19.0,05222019,101
44.28333333333333,03132019_yQC62_255u100%int480_150msExp_30-50minPosGal_13,yQC62,27,93,0.2903225806451613,7,13.0,03132019,10
44.28333333333333,03272019_yQC63TL174_255u100%int480_150msExp_30-50minPosGal_13,yQC63,13,106,0.12264150943396226,7,13.0,03272019,9
44.28333333333333,05222019_yQC62_255u100%int480_150msExp_30-50minPosGal_17,yQC62,22,82,0.2682926829268293,7,17.0,05222019,10
44.28333333333333,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_21,yQC21,30,150,0.2,7,21.0,05232019,26
44.43333333333334,03062019_yQC26_255u100%int480_150msExp_30-50minPosGal_12,yQC26,19,90,0.2111111111111111,7,12.0,03062019,101
44.48333333333333,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_19,yQC22,7,114,0.06140350877192982,7,19.0,05222019,14
44.53333333333333,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_18,yQC63,9,106,0.08490566037735849,7,18.0,05222019,9
44.58333333333334,03052019_yQC22_255u100%int480_150msExp_30-50minPosGal_13,yQC22,77,192,0.4010416666666667,7,13.0,03052019,14
44.81666666666666,05222019_yQC23_255u100%int480_150msExp_30-50minPosGal_18,yQC23,21,107,0.19626168224299065,7,18.0,05222019,12
44.85,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_22,yQC21,41,147,0.2789115646258503,7,22.0,05232019,26
45.0,03052019_yQC23_255u100%int480_150msExp_30-50minPosGal_17,yQC23,92,228,0.40350877192982454,7,17.0,03052019,12
45.11666666666667,03272019_yQC63TL174_255u100%int480_150msExp_30-50minPosGal_14,yQC63,13,129,0.10077519379844961,7,14.0,03272019,9
45.18333333333334,03132019_yQC62_255u100%int480_150msExp_30-50minPosGal_14,yQC62,30,104,0.28846153846153844,7,14.0,03132019,10
45.23333333333333,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_20,yQC26,27,102,0.2647058823529412,7,20.0,05222019,101
45.26666666666666,05222019_yQC62_255u100%int480_150msExp_30-50minPosGal_18,yQC62,10,74,0.13513513513513514,7,18.0,05222019,10
45.33333333333334,03062019_yQC26_255u100%int480_150msExp_30-50minPosGal_13,yQC26,14,87,0.16091954022988506,7,13.0,03062019,101
45.4,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_20,yQC22,16,108,0.14814814814814814,7,20.0,05222019,14
45.46666666666667,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_19,yQC63,8,136,0.058823529411764705,7,19.0,05222019,9
45.56666666666666,03052019_yQC21_255u100%int480_150msExp_30-45minPosGal_14,yQC21,171,281,0.608540925266904,7,14.0,03052019,26
45.61666666666667,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_23,yQC21,26,132,0.19696969696969696,7,23.0,05232019,26
45.71666666666667,05222019_yQC23_255u100%int480_150msExp_30-50minPosGal_19,yQC23,16,100,0.16,7,19.0,05222019,12
45.93333333333334,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_21,yQC26,31,107,0.2897196261682243,7,21.0,05222019,101
46.05,03272019_yQC63TL174_255u100%int480_150msExp_30-50minPosGal_15,yQC63,7,136,0.051470588235294115,7,15.0,03272019,9
46.06666666666666,03052019_yQC23_255u100%int480_150msExp_30-50minPosGal_18,yQC23,114,250,0.456,7,18.0,03052019,12
46.11666666666667,03132019_yQC62_255u100%int480_150msExp_30-50minPosGal_15,yQC62,26,92,0.2826086956521739,7,15.0,03132019,10
46.13333333333333,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_21,yQC22,24,108,0.2222222222222222,7,21.0,05222019,14
46.2,03062019_yQC26_255u100%int480_150msExp_30-50minPosGal_14,yQC26,26,101,0.25742574257425743,7,14.0,03062019,101
46.25,03052019_yQC22_255u100%int480_150msExp_30-50minPosGal_14,yQC22,86,179,0.48044692737430167,7,14.0,03052019,14
46.3,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_20,yQC63,7,137,0.051094890510948905,7,20.0,05222019,9
46.35,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_24,yQC21,23,127,0.18110236220472442,7,24.0,05232019,26
46.65,05222019_yQC23_255u100%int480_150msExp_30-50minPosGal_20,yQC23,15,117,0.1282051282051282,7,20.0,05222019,12
46.71666666666667,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_22,yQC26,35,107,0.32710280373831774,7,22.0,05222019,101
46.73333333333333,05222019_yQC62_255u100%int480_150msExp_30-50minPosGal_19,yQC62,22,88,0.25,7,19.0,05222019,10
46.9,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_22,yQC22,45,111,0.40540540540540543,7,22.0,05222019,14
46.93333333333334,03052019_yQC23_255u100%int480_150msExp_30-50minPosGal_19,yQC23,98,217,0.45161290322580644,7,19.0,03052019,12
47.01666666666666,03062019_yQC26_255u100%int480_150msExp_30-50minPosGal_15,yQC26,37,112,0.33035714285714285,7,15.0,03062019,101
47.01666666666666,03272019_yQC63TL174_255u100%int480_150msExp_30-50minPosGal_16,yQC63,10,114,0.08771929824561403,7,16.0,03272019,9
47.01666666666666,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_25,yQC21,26,150,0.17333333333333334,7,25.0,05232019,26
47.06666666666666,03132019_yQC62_255u100%int480_150msExp_30-50minPosGal_16,yQC62,19,77,0.24675324675324675,7,16.0,03132019,10
47.11666666666667,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_21,yQC63,11,136,0.08088235294117647,7,21.0,05222019,9
47.23333333333333,03052019_yQC22_255u100%int480_150msExp_30-50minPosGal_15,yQC22,91,197,0.4619289340101523,7,15.0,03052019,14
47.58333333333333,05222019_yQC62_255u100%int480_150msExp_30-50minPosGal_20,yQC62,12,84,0.14285714285714285,7,20.0,05222019,10
47.63333333333333,05222019_yQC23_255u100%int480_150msExp_30-50minPosGal_21,yQC23,19,119,0.15966386554621848,7,21.0,05222019,12
47.65,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_23,yQC26,22,80,0.275,7,23.0,05222019,101
47.65,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_26,yQC21,35,165,0.21212121212121213,7,26.0,05232019,26
47.68333333333334,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_23,yQC22,44,95,0.4631578947368421,7,23.0,05222019,14
47.86666666666667,03272019_yQC63TL174_255u100%int480_150msExp_30-50minPosGal_17,yQC63,30,131,0.22900763358778625,7,17.0,03272019,9
47.91666666666667,03052019_yQC23_255u100%int480_150msExp_30-50minPosGal_20,yQC23,74,198,0.37373737373737376,7,20.0,03052019,12
47.95,03062019_yQC26_255u100%int480_150msExp_30-50minPosGal_16,yQC26,20,99,0.20202020202020202,7,16.0,03062019,101
47.96666666666667,03132019_yQC62_255u100%int480_150msExp_30-50minPosGal_17,yQC62,13,68,0.19117647058823528,7,17.0,03132019,10
48.03333333333333,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_22,yQC63,15,124,0.12096774193548387,7,22.0,05222019,9
48.05,03052019_yQC22_255u100%int480_150msExp_30-50minPosGal_16,yQC22,67,157,0.4267515923566879,7,16.0,03052019,14
48.13333333333333,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_27,yQC21,31,173,0.1791907514450867,7,27.0,05232019,26
48.48333333333333,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_24,yQC26,31,109,0.28440366972477066,7,24.0,05222019,101
48.56666666666666,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_24,yQC22,26,96,0.2708333333333333,7,24.0,05222019,14
48.58333333333333,05222019_yQC62_255u100%int480_150msExp_30-50minPosGal_21,yQC62,18,99,0.18181818181818182,7,21.0,05222019,10
48.66666666666667,05222019_yQC23_255u100%int480_150msExp_30-50minPosGal_22,yQC23,23,161,0.14285714285714285,7,22.0,05222019,12
48.85,03132019_yQC62_255u100%int480_150msExp_30-50minPosGal_18,yQC62,26,98,0.2653061224489796,7,18.0,03132019,10
48.86666666666667,03052019_yQC23_255u100%int480_150msExp_30-50minPosGal_21,yQC23,83,196,0.42346938775510207,7,21.0,03052019,12
48.86666666666667,03272019_yQC63TL174_255u100%int480_150msExp_30-50minPosGal_18,yQC63,16,122,0.13114754098360656,7,18.0,03272019,9
48.95,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_28,yQC21,29,171,0.1695906432748538,7,28.0,05232019,26
48.96666666666667,03062019_yQC26_255u100%int480_150msExp_30-50minPosGal_17,yQC26,28,100,0.28,7,17.0,03062019,101
49.05,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_23,yQC63,7,100,0.07,7,23.0,05222019,9
49.08333333333333,03052019_yQC22_255u100%int480_150msExp_30-50minPosGal_17,yQC22,67,171,0.391812865497076,7,17.0,03052019,14
49.38333333333333,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_25,yQC26,25,93,0.26881720430107525,7,25.0,05222019,101
49.46666666666667,05222019_yQC62_255u100%int480_150msExp_30-50minPosGal_22,yQC62,13,76,0.17105263157894737,7,22.0,05222019,10
49.53333333333333,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_25,yQC22,41,103,0.39805825242718446,7,25.0,05222019,14
49.61666666666667,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_29,yQC21,28,149,0.18791946308724833,7,29.0,05232019,26
49.76666666666666,03062019_yQC26_255u100%int480_150msExp_30-50minPosGal_18,yQC26,33,119,0.2773109243697479,7,18.0,03062019,101
49.8,03272019_yQC63TL174_255u100%int480_150msExp_30-50minPosGal_19,yQC63,14,132,0.10606060606060606,7,19.0,03272019,9
49.85,03132019_yQC62_255u100%int480_150msExp_30-50minPosGal_19,yQC62,29,86,0.3372093023255814,7,19.0,03132019,10
49.86666666666667,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_24,yQC63,15,130,0.11538461538461539,7,24.0,05222019,9
50.11666666666667,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_26,yQC26,28,116,0.2413793103448276,7,26.0,05222019,101
50.13333333333333,03052019_yQC22_255u100%int480_150msExp_30-50minPosGal_18,yQC22,65,193,0.33678756476683935,7,18.0,03052019,14
50.36666666666667,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_30,yQC21,26,158,0.16455696202531644,7,30.0,05232019,26
50.66666666666667,03272019_yQC63TL174_255u100%int480_150msExp_30-50minPosGal_20,yQC63,28,119,0.23529411764705882,7,20.0,03272019,9
51.41666666666667,03272019_yQC63TL174_255u100%int480_150msExp_30-50minPosGal_21,yQC63,14,123,0.11382113821138211,7,21.0,03272019,9
30.0,03052019_yQC21_255u100%int480_150msExp_30-45minPosGal_3,yQC21,177,252,0.7023809523809523,8,3.0,03052019,26
30.0,03052019_yQC22_255u100%int480_150msExp_30-50minPosGal_1,yQC22,119,223,0.5336322869955157,8,1.0,03052019,14
30.0,03052019_yQC23_255u100%int480_150msExp_30-50minPosGal_1,yQC23,112,240,0.4666666666666667,8,1.0,03052019,12
30.0,03062019_yQC26_255u100%int480_150msExp_30-50minPosGal_1,yQC26,28,112,0.25,8,1.0,03062019,101
30.0,03132019_yQC62_255u100%int480_150msExp_30-50minPosGal_1,yQC62,8,74,0.10810810810810811,8,1.0,03132019,10
30.0,03272019_yQC63TL174_255u100%int480_150msExp_30-50minPosGal_1,yQC63,3,81,0.037037037037037035,8,1.0,03272019,9
30.0,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_1,yQC22,35,88,0.3977272727272727,8,1.0,05222019,14
30.0,05222019_yQC23_255u100%int480_150msExp_30-50minPosGal_1,yQC23,21,107,0.19626168224299065,8,1.0,05222019,12
30.0,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_1,yQC26,19,101,0.18811881188118812,8,1.0,05222019,101
30.0,05222019_yQC62_255u100%int480_150msExp_30-50minPosGal_1,yQC62,7,113,0.061946902654867256,8,1.0,05222019,10
30.0,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_1,yQC63,5,144,0.034722222222222224,8,1.0,05222019,9
30.0,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_1,yQC21,81,159,0.5094339622641509,8,1.0,05232019,26
30.61666666666667,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_2,yQC21,87,167,0.5209580838323353,8,2.0,05232019,26
30.86666666666667,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_2,yQC63,4,135,0.02962962962962963,8,2.0,05222019,9
30.88333333333333,03052019_yQC23_255u100%int480_150msExp_30-50minPosGal_2,yQC23,89,208,0.42788461538461536,8,2.0,03052019,12
30.88333333333333,05222019_yQC23_255u100%int480_150msExp_30-50minPosGal_2,yQC23,18,80,0.225,8,2.0,05222019,12
30.9,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_2,yQC22,21,103,0.20388349514563106,8,2.0,05222019,14
30.98333333333333,05222019_yQC62_255u100%int480_150msExp_30-50minPosGal_2,yQC62,11,117,0.09401709401709402,8,2.0,05222019,10
31.0,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_2,yQC26,19,111,0.17117117117117117,8,2.0,05222019,101
31.15,03052019_yQC22_255u100%int480_150msExp_30-50minPosGal_2,yQC22,123,225,0.5466666666666666,8,2.0,03052019,14
31.216666666666665,03052019_yQC21_255u100%int480_150msExp_30-45minPosGal_4,yQC21,195,291,0.6701030927835051,8,4.0,03052019,26
31.266666666666666,03132019_yQC62_255u100%int480_150msExp_30-50minPosGal_2,yQC62,6,78,0.07692307692307693,8,2.0,03132019,10
31.316666666666666,05232019_yQC21_255u100%int480_150msExp_30-50minPosGal_3,yQC21,66,127,0.5196850393700787,8,3.0,05232019,26
31.58333333333333,05222019_yQC63_255u100%int480_150msExp_30-50minPosGal_3,yQC63,4,153,0.026143790849673203,8,3.0,05222019,9
31.6,03052019_yQC23_255u100%int480_150msExp_30-50minPosGal_3,yQC23,111,250,0.444,8,3.0,03052019,12
31.716666666666665,05222019_yQC22_255u100%int480_150msExp_30-50minPosGal_3,yQC22,42,103,0.4077669902912621,8,3.0,05222019,14
31.766666666666666,05222019_yQC62_255u100%int480_150msExp_30-50minPosGal_3,yQC62,13,109,0.11926605504587157,8,3.0,05222019,10
31.78333333333333,05222019_yQC26_255u100%int480_150msExp_30-50minPosGal_3,yQC26,23,94,0.24468085106382978,8,3.0,05222019,101
31.8,03062019_yQC26_255u100%int480_150msExp_30-50minPosGal_2,yQC26,15,101,0.1485148514851485,8,2.0,03062019,101
