strain,time,spot
yQC23,8.666666666666666,0.0
yQC23,8.666666666666666,0.0
yQC23,8.666666666666666,0.0
yQC23,8.666666666666666,0.0
yQC23,8.666666666666666,0.0
yQC23,8.666666666666666,0.0
yQC23,8.666666666666666,0.0
yQC23,8.666666666666666,0.0
yQC23,8.666666666666666,0.0
yQC23,8.666666666666666,0.0
yQC23,8.666666666666666,0.0
yQC23,8.666666666666666,0.0
yQC23,8.666666666666666,0.0
yQC23,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,1.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,1.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,1.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,1.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,1.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,1.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,1.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,1.0
yQC22,8.666666666666666,1.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,1.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,1.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,1.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,1.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,1.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,1.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,1.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,1.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,1.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC22,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,1.0
yQC21,8.666666666666666,0.0
yQC21,8.666666666666666,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,1.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,1.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,1.0
yQC23,9.0,1.0
yQC23,9.0,0.0
yQC23,9.0,1.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,1.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,1.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,1.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,1.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,1.0
yQC23,9.0,1.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,1.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,1.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC23,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,1.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC22,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,1.0
yQC21,9.0,1.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,1.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
yQC21,9.0,0.0
