acc,pi,arom,instab,net_charge,gravy
RFI_24716,5.37811279296875,0.11904761904761904,119.25317460317466,-2.0,-1.0198412698412689
M896_031450,9.33099365234375,0.12844036697247707,138.762385321101,4.0,-1.000917431192661
NEQG_00486,3.67730712890625,0.08,49.57200000000001,-7.0,-1.4560000000000002
VICG_01166,8.93829345703125,0.13333333333333333,79.17866666666666,2.0,-1.2320000000000004
TVAG_247430,9.15643310546875,0.1111111111111111,85.52380952380952,2.0,-1.2730158730158734
BSAL_18850,3.61663818359375,0.07894736842105263,106.3394736842105,-6.0,-1.055263157894737
ABB37_09150,4.24322509765625,0.07142857142857142,74.24821428571428,-6.0,-0.8321428571428573
Tb927.8.7400,4.31927490234375,0.056603773584905655,101.07735849056606,-13.0,-1.0528301886792453
LmjF.31.2610,3.98968505859375,0.09090909090909091,79.19545454545454,-6.0,-1.3363636363636366
STCU_06789,4.66802978515625,0.04918032786885246,82.72295081967212,-5.0,-1.0754098360655737
GSBLH_T00003794001,11.28692626953125,0.05663716814159292,49.70161061946913,33.0,-0.2605309734513249
XU18_5005,5.65118408203125,0.0788224121557455,38.155944919278404,-26.0,-0.3365622032288686
PPERSA_12655,4.66998291015625,0.09615384615384616,99.48397435897436,-7.0,-1.4294871794871795
EIN_131860,4.55877685546875,0.14285714285714285,86.29795918367346,-1.0,-0.3632653061224489
ENSCSAVG00000008334.1,7.57012939453125,0.1310344827586207,158.6296551724138,1.0,-0.9786206896551768
ENSMMUG00000023620.3,8.27423095703125,0.13380281690140847,139.62370892018774,2.0,-1.1192488262910831
ENSOGAG00000033608.1,8.23529052734375,0.1320754716981132,140.23514150943393,2.0,-1.1301886792452864
ENSACAG00000014561.3,8.23529052734375,0.12971698113207547,140.23514150943393,2.0,-1.1278301886792488
ENSAMEG00000016265.1,8.27423095703125,0.1341176470588235,139.92870588235292,2.0,-1.1209411764705917
ENSRNOG00000028834.5,8.23529052734375,0.1320754716981132,141.2771226415094,2.0,-1.1301886792452864
ENSMICG00000013372.2,8.27423095703125,0.13380281690140847,139.62370892018774,2.0,-1.1192488262910831
ENSPTRG00000008691.5,8.30999755859375,0.12637362637362637,141.79642857142863,2.0,-1.1096153846153871
ENSCJAG00000015157.2,8.28363037109375,0.13317757009345793,139.01799065420556,2.0,-1.1056074766355173
ENSDARG00000099966.1,8.23529052734375,0.13270142180094785,138.4194312796208,2.0,-1.1492890995260696
ENSCJAG00000015157.2,8.27423095703125,0.13380281690140847,139.62370892018774,2.0,-1.1192488262910831
ENSNLEG00000009460.1,8.23529052734375,0.1320754716981132,140.23514150943393,2.0,-1.1301886792452864
ENSXETG00000012465.3,8.27423095703125,0.1341176470588235,141.7548235294117,2.0,-1.1150588235294152
ENSMPUG00000009648.1,8.23529052734375,0.1320754716981132,140.23514150943393,2.0,-1.1301886792452864
ENSMICG00000013372.2,8.38323974609375,0.12931034482758622,132.43211206896547,2.0,-1.0383620689655204
ENSSTOG00000001304.2,8.28363037109375,0.13317757009345793,139.01799065420556,2.0,-1.1056074766355173
ENSONIG00000009231.1,8.27423095703125,0.13443396226415094,138.84999999999997,2.0,-1.1426886792452864
ENSMLUG00000009088.2,8.23529052734375,0.1320754716981132,140.23514150943393,2.0,-1.1301886792452864
ENSMUSG00000005198.15,8.23529052734375,0.1320754716981132,140.6893867924528,2.0,-1.124292452830192
ENSMODG00000007009.3,8.23529052734375,0.1320754716981132,140.23514150943393,2.0,-1.1301886792452864
ENSMMUG00000023620.3,8.38323974609375,0.12931034482758622,132.43211206896547,2.0,-1.0383620689655204
ENSPANG00000024099.1,8.23529052734375,0.1320754716981132,140.23514150943393,2.0,-1.1301886792452864
ENSAMXG00000020046.1,8.23529052734375,0.13270142180094785,139.46066350710893,2.0,-1.1537914691943163
ENSBTAG00000046765.1,8.23529052734375,0.13238770685579196,139.644208037825,2.0,-1.1125295508274267
ENSPVAG00000005069.1,8.23529052734375,0.1320754716981132,140.23514150943393,2.0,-1.1301886792452864
ENSCAFG00000016532.6,8.53546142578125,0.13002364066193853,141.0073286052009,3.0,-1.1219858156028402
ENSDARG00000099966.1,8.55169677734375,0.13554987212276215,140.59769820971866,3.0,-1.1933503836317167
ENSPPYG00000007924.1,8.25128173828125,0.13414634146341464,136.2887804878049,2.0,-1.1129268292682957
ENSMICG00000013372.2,8.81158447265625,0.14148681055155876,134.98872901678658,5.0,-1.0014388489208654
ENSMUSG00000005198.15,8.61187744140625,0.13471502590673576,142.2481865284974,3.0,-1.1810880829015575
ENSLAFG00000008626.4,8.23529052734375,0.1320754716981132,140.23514150943393,2.0,-1.1301886792452864
ENSPFOG00000007890.2,5.13372802734375,0.1322314049586777,143.0471074380166,-1.0,-1.1388429752066145
ENSOARG00000013874.1,8.64239501953125,0.13372093023255816,146.6418604651164,3.0,-1.0845930232558167
ENSMICG00000013372.2,9.23345947265625,0.12944162436548223,131.91167512690362,10.0,-1.1012690355329973
WBGene00000123,4.94793701171875,0.12612612612612611,143.12342342342367,-2.0,-1.0189189189189207
ENSOCUG00000017929.2,7.75201416015625,0.13075060532687652,133.15254237288136,1.0,-1.0082324455205833
ENSSHAG00000002858.1,8.28607177734375,0.13066666666666668,137.76666666666674,2.0,-1.1288000000000027
ENSLOCG00000013863.1,8.63323974609375,0.1308411214953271,134.26542056074788,3.0,-1.1495327102803758
ENSLOCG00000013863.1,8.83331298828125,0.12623762376237624,120.2539603960397,5.0,-0.9886138613861404
ENSLAFG00000008626.4,8.32672119140625,0.12941176470588234,134.59676470588255,2.0,-1.1411764705882375
ENSCSAVG00000008334.1,8.54571533203125,0.13679245283018868,163.69669811320787,2.0,-1.104245283018869
ENSCSAVG00000008334.1,8.53802490234375,0.14089347079037798,164.51855670103117,2.0,-1.0481099656357415
ENSCJAG00000015157.2,8.57830810546875,0.13513513513513514,141.7548648648649,3.0,-1.2167567567567599
ENSG00000181222.15,9.42425537109375,0.09216589861751152,132.56198156682072,9.0,-0.8557603686635971
ENSCSAVG00000008334.1,8.50262451171875,0.1360759493670886,164.73860759493695,2.0,-1.0768987341772183
ENSMMUG00000023620.3,9.45111083984375,0.08390022675736962,121.89659863945619,8.0,-0.7269841269841284
ENSFCAG00000009614.3,4.36871337890625,0.13168724279835392,147.6436213991772,-1.0,-1.0510288065843625
ENSCAFG00000016532.6,5.78302001953125,0.13168724279835392,148.91851851851877,0.0,-1.0670781893004118
ENSCSAVG00000008334.1,8.72296142578125,0.13703703703703704,164.46925925925956,3.0,-1.05777777777778
ENSXMAG00000015687.1,9.84283447265625,0.09931506849315068,139.31883561643875,13.0,-0.9688356164383555
ENSCSAVG00000008334.1,5.50811767578125,0.14705882352941177,160.84352941176493,0.0,-1.0847058823529414
ENSTNIG00000010136.1,6.65631103515625,0.12041884816753928,130.88743455497394,0.0,-0.923560209424083
ENSCSAVG00000008334.1,8.62982177734375,0.14150943396226415,172.84905660377396,2.0,-1.0754716981132086
ENSOCUG00000017929.2,8.62921142578125,0.12371134020618556,132.15927835051556,2.0,-0.9912371134020613
ENSLACG00000012071.1,8.52117919921875,0.1322505800464037,139.90904872389785,3.0,-1.121113689095131
ENSCSAVG00000008334.1,7.75604248046875,0.14482758620689656,173.2524137931037,1.0,-1.0634482758620685
ENSCPOG00000014812.3,9.30108642578125,0.10416666666666667,117.97395833333336,3.0,-1.142708333333333
ENSCSAVG00000008334.1,5.90582275390625,0.1506849315068493,155.49315068493155,0.0,-1.0945205479452045
ENSTRUG00000012320.1,5.71673583984375,0.1232876712328767,140.43972602739728,0.0,-0.93972602739726
ENSOPRG00000015116.2,3.79913330078125,0.1111111111111111,95.11555555555555,-1.0,-0.40666666666666684
ENSECAG00000018485.1,3.79986572265625,0.11764705882352941,125.76078431372551,-1.0,-0.47647058823529437
ENSCSAVG00000008334.1,8.75006103515625,0.14545454545454545,183.50000000000009,2.0,-1.0627272727272712
ENSPSIG00000014006.1,4.36871337890625,0.1212121212121212,145.6343434343435,-1.0,-0.9010101010101004
