acc,pi,arom,instab,net_charge,gravy
FISHEDRAFT_48872,7.58270263671875,0.13684210526315788,104.31473684210528,1.0,-0.5821052631578946
ALT_7813,5.91143798828125,0.10806023029229406,57.80595217006241,-17.0,-0.5233835252435768
OIDMADRAFT_129801,9.07305908203125,0.1056910569105691,133.608943089431,2.0,-0.9447154471544709
SCHCODRAFT_81059,9.69598388671875,0.10322580645161292,142.92709677419364,5.0,-1.0367741935483865
PSEUBRA_SCAF19g03296,10.14202880859375,0.10695187165775401,133.2101604278077,11.0,-0.803743315508021
Solyc02g083350.2,8.38116455078125,0.1331168831168831,145.18831168831198,2.0,-1.0737012987013
LOC105620252,7.01727294921875,0.1323943661971831,148.44281690140858,0.0,-1.0284507042253543
MBM_03515,9.35003662109375,0.11029411764705882,135.44779411764716,3.0,-0.7955882352941173
CEQ40766,10.27740478515625,0.11920529801324503,133.3046357615895,9.0,-0.9794701986754963
MPH_04313,9.46795654296875,0.11594202898550725,133.81159420289876,6.0,-0.9072463768115937
HCEG_03484,6.92132568359375,0.11570247933884298,126.8276859504134,0.0,-0.7876033057851233
PADG_06747,6.04998779296875,0.11764705882352941,125.97605042016824,-1.0,-0.7533613445378144
LOC105203889,7.03118896484375,0.13196480938416422,147.5938416422289,0.0,-1.0258064516129053
HCAG_02364,6.92132568359375,0.11570247933884298,126.8276859504134,0.0,-0.7876033057851233
K437DRAFT_269241,9.57208251953125,0.11290322580645162,139.75591397849482,7.0,-0.8559139784946231
PFL1_06445,10.20550537109375,0.10752688172043011,136.2478494623658,11.0,-0.7645161290322575
BDFG_00958,8.13519287109375,0.11570247933884298,124.5578512396696,1.0,-0.810330578512396
PVAR5_7435,5.72149658203125,0.11173184357541899,55.43718808193706,-19.0,-0.5166666666666652
EMPG_10422,6.05413818359375,0.11570247933884298,121.43842975206628,-1.0,-0.7574380165289248
CPAG_08858,5.04925537109375,0.1142857142857143,119.94897959183689,-2.0,-0.7779591836734687
PROQFM164_S03g001424,8.13519287109375,0.10638297872340427,128.79191489361716,1.0,-0.7140425531914889
SCLCIDRAFT_33604,9.57757568359375,0.14432989690721648,115.9207216494846,4.0,-0.5226804123711335
I315_05869,9.45623779296875,0.12631578947368421,122.26052631578972,5.0,-0.8421052631578945
TC009471,8.53045654296875,0.1284153005464481,153.75628415300562,2.0,-1.0407103825136639
PHLGIDRAFT_76648,10.00567626953125,0.13953488372093023,138.15825581395356,7.0,-1.0023255813953484
BN946_scf184920.g24,8.78765869140625,0.12244897959183673,97.31095238095244,2.0,-0.20136054421768698
H072_9398,7.92535400390625,0.11258278145695365,124.98940397351002,1.0,-0.9165562913907278
SPPG_00380,8.82000732421875,0.13059701492537312,137.5738805970152,3.0,-1.0652985074626866
GMDG_07930,9.69683837890625,0.10982658959537572,139.87745664739896,5.0,-0.7537572254335254
M7I_7592,6.74871826171875,0.11926605504587157,119.39541284403681,0.0,-0.7637614678899075
A1Q2_01613,9.67095947265625,0.12552301255230125,120.25648535564875,9.0,-0.8920502092050211
AN0809.2,8.16107177734375,0.11504424778761062,115.7278761061948,1.0,-0.7022123893805304
PLEOSDRAFT_24928,10.28131103515625,0.09999999999999999,141.16857142857145,6.0,-1.1242857142857139
HETIRDRAFT_424453,9.71429443359375,0.0975609756097561,115.81663414634164,7.0,-0.29756097560975553
T310_1779,6.75738525390625,0.11946902654867256,127.19601769911519,0.0,-0.776106194690265
PAN0_011d4397,10.08758544921875,0.10362694300518135,129.2207253886012,11.0,-0.7373056994818649
MCYG_00434,5.48309326171875,0.11336032388663968,122.51093117408925,-2.0,-0.7821862348178129
PRUPE_ppa000093mg,7.61016845703125,0.13398692810457516,148.57254901960815,1.0,-1.1062091503267988
HelroG103917,3.94842529296875,0.1172069825436409,143.25137157107247,-15.0,-0.9885286783042415
MGYG_01527,5.50091552734375,0.11067193675889328,119.5071146245061,-2.0,-0.7750988142292482
GLYMA09G41550,4.55450439453125,0.13095238095238093,145.31111111111142,-2.0,-1.0353174603174606
TRV_02753,5.07562255859375,0.11244979919678715,119.03092369477928,-3.0,-0.7457831325301196
M433DRAFT_4084,8.98284912109375,0.11282051282051282,126.12717948717957,3.0,-0.9723076923076924
BRADI3G16660,4.79608154296875,0.13124999999999998,142.1334375000002,-3.0,-1.0765625000000014
UHOR_05868,10.14495849609375,0.10382513661202186,126.45737704918048,11.0,-0.7584699453551909
E5Q_03004,6.07183837890625,0.05048076923076923,67.92632211538492,-8.0,-0.2959134615384602
PaG_01302,10.08758544921875,0.10362694300518135,129.2207253886012,11.0,-0.7642487046632122
SS1G_05928,9.56036376953125,0.10416666666666666,129.7562500000002,5.0,-0.898958333333333
DAPPUDRAFT_306846,9.20208740234375,0.12742382271468145,158.33074792243775,8.0,-1.1047091412742405
BAUCODRAFT_85149,9.18060302734375,0.11242603550295859,113.48579881656812,4.0,-0.9603550295857989
CEH14257,10.36431884765625,0.10900473933649289,132.20047393364948,11.0,-1.039336492890995
BcDW1_5140,9.56036376953125,0.10638297872340424,134.06861702127676,5.0,-0.8914893617021274
sr14765,10.14495849609375,0.10270270270270271,128.69945945945963,11.0,-0.803243243243243
Bcin05g01420,9.56036376953125,0.10638297872340424,134.06861702127676,5.0,-0.8914893617021274
Zm00001d024583,7.72235107421875,0.12962962962962962,139.76527777777807,1.0,-1.127314814814815
SMAR011868,8.74725341796875,0.13368983957219252,159.06417112299462,4.0,-1.1425133689839604
SELMODRAFT_128226,8.49627685546875,0.14583333333333334,161.74375000000032,2.0,-0.9987500000000007
PP1S249_64V6,6.45208740234375,0.14184397163120568,142.93758865248262,0.0,-1.004964539007093
L798_08987,6.47186279296875,0.1276595744680851,146.11542553191498,0.0,-1.0337765957446836
PISL3812_06335,6.49749755859375,0.09820732657833203,58.15816056118515,-9.0,-0.6052221356196402
g20446,8.29827880859375,0.13480392156862744,151.73749999999998,2.0,-1.0634803921568656
YQE_08734,8.94537353515625,0.1293800539083558,140.77547169811334,5.0,-0.9450134770889507
TRIAE_CS42_5BL_TGACv1_405562_AA1330410,6.40899658203125,0.1111111111111111,129.9000000000001,0.0,-1.0166666666666655
PV06_07788,6.30584716796875,0.1111111111111111,135.78111111111133,0.0,-1.0227777777777778
BVRB_6g152650,7.86199951171875,0.13541666666666666,147.5253472222226,1.0,-1.080902777777779
A1O1_07054,9.05157470703125,0.11981566820276499,138.58202764976977,3.0,-0.8525345622119811
PV07_02483,9.05157470703125,0.11981566820276499,140.82073732718914,3.0,-0.8529953917050686
PODANS_1_2650,9.51800537109375,0.10191082802547771,140.80509554140139,3.0,-0.8375796178343945
NEMVEDRAFT_v1g229643,8.97369384765625,0.11855670103092784,153.34020618556707,5.0,-0.8402061855670123
Z517_00085,9.05157470703125,0.11981566820276499,141.38940092165916,3.0,-0.8294930875576032
PTRG_04620,9.58282470703125,0.11979166666666667,133.58177083333348,6.0,-0.9708333333333331
MLOC_61462,7.73931884765625,0.12437810945273632,132.85572139303505,1.0,-1.0636815920398004
BIMP19199,7.01470947265625,0.13314447592067988,146.03314447592084,0.0,-1.0334277620396626
CTHT_0058480,9.39764404296875,0.10256410256410256,135.0878205128206,3.0,-1.0147435897435897
COCSADRAFT_164565,9.61651611328125,0.11917098445595856,134.5492227979276,6.0,-0.9129533678756473
PV09_06398,9.52801513671875,0.11494252873563218,139.3218390804599,7.0,-0.914942528735632
TW65_04414,9.58209228515625,0.11616161616161616,132.22171717171733,6.0,-0.9348484848484845
DOTSEDRAFT_70470,8.72979736328125,0.09826589595375723,136.64682080924868,2.0,-1.1150289017341035
HYDPIDRAFT_163162,9.68072509765625,0.12804878048780488,145.00859756097577,7.0,-0.8920731707317063
F775_08120,7.77191162109375,0.12292358803986711,117.70764119601354,1.0,-0.7063122923588037
THITE_2121340,9.00213623046875,0.09883720930232558,131.90988372093037,2.0,-0.9470930232558133
ORUFI05G03660,4.73919677734375,0.1511111111111111,144.27777777777803,-5.0,-1.1604444444444446
Z518_02699,9.05157470703125,0.12037037037037036,141.3537037037039,3.0,-0.8532407407407404
Ocbimv22038302m.g,8.60174560546875,0.1348973607038123,155.14428152492675,3.0,-1.1633431085044017
SEPMUDRAFT_62102,9.00689697265625,0.10784313725490197,131.65343137254916,3.0,-0.9534313725490198
fgenesh2_kg.7__493__AT4G35800.1,7.62933349609375,0.13,134.16400000000033,1.0,-1.065666666666667
Aqu1.229473,9.03997802734375,0.1443569553805774,179.2152230971132,7.0,-1.1477690288713955
SETTUDRAFT_177979,9.52093505859375,0.12234042553191489,132.0132978723406,5.0,-0.8749999999999997
SMAC_05005,9.00115966796875,0.10404624277456646,133.41849710982675,2.0,-0.9352601156069364
LEMA_P093010.1,9.48748779296875,0.11864406779661017,137.27796610169503,5.0,-1.0141242937853105
NEUTE2DRAFT_80852,9.00115966796875,0.10404624277456646,131.86936416184986,2.0,-0.9346820809248556
CC85DRAFT_143453,9.65496826171875,0.12222222222222223,142.19666666666689,6.0,-0.8672222222222226
UREG_07095,6.93402099609375,0.12371134020618557,107.34883161512047,0.0,-0.5079037800687278
WBGene00224125,8.48968505859375,0.13380281690140844,159.96338028169055,2.0,-1.097887323943664
Mycgr3G99873,8.98651123046875,0.10526315789473685,121.12157894736856,3.0,-0.9805263157894736
MYCTH_2294525,7.94268798828125,0.10619469026548672,125.3469026548674,1.0,-0.8637168141592917
TriadG49721,9.55914306640625,0.14432989690721648,144.7907216494847,9.0,-1.2974226804123719
LOAG_05313,8.48968505859375,0.13380281690140844,159.6644366197187,2.0,-1.089436619718312
CSUB01_06908,9.43548583984375,0.10714285714285714,128.71530612244916,4.0,-0.862755102040816
PPL_08732,7.39251708984375,0.12396694214876033,74.00733884297551,0.0,-0.5315702479338835
VDBG_07406,9.47650146484375,0.10500000000000001,124.04300000000019,4.0,-0.7649999999999997
SPBR_06326,9.69366455078125,0.10606060606060608,132.3893939393941,5.0,-0.9797979797979793
SAMD00023353_1001200,9.53033447265625,0.11282051282051282,128.81589743589757,5.0,-1.0907692307692305
EPUS_00129,5.14581298828125,0.10780669144981411,125.90520446096671,-2.0,-0.8144981412639399
F503_05759,9.64422607421875,0.11055276381909548,131.88492462311572,5.0,-0.8964824120603011
TRIVIDRAFT_85034,8.94000244140625,0.10101010101010102,133.2898989898992,2.0,-0.8560606060606057
ACRE_036870,9.45379638671875,0.09580838323353294,123.45269461077856,3.0,-0.8095808383233529
WBGene00000123,4.94793701171875,0.12612612612612611,143.12342342342367,-2.0,-1.0189189189189207
PFICI_06958,9.65679931640625,0.10928961748633881,143.70437158469963,6.0,-0.9398907103825134
XA68_2603,9.26153564453125,0.10144927536231883,132.22077294686008,3.0,-0.8526570048309178
VHEMI04885,8.93707275390625,0.10204081632653061,135.06122448979613,2.0,-0.9030612244897961
AK830_g9188,8.15960693359375,0.10714285714285715,120.48526785714301,1.0,-0.8258928571428569
M378DRAFT_13007,9.52447509765625,0.12280701754385964,120.64929824561403,2.0,-0.5403508771929825
NechaG103209,9.26153564453125,0.10152284263959391,132.83553299492402,3.0,-0.9690355329949237
CMQ_7822,9.69378662109375,0.1105263157894737,127.64526315789486,5.0,-0.8263157894736836
CapteG170227,5.08502197265625,0.12801932367149757,158.4690821256039,-6.0,-1.1756038647343034
FPSE_12056,8.97576904296875,0.10256410256410256,133.6615384615386,2.0,-0.9379487179487176
WBGene00239543,9.00396728515625,0.14800000000000002,154.89840000000044,4.0,-0.9256000000000006
FG05_00916,8.97259521484375,0.10152284263959391,131.97512690355347,2.0,-0.9213197969543144
ISCW004607,9.13092041015625,0.13002364066193853,144.91016548463347,8.0,-1.0319148936170246
GLOINDRAFT_334283,9.09771728515625,0.11983471074380166,125.7520661157027,4.0,-0.985123966942149
SAPIO_CDS5515,9.84832763671875,0.10439560439560439,132.56318681318697,6.0,-0.9890109890109885
UV8b_941,9.01251220703125,0.10059171597633136,136.11538461538478,2.0,-0.9875739644970412
ML05674a,8.70623779296875,0.10366492146596859,97.02200000000005,9.0,-0.7395811518324638
MAM_05363,8.97259521484375,0.10050251256281406,128.72010050251276,2.0,-0.872361809045226
Zm00001d024583,8.14337158203125,0.11538461538461539,118.07500000000003,1.0,-1.299038461538461
DCS_06602,9.34857177734375,0.10052910052910052,137.97089947089964,3.0,-0.8407407407407405
BBA_00260,8.97222900390625,0.10344827586206895,127.51428571428595,2.0,-0.9384236453201971
GSBRNA2T00121425001,7.28826904296875,0.10608695652173913,47.492791304348195,-1.0,-0.5459130434782594
M422DRAFT_251383,9.16998291015625,0.18,72.26768000000003,6.0,0.0028000000000001288
FIBRA_05852,9.62969970703125,0.14835164835164835,138.67593406593423,7.0,-0.7901098901098895
ACYPI004235,5.98834228515625,0.12721893491124261,119.25355029585823,-1.0,-0.9266272189349132
VP01_585g2,10.34600830078125,0.0684931506849315,91.10890410958906,9.0,-0.2801369863013699
HMPREF1541_02192,8.76812744140625,0.11979166666666667,138.97031250000018,2.0,-0.875520833333333
CAOG_001309,9.24114990234375,0.1267605633802817,145.81643192488292,5.0,-1.2751173708920194
CCM_05485,8.97222900390625,0.09900990099009901,128.2490099009903,2.0,-0.9559405940594057
WBGene00256157,6.14117431640625,0.13274336283185842,148.05663716814186,0.0,-0.9008849557522126
CPUR_02084,9.34515380859375,0.1016042780748663,133.32406417112318,3.0,-0.8818181818181815
S40288_06931,9.00372314453125,0.09944751381215469,139.3198895027626,2.0,-0.9480662983425411
PTSG_07432,7.93328857421875,0.12286689419795221,143.03720136518797,1.0,-1.001365187713312
TD95_000083,9.89630126953125,0.09803921568627451,127.49934640522883,5.0,-1.0111111111111108
AC578_2542,9.69720458984375,0.1,137.8545454545455,4.0,-1.0627272727272723
GGTG_01635,9.57330322265625,0.09554140127388536,130.7464968152867,4.0,-0.9949044585987259
DICPUDRAFT_149604,8.82611083984375,0.1485148514851485,150.6099504950497,3.0,-1.1455445544554461
MAPG_06829,9.63055419921875,0.089171974522293,131.66751592356695,4.0,-0.9757961783439488
LPERR08G03360,5.36590576171875,0.11564625850340136,115.405442176871,-2.0,-0.6234693877551016
O9G_004635,8.90447998046875,0.13898305084745763,111.57457627118664,5.0,-1.3888135593220357
AC579_5803,4.26617431640625,0.08163265306122448,133.37755102040816,-3.0,-1.073469387755102
CONCODRAFT_10144,9.32183837890625,0.09887005649717515,95.88531073446345,5.0,-0.8361581920903958
MGG_04652,8.23101806640625,0.10119047619047619,123.66666666666674,1.0,-0.9547619047619046
HMEL013314,6.00323486328125,0.12239583333333333,135.96484375000014,-2.0,-0.904427083333335
PHUM268230,8.38824462890625,0.12827225130890052,138.97958115183258,2.0,-1.0314136125654476
AAEL017363,5.75506591796875,0.1272264631043257,147.07582697201025,-2.0,-1.0249363867684507
UCRNP2_4847,5.76165771484375,0.07083599234205488,43.95578174856437,-27.0,-0.3174218251435848
Tp57577_TGAC_v2_gene25137,5.81512451171875,0.12568306010928962,137.15792349726803,0.0,-1.1775956284153004
SDRG_09454,4.01776123046875,0.14049586776859505,153.23347107438045,-4.0,-0.8595041322314042
SPU_022309,7.59185791015625,0.1253012048192771,153.55373493975895,1.0,-1.029638554216871
FBgn0227427,7.10870361328125,0.12737127371273713,126.07208672086745,0.0,-0.9260162601626034
W97_08913,9.28997802734375,0.09895833333333333,128.21145833333344,4.0,-0.8880208333333329
UCDDS831_g01802,4.32940673828125,0.08333333333333333,99.20833333333333,-2.0,-0.7972222222222224
ADAC000842,6.66790771484375,0.12041884816753926,150.285602094241,-1.0,-0.9892670157068089
KGM_04632,8.96246337890625,0.12073490813648294,120.01364829396353,5.0,-0.951706036745409
FF38_07554,7.62005615234375,0.11827956989247312,133.80322580645185,1.0,-0.8513440860215066
X975_25287,8.29388427734375,0.13172043010752688,154.7411290322581,2.0,-1.102419354838713
Micbo1qcDRAFT_66046,9.48834228515625,0.10714285714285715,135.61581632653076,5.0,-0.8933673469387753
AM588_10004091,9.39764404296875,0.12408759124087591,151.97627737226304,8.0,-0.7824817518248166
BN9_068360,4.24566650390625,0.13852813852813853,149.26363636363664,-4.0,-0.8727272727272725
CPIJ016666,6.20550537109375,0.12658227848101267,141.54303797468364,-1.0,-1.0088607594936734
maker-pir_contig_167-snap-gene-0.15,3.83148193359375,0.12871287128712872,147.86089108910917,-5.0,-0.7396039603960389
PBRA_007942,6.66253662109375,0.1286549707602339,141.00701754385972,0.0,-0.961403508771929
IU25_09937,6.53802490234375,0.12112676056338029,139.88422535211302,-1.0,-1.0507042253521142
AMSG_09602,3.71002197265625,0.12222222222222223,137.17259259259296,-4.0,-0.6829629629629627
UCREL1_1205,5.75103759765625,0.06708160442600276,41.56190179806392,-24.0,-0.32351313969571005
RPRC012003,8.42669677734375,0.13056379821958458,155.17596439169154,2.0,-1.005934718100892
UCDDA912_g00862,5.48699951171875,0.060082872928176795,44.38978591160249,-39.0,-0.35808011049723804
H257_03959,4.37799072265625,0.14049586776859505,155.7053719008268,-2.0,-0.7888429752066115
NAEGRDRAFT_51024,7.69464111328125,0.1277533039647577,149.52202643171842,1.0,-1.0105726872246705
SNOG_11556,5.26141357421875,0.07220447284345047,37.66402555910569,-44.0,-0.25853035143769765
SARC_00490,4.09014892578125,0.13409961685823754,138.69118773946383,-4.0,-0.8551724137931037
Phatr3_J15555,4.10137939453125,0.13612565445026178,154.30732984293218,-4.0,-0.841361256544502
BEWA_050060,4.02899169921875,0.1276595744680851,149.38670212765976,-6.0,-0.7718085106382971
THAOC_35301,6.54010009765625,0.13227513227513227,142.78042328042346,0.0,-0.7322751322751314
DI09_2p560,9.39874267578125,0.13636363636363635,145.4818181818184,6.0,-1.0806818181818179
CMR224C,8.98760986328125,0.1121951219512195,154.14048780487832,3.0,-0.5082926829268282
OSTLU_26100,4.00457763671875,0.13559322033898305,163.64745762711868,-6.0,-0.9220338983050846
POPTR_0005s10940,11.53204345703125,0.006060606060606061,45.80848484848485,5.0,-0.3842424242424246
CHLREDRAFT_196948,11.08428955078125,0.08560311284046693,132.92840466926106,23.0,-0.9284046692606986
CMU_000800,6.01934814453125,0.12237762237762238,138.89825174825205,-6.0,-1.2465034965034982
tetur12g03240,12.07745361328125,0.028328611898017,88.37762039660078,22.0,-0.030311614730878563
CGI_10021948,5.40399169921875,0.05779153766769866,58.695252837977584,-34.0,-1.1717234262125915
PPA28633,5.82891845703125,0.07896440129449839,40.30603236245975,-29.0,-0.25611650485436693
AB675_3957,8.89105224609375,0.11764705882352941,137.349732620321,2.0,-0.8871657754010689
EFV52341,9.35723876953125,0.11564625850340135,120.29829931972827,10.0,-0.8472789115646264
gw1.9.4.1,3.66558837890625,0.1353711790393013,144.8117903930133,-2.0,-0.9410480349344981
Vbra_17567,5.31903076171875,0.0641711229946524,122.69037433155094,-6.0,-1.1032085561497318
HHA_225260,4.61175537109375,0.08383233532934131,104.66526946107805,-7.0,-0.6071856287425145
TGVEG_225260,4.34954833984375,0.08383233532934131,101.81497005988042,-10.0,-0.5994011976047898
AURANDRAFT_36761,4.14190673828125,0.12389380530973451,137.757079646018,-7.0,-0.8898230088495572
Smp_156670,8.17437744140625,0.09523809523809525,86.16584415584414,1.0,-0.6493506493506489
NAPIS_ORF02345,9.15545654296875,0.14659685863874347,153.35136125654466,5.0,-1.2062827225130892
Naga_100006g66,4.04486083984375,0.12080536912751678,169.32953020134252,-5.0,-0.7530201342281874
LotgiG223926,6.31683349609375,0.06589147286821706,37.380775193798655,-11.0,-0.3530232558139518
BmR1_III04825,4.20086669921875,0.0779816513761468,107.2885321100919,-7.0,-0.319724770642202
OXYTRI_19848,6.54119873046875,0.09395973154362416,91.64026845637582,-1.0,-1.1463087248322144
MESCA005367,5.11712646484375,0.13157894736842105,126.7940789473685,-3.0,-1.049342105263157
ENH_00011930,11.49176025390625,0.07526881720430108,90.18010752688177,23.0,-0.6559139784946243
STYLEM_10554,8.15618896484375,0.0958904109589041,86.08219178082192,1.0,-1.2123287671232876
CHC_T00009400001,9.52093505859375,0.13513513513513514,124.7675675675676,3.0,-0.9837837837837835
CAD26175,9.39862060546875,0.1259259259259259,144.97111111111116,5.0,-1.2288888888888878
PF3D7_0318200,4.86212158203125,0.07743658210947932,72.6016021361816,-29.0,-0.8395193591455267
GNI_151360,8.23321533203125,0.08176100628930817,127.77987421383654,1.0,-0.32264150943396236
