Time,Temperature,well,od,strain,line,CTDr
900,30.1,D1_2,1.285,yQC15,x,10
915,30.1,D1_2,1.295,yQC15,x,10
930,30.2,D1_2,1.301,yQC15,x,10
945,30.2,D1_2,1.305,yQC15,x,10
960,30.1,D1_2,1.3119999999999998,yQC15,x,10
975,30.1,D1_2,1.3130000000000002,yQC15,x,10
990,30.2,D1_2,1.318,yQC15,x,10
1005,30.2,D1_2,1.3259999999999998,yQC15,x,10
1020,30.1,D1_2,1.33,yQC15,x,10
1035,30.2,D1_2,1.3319999999999999,yQC15,x,10
1050,30.2,D1_2,1.339,yQC15,x,10
1065,30.1,D1_2,1.344,yQC15,x,10
1080,30.1,D1_2,1.349,yQC15,x,10
1095,30.1,D1_2,1.3530000000000002,yQC15,x,10
1110,30.1,D1_2,1.359,yQC15,x,10
1125,30.1,D1_2,1.3619999999999999,yQC15,x,10
1140,30.2,D1_2,1.367,yQC15,x,10
1155,30.2,D1_2,1.3730000000000002,yQC15,x,10
1170,30.1,D1_2,1.382,yQC15,x,10
1185,30.1,D1_2,1.3869999999999998,yQC15,x,10
1200,30.1,D1_2,1.391,yQC15,x,10
1215,30.1,D1_2,1.399,yQC15,x,10
1230,30.2,D1_2,1.402,yQC15,x,10
1245,30.2,D1_2,1.406,yQC15,x,10
1260,30.1,D1_2,1.413,yQC15,x,10
1275,30.1,D1_2,1.4169999999999998,yQC15,x,10
1290,30.2,D1_2,1.423,yQC15,x,10
1305,30.1,D1_2,1.429,yQC15,x,10
1320,30.2,D1_2,1.432,yQC15,x,10
0,30.0,D2_2,0.139,yQC15,x,10
15,30.0,D2_2,0.14,yQC15,x,10
30,30.0,D2_2,0.142,yQC15,x,10
45,30.1,D2_2,0.145,yQC15,x,10
60,30.1,D2_2,0.146,yQC15,x,10
75,30.1,D2_2,0.149,yQC15,x,10
90,30.1,D2_2,0.153,yQC15,x,10
105,30.1,D2_2,0.157,yQC15,x,10
120,30.1,D2_2,0.16399999999999998,yQC15,x,10
135,30.1,D2_2,0.17,yQC15,x,10
150,30.1,D2_2,0.18100000000000002,yQC15,x,10
165,30.1,D2_2,0.188,yQC15,x,10
180,30.1,D2_2,0.19899999999999998,yQC15,x,10
195,30.1,D2_2,0.209,yQC15,x,10
210,30.2,D2_2,0.22,yQC15,x,10
225,30.1,D2_2,0.235,yQC15,x,10
240,30.2,D2_2,0.251,yQC15,x,10
255,30.1,D2_2,0.272,yQC15,x,10
270,30.1,D2_2,0.294,yQC15,x,10
285,30.2,D2_2,0.316,yQC15,x,10
300,30.1,D2_2,0.34299999999999997,yQC15,x,10
315,30.1,D2_2,0.376,yQC15,x,10
330,30.1,D2_2,0.408,yQC15,x,10
345,30.1,D2_2,0.444,yQC15,x,10
360,30.1,D2_2,0.491,yQC15,x,10
375,30.1,D2_2,0.536,yQC15,x,10
390,30.1,D2_2,0.585,yQC15,x,10
405,30.1,D2_2,0.638,yQC15,x,10
420,30.2,D2_2,0.693,yQC15,x,10
435,30.1,D2_2,0.743,yQC15,x,10
450,30.2,D2_2,0.7979999999999999,yQC15,x,10
465,30.2,D2_2,0.858,yQC15,x,10
480,30.1,D2_2,0.919,yQC15,x,10
495,30.2,D2_2,0.972,yQC15,x,10
510,30.2,D2_2,1.032,yQC15,x,10
525,30.2,D2_2,1.085,yQC15,x,10
540,30.2,D2_2,1.13,yQC15,x,10
555,30.2,D2_2,1.169,yQC15,x,10
570,30.2,D2_2,1.205,yQC15,x,10
585,30.2,D2_2,1.217,yQC15,x,10
600,30.1,D2_2,1.226,yQC15,x,10
615,30.1,D2_2,1.2329999999999999,yQC15,x,10
630,30.2,D2_2,1.24,yQC15,x,10
645,30.1,D2_2,1.2409999999999999,yQC15,x,10
660,30.1,D2_2,1.2409999999999999,yQC15,x,10
675,30.2,D2_2,1.2409999999999999,yQC15,x,10
690,30.1,D2_2,1.25,yQC15,x,10
705,30.2,D2_2,1.258,yQC15,x,10
720,30.2,D2_2,1.256,yQC15,x,10
735,30.1,D2_2,1.253,yQC15,x,10
750,30.1,D2_2,1.2590000000000001,yQC15,x,10
765,30.2,D2_2,1.261,yQC15,x,10
780,30.1,D2_2,1.272,yQC15,x,10
795,30.1,D2_2,1.275,yQC15,x,10
810,30.1,D2_2,1.2819999999999998,yQC15,x,10
825,30.2,D2_2,1.284,yQC15,x,10
840,30.2,D2_2,1.291,yQC15,x,10
855,30.2,D2_2,1.3,yQC15,x,10
870,30.2,D2_2,1.31,yQC15,x,10
885,30.2,D2_2,1.314,yQC15,x,10
900,30.1,D2_2,1.315,yQC15,x,10
915,30.1,D2_2,1.321,yQC15,x,10
930,30.2,D2_2,1.329,yQC15,x,10
945,30.2,D2_2,1.3330000000000002,yQC15,x,10
960,30.1,D2_2,1.3330000000000002,yQC15,x,10
975,30.1,D2_2,1.345,yQC15,x,10
990,30.2,D2_2,1.35,yQC15,x,10
1005,30.2,D2_2,1.357,yQC15,x,10
1020,30.1,D2_2,1.36,yQC15,x,10
1035,30.2,D2_2,1.371,yQC15,x,10
1050,30.2,D2_2,1.374,yQC15,x,10
1065,30.1,D2_2,1.38,yQC15,x,10
1080,30.1,D2_2,1.3880000000000001,yQC15,x,10
1095,30.1,D2_2,1.391,yQC15,x,10
1110,30.1,D2_2,1.395,yQC15,x,10
1125,30.1,D2_2,1.4040000000000001,yQC15,x,10
1140,30.2,D2_2,1.41,yQC15,x,10
1155,30.2,D2_2,1.411,yQC15,x,10
1170,30.1,D2_2,1.4169999999999998,yQC15,x,10
1185,30.1,D2_2,1.423,yQC15,x,10
1200,30.1,D2_2,1.426,yQC15,x,10
1215,30.1,D2_2,1.436,yQC15,x,10
1230,30.2,D2_2,1.436,yQC15,x,10
1245,30.2,D2_2,1.444,yQC15,x,10
1260,30.1,D2_2,1.45,yQC15,x,10
1275,30.1,D2_2,1.454,yQC15,x,10
1290,30.2,D2_2,1.462,yQC15,x,10
1305,30.1,D2_2,1.4669999999999999,yQC15,x,10
1320,30.2,D2_2,1.4709999999999999,yQC15,x,10
0,30.0,D3_2,0.11900000000000001,yQC15,x,10
15,30.0,D3_2,0.11900000000000001,yQC15,x,10
30,30.0,D3_2,0.121,yQC15,x,10
45,30.1,D3_2,0.124,yQC15,x,10
60,30.1,D3_2,0.12300000000000001,yQC15,x,10
75,30.1,D3_2,0.125,yQC15,x,10
90,30.1,D3_2,0.128,yQC15,x,10
105,30.1,D3_2,0.13,yQC15,x,10
120,30.1,D3_2,0.133,yQC15,x,10
135,30.1,D3_2,0.138,yQC15,x,10
150,30.1,D3_2,0.141,yQC15,x,10
165,30.1,D3_2,0.14800000000000002,yQC15,x,10
180,30.1,D3_2,0.153,yQC15,x,10
195,30.1,D3_2,0.158,yQC15,x,10
210,30.2,D3_2,0.166,yQC15,x,10
225,30.1,D3_2,0.17600000000000002,yQC15,x,10
240,30.2,D3_2,0.183,yQC15,x,10
255,30.1,D3_2,0.195,yQC15,x,10
270,30.1,D3_2,0.20800000000000002,yQC15,x,10
285,30.2,D3_2,0.222,yQC15,x,10
300,30.1,D3_2,0.23800000000000002,yQC15,x,10
315,30.1,D3_2,0.259,yQC15,x,10
330,30.1,D3_2,0.278,yQC15,x,10
345,30.1,D3_2,0.3,yQC15,x,10
360,30.1,D3_2,0.332,yQC15,x,10
375,30.1,D3_2,0.35600000000000004,yQC15,x,10
390,30.1,D3_2,0.387,yQC15,x,10
405,30.1,D3_2,0.424,yQC15,x,10
420,30.2,D3_2,0.469,yQC15,x,10
435,30.1,D3_2,0.505,yQC15,x,10
450,30.2,D3_2,0.556,yQC15,x,10
465,30.2,D3_2,0.603,yQC15,x,10
480,30.1,D3_2,0.6559999999999999,yQC15,x,10
495,30.2,D3_2,0.7070000000000001,yQC15,x,10
510,30.2,D3_2,0.759,yQC15,x,10
525,30.2,D3_2,0.8190000000000001,yQC15,x,10
540,30.2,D3_2,0.879,yQC15,x,10
555,30.2,D3_2,0.94,yQC15,x,10
570,30.2,D3_2,0.998,yQC15,x,10
585,30.2,D3_2,1.042,yQC15,x,10
600,30.1,D3_2,1.093,yQC15,x,10
615,30.1,D3_2,1.1340000000000001,yQC15,x,10
630,30.2,D3_2,1.158,yQC15,x,10
645,30.1,D3_2,1.1840000000000002,yQC15,x,10
660,30.1,D3_2,1.192,yQC15,x,10
675,30.2,D3_2,1.198,yQC15,x,10
690,30.1,D3_2,1.209,yQC15,x,10
705,30.2,D3_2,1.204,yQC15,x,10
720,30.2,D3_2,1.208,yQC15,x,10
735,30.1,D3_2,1.207,yQC15,x,10
750,30.1,D3_2,1.212,yQC15,x,10
765,30.2,D3_2,1.218,yQC15,x,10
780,30.1,D3_2,1.215,yQC15,x,10
795,30.1,D3_2,1.2209999999999999,yQC15,x,10
810,30.1,D3_2,1.227,yQC15,x,10
825,30.2,D3_2,1.234,yQC15,x,10
840,30.2,D3_2,1.222,yQC15,x,10
855,30.2,D3_2,1.242,yQC15,x,10
870,30.2,D3_2,1.236,yQC15,x,10
885,30.2,D3_2,1.238,yQC15,x,10
900,30.1,D3_2,1.252,yQC15,x,10
915,30.1,D3_2,1.264,yQC15,x,10
930,30.2,D3_2,1.274,yQC15,x,10
945,30.2,D3_2,1.274,yQC15,x,10
960,30.1,D3_2,1.2930000000000001,yQC15,x,10
975,30.1,D3_2,1.296,yQC15,x,10
990,30.2,D3_2,1.301,yQC15,x,10
1005,30.2,D3_2,1.306,yQC15,x,10
1020,30.1,D3_2,1.3130000000000002,yQC15,x,10
1035,30.2,D3_2,1.321,yQC15,x,10
1050,30.2,D3_2,1.3230000000000002,yQC15,x,10
1065,30.1,D3_2,1.3319999999999999,yQC15,x,10
1080,30.1,D3_2,1.34,yQC15,x,10
1095,30.1,D3_2,1.3430000000000002,yQC15,x,10
1110,30.1,D3_2,1.35,yQC15,x,10
1125,30.1,D3_2,1.354,yQC15,x,10
1140,30.2,D3_2,1.3630000000000002,yQC15,x,10
1155,30.2,D3_2,1.367,yQC15,x,10
1170,30.1,D3_2,1.369,yQC15,x,10
1185,30.1,D3_2,1.379,yQC15,x,10
1200,30.1,D3_2,1.381,yQC15,x,10
1215,30.1,D3_2,1.389,yQC15,x,10
1230,30.2,D3_2,1.393,yQC15,x,10
1245,30.2,D3_2,1.4,yQC15,x,10
1260,30.1,D3_2,1.406,yQC15,x,10
1275,30.1,D3_2,1.4069999999999998,yQC15,x,10
1290,30.2,D3_2,1.416,yQC15,x,10
1305,30.1,D3_2,1.4180000000000001,yQC15,x,10
1320,30.2,D3_2,1.422,yQC15,x,10
0,30.0,D4_2,0.121,yQC16,x,10
15,30.0,D4_2,0.12,yQC16,x,10
30,30.0,D4_2,0.121,yQC16,x,10
45,30.1,D4_2,0.122,yQC16,x,10
60,30.1,D4_2,0.12300000000000001,yQC16,x,10
75,30.1,D4_2,0.125,yQC16,x,10
90,30.1,D4_2,0.127,yQC16,x,10
105,30.1,D4_2,0.13,yQC16,x,10
120,30.1,D4_2,0.134,yQC16,x,10
135,30.1,D4_2,0.138,yQC16,x,10
150,30.1,D4_2,0.139,yQC16,x,10
165,30.1,D4_2,0.145,yQC16,x,10
180,30.1,D4_2,0.151,yQC16,x,10
195,30.1,D4_2,0.157,yQC16,x,10
210,30.2,D4_2,0.161,yQC16,x,10
225,30.1,D4_2,0.17,yQC16,x,10
240,30.2,D4_2,0.174,yQC16,x,10
255,30.1,D4_2,0.188,yQC16,x,10
270,30.1,D4_2,0.19399999999999998,yQC16,x,10
285,30.2,D4_2,0.205,yQC16,x,10
300,30.1,D4_2,0.217,yQC16,x,10
315,30.1,D4_2,0.233,yQC16,x,10
330,30.1,D4_2,0.247,yQC16,x,10
345,30.1,D4_2,0.264,yQC16,x,10
360,30.1,D4_2,0.285,yQC16,x,10
375,30.1,D4_2,0.302,yQC16,x,10
390,30.1,D4_2,0.33,yQC16,x,10
405,30.1,D4_2,0.358,yQC16,x,10
420,30.2,D4_2,0.386,yQC16,x,10
435,30.1,D4_2,0.415,yQC16,x,10
450,30.2,D4_2,0.455,yQC16,x,10
465,30.2,D4_2,0.496,yQC16,x,10
480,30.1,D4_2,0.535,yQC16,x,10
495,30.2,D4_2,0.579,yQC16,x,10
510,30.2,D4_2,0.634,yQC16,x,10
525,30.2,D4_2,0.6759999999999999,yQC16,x,10
540,30.2,D4_2,0.723,yQC16,x,10
555,30.2,D4_2,0.774,yQC16,x,10
570,30.2,D4_2,0.8240000000000001,yQC16,x,10
585,30.2,D4_2,0.871,yQC16,x,10
600,30.1,D4_2,0.925,yQC16,x,10
615,30.1,D4_2,0.985,yQC16,x,10
630,30.2,D4_2,1.043,yQC16,x,10
645,30.1,D4_2,1.094,yQC16,x,10
660,30.1,D4_2,1.143,yQC16,x,10
675,30.2,D4_2,1.18,yQC16,x,10
690,30.1,D4_2,1.2,yQC16,x,10
705,30.2,D4_2,1.215,yQC16,x,10
720,30.2,D4_2,1.222,yQC16,x,10
735,30.1,D4_2,1.226,yQC16,x,10
750,30.1,D4_2,1.229,yQC16,x,10
765,30.2,D4_2,1.23,yQC16,x,10
780,30.1,D4_2,1.235,yQC16,x,10
795,30.1,D4_2,1.239,yQC16,x,10
810,30.1,D4_2,1.256,yQC16,x,10
825,30.2,D4_2,1.262,yQC16,x,10
840,30.2,D4_2,1.2590000000000001,yQC16,x,10
855,30.2,D4_2,1.264,yQC16,x,10
870,30.2,D4_2,1.271,yQC16,x,10
885,30.2,D4_2,1.2819999999999998,yQC16,x,10
900,30.1,D4_2,1.287,yQC16,x,10
915,30.1,D4_2,1.287,yQC16,x,10
930,30.2,D4_2,1.3,yQC16,x,10
945,30.2,D4_2,1.3090000000000002,yQC16,x,10
960,30.1,D4_2,1.3159999999999998,yQC16,x,10
975,30.1,D4_2,1.325,yQC16,x,10
990,30.2,D4_2,1.331,yQC16,x,10
1005,30.2,D4_2,1.328,yQC16,x,10
1020,30.1,D4_2,1.338,yQC16,x,10
1035,30.2,D4_2,1.3419999999999999,yQC16,x,10
1050,30.2,D4_2,1.3519999999999999,yQC16,x,10
1065,30.1,D4_2,1.36,yQC16,x,10
1080,30.1,D4_2,1.364,yQC16,x,10
1095,30.1,D4_2,1.369,yQC16,x,10
1110,30.1,D4_2,1.371,yQC16,x,10
1125,30.1,D4_2,1.386,yQC16,x,10
1140,30.2,D4_2,1.385,yQC16,x,10
1155,30.2,D4_2,1.391,yQC16,x,10
1170,30.1,D4_2,1.399,yQC16,x,10
1185,30.1,D4_2,1.403,yQC16,x,10
1200,30.1,D4_2,1.411,yQC16,x,10
1215,30.1,D4_2,1.4180000000000001,yQC16,x,10
1230,30.2,D4_2,1.421,yQC16,x,10
1245,30.2,D4_2,1.426,yQC16,x,10
1260,30.1,D4_2,1.433,yQC16,x,10
1275,30.1,D4_2,1.4409999999999998,yQC16,x,10
1290,30.2,D4_2,1.442,yQC16,x,10
1305,30.1,D4_2,1.4480000000000002,yQC16,x,10
1320,30.2,D4_2,1.4569999999999999,yQC16,x,10
0,30.0,D5_2,0.121,yQC16,x,10
15,30.0,D5_2,0.122,yQC16,x,10
30,30.0,D5_2,0.12300000000000001,yQC16,x,10
45,30.1,D5_2,0.122,yQC16,x,10
60,30.1,D5_2,0.127,yQC16,x,10
75,30.1,D5_2,0.126,yQC16,x,10
90,30.1,D5_2,0.13,yQC16,x,10
105,30.1,D5_2,0.132,yQC16,x,10
120,30.1,D5_2,0.136,yQC16,x,10
135,30.1,D5_2,0.139,yQC16,x,10
150,30.1,D5_2,0.14400000000000002,yQC16,x,10
165,30.1,D5_2,0.15,yQC16,x,10
180,30.1,D5_2,0.155,yQC16,x,10
195,30.1,D5_2,0.159,yQC16,x,10
210,30.2,D5_2,0.168,yQC16,x,10
225,30.1,D5_2,0.174,yQC16,x,10
240,30.2,D5_2,0.18100000000000002,yQC16,x,10
255,30.1,D5_2,0.193,yQC16,x,10
270,30.1,D5_2,0.201,yQC16,x,10
285,30.2,D5_2,0.21600000000000003,yQC16,x,10
300,30.1,D5_2,0.233,yQC16,x,10
315,30.1,D5_2,0.244,yQC16,x,10
330,30.1,D5_2,0.264,yQC16,x,10
345,30.1,D5_2,0.278,yQC16,x,10
360,30.1,D5_2,0.303,yQC16,x,10
375,30.1,D5_2,0.326,yQC16,x,10
390,30.1,D5_2,0.35600000000000004,yQC16,x,10
405,30.1,D5_2,0.382,yQC16,x,10
420,30.2,D5_2,0.41200000000000003,yQC16,x,10
435,30.1,D5_2,0.44299999999999995,yQC16,x,10
450,30.2,D5_2,0.484,yQC16,x,10
465,30.2,D5_2,0.523,yQC16,x,10
480,30.1,D5_2,0.565,yQC16,x,10
495,30.2,D5_2,0.609,yQC16,x,10
510,30.2,D5_2,0.6679999999999999,yQC16,x,10
525,30.2,D5_2,0.71,yQC16,x,10
540,30.2,D5_2,0.758,yQC16,x,10
555,30.2,D5_2,0.809,yQC16,x,10
570,30.2,D5_2,0.86,yQC16,x,10
585,30.2,D5_2,0.9129999999999999,yQC16,x,10
600,30.1,D5_2,0.9690000000000001,yQC16,x,10
615,30.1,D5_2,1.021,yQC16,x,10
630,30.2,D5_2,1.068,yQC16,x,10
645,30.1,D5_2,1.119,yQC16,x,10
660,30.1,D5_2,1.159,yQC16,x,10
675,30.2,D5_2,1.188,yQC16,x,10
690,30.1,D5_2,1.199,yQC16,x,10
705,30.2,D5_2,1.205,yQC16,x,10
720,30.2,D5_2,1.21,yQC16,x,10
735,30.1,D5_2,1.21,yQC16,x,10
750,30.1,D5_2,1.216,yQC16,x,10
765,30.2,D5_2,1.222,yQC16,x,10
780,30.1,D5_2,1.226,yQC16,x,10
795,30.1,D5_2,1.234,yQC16,x,10
810,30.1,D5_2,1.238,yQC16,x,10
825,30.2,D5_2,1.237,yQC16,x,10
840,30.2,D5_2,1.24,yQC16,x,10
855,30.2,D5_2,1.244,yQC16,x,10
870,30.2,D5_2,1.25,yQC16,x,10
885,30.2,D5_2,1.262,yQC16,x,10
900,30.1,D5_2,1.273,yQC16,x,10
915,30.1,D5_2,1.2830000000000001,yQC16,x,10
930,30.2,D5_2,1.287,yQC16,x,10
945,30.2,D5_2,1.2990000000000002,yQC16,x,10
960,30.1,D5_2,1.3,yQC16,x,10
975,30.1,D5_2,1.31,yQC16,x,10
990,30.2,D5_2,1.315,yQC16,x,10
1005,30.2,D5_2,1.32,yQC16,x,10
1020,30.1,D5_2,1.328,yQC16,x,10
1035,30.2,D5_2,1.331,yQC16,x,10
1050,30.2,D5_2,1.3330000000000002,yQC16,x,10
1065,30.1,D5_2,1.349,yQC16,x,10
1080,30.1,D5_2,1.347,yQC16,x,10
1095,30.1,D5_2,1.36,yQC16,x,10
1110,30.1,D5_2,1.3659999999999999,yQC16,x,10
1125,30.1,D5_2,1.3659999999999999,yQC16,x,10
1140,30.2,D5_2,1.376,yQC16,x,10
1155,30.2,D5_2,1.381,yQC16,x,10
1170,30.1,D5_2,1.3880000000000001,yQC16,x,10
1185,30.1,D5_2,1.395,yQC16,x,10
1200,30.1,D5_2,1.399,yQC16,x,10
1215,30.1,D5_2,1.409,yQC16,x,10
1230,30.2,D5_2,1.415,yQC16,x,10
1245,30.2,D5_2,1.4240000000000002,yQC16,x,10
1260,30.1,D5_2,1.4269999999999998,yQC16,x,10
1275,30.1,D5_2,1.4380000000000002,yQC16,x,10
1290,30.2,D5_2,1.439,yQC16,x,10
1305,30.1,D5_2,1.444,yQC16,x,10
1320,30.2,D5_2,1.4509999999999998,yQC16,x,10
0,30.0,D6_2,0.128,yQC16,x,10
15,30.0,D6_2,0.129,yQC16,x,10
30,30.0,D6_2,0.131,yQC16,x,10
45,30.1,D6_2,0.133,yQC16,x,10
60,30.1,D6_2,0.133,yQC16,x,10
75,30.1,D6_2,0.136,yQC16,x,10
90,30.1,D6_2,0.14,yQC16,x,10
105,30.1,D6_2,0.14300000000000002,yQC16,x,10
120,30.1,D6_2,0.149,yQC16,x,10
135,30.1,D6_2,0.154,yQC16,x,10
150,30.1,D6_2,0.159,yQC16,x,10
165,30.1,D6_2,0.166,yQC16,x,10
180,30.1,D6_2,0.172,yQC16,x,10
195,30.1,D6_2,0.183,yQC16,x,10
210,30.2,D6_2,0.19,yQC16,x,10
225,30.1,D6_2,0.204,yQC16,x,10
240,30.2,D6_2,0.213,yQC16,x,10
255,30.1,D6_2,0.22699999999999998,yQC16,x,10
270,30.1,D6_2,0.243,yQC16,x,10
285,30.2,D6_2,0.261,yQC16,x,10
300,30.1,D6_2,0.276,yQC16,x,10
315,30.1,D6_2,0.302,yQC16,x,10
330,30.1,D6_2,0.32299999999999995,yQC16,x,10
345,30.1,D6_2,0.35100000000000003,yQC16,x,10
360,30.1,D6_2,0.381,yQC16,x,10
375,30.1,D6_2,0.41600000000000004,yQC16,x,10
390,30.1,D6_2,0.451,yQC16,x,10
405,30.1,D6_2,0.493,yQC16,x,10
420,30.2,D6_2,0.535,yQC16,x,10
435,30.1,D6_2,0.5820000000000001,yQC16,x,10
450,30.2,D6_2,0.627,yQC16,x,10
465,30.2,D6_2,0.6759999999999999,yQC16,x,10
480,30.1,D6_2,0.731,yQC16,x,10
495,30.2,D6_2,0.7879999999999999,yQC16,x,10
510,30.2,D6_2,0.835,yQC16,x,10
525,30.2,D6_2,0.889,yQC16,x,10
540,30.2,D6_2,0.9470000000000001,yQC16,x,10
555,30.2,D6_2,0.997,yQC16,x,10
570,30.2,D6_2,1.057,yQC16,x,10
585,30.2,D6_2,1.097,yQC16,x,10
600,30.1,D6_2,1.139,yQC16,x,10
615,30.1,D6_2,1.177,yQC16,x,10
630,30.2,D6_2,1.192,yQC16,x,10
645,30.1,D6_2,1.196,yQC16,x,10
660,30.1,D6_2,1.206,yQC16,x,10
675,30.2,D6_2,1.209,yQC16,x,10
690,30.1,D6_2,1.218,yQC16,x,10
705,30.2,D6_2,1.212,yQC16,x,10
720,30.2,D6_2,1.2229999999999999,yQC16,x,10
735,30.1,D6_2,1.2229999999999999,yQC16,x,10
750,30.1,D6_2,1.232,yQC16,x,10
765,30.2,D6_2,1.23,yQC16,x,10
780,30.1,D6_2,1.236,yQC16,x,10
795,30.1,D6_2,1.244,yQC16,x,10
810,30.1,D6_2,1.25,yQC16,x,10
825,30.2,D6_2,1.253,yQC16,x,10
840,30.2,D6_2,1.253,yQC16,x,10
855,30.2,D6_2,1.26,yQC16,x,10
870,30.2,D6_2,1.2690000000000001,yQC16,x,10
885,30.2,D6_2,1.271,yQC16,x,10
900,30.1,D6_2,1.2770000000000001,yQC16,x,10
915,30.1,D6_2,1.286,yQC16,x,10
930,30.2,D6_2,1.291,yQC16,x,10
945,30.2,D6_2,1.3030000000000002,yQC16,x,10
960,30.1,D6_2,1.3090000000000002,yQC16,x,10
975,30.1,D6_2,1.3130000000000002,yQC16,x,10
990,30.2,D6_2,1.32,yQC16,x,10
1005,30.2,D6_2,1.329,yQC16,x,10
1020,30.1,D6_2,1.329,yQC16,x,10
1035,30.2,D6_2,1.338,yQC16,x,10
1050,30.2,D6_2,1.339,yQC16,x,10
1065,30.1,D6_2,1.349,yQC16,x,10
1080,30.1,D6_2,1.359,yQC16,x,10
1095,30.1,D6_2,1.3630000000000002,yQC16,x,10
1110,30.1,D6_2,1.367,yQC16,x,10
1125,30.1,D6_2,1.3780000000000001,yQC16,x,10
1140,30.2,D6_2,1.381,yQC16,x,10
1155,30.2,D6_2,1.392,yQC16,x,10
1170,30.1,D6_2,1.395,yQC16,x,10
1185,30.1,D6_2,1.403,yQC16,x,10
1200,30.1,D6_2,1.411,yQC16,x,10
1215,30.1,D6_2,1.4140000000000001,yQC16,x,10
1230,30.2,D6_2,1.42,yQC16,x,10
1245,30.2,D6_2,1.4269999999999998,yQC16,x,10
1260,30.1,D6_2,1.433,yQC16,x,10
1275,30.1,D6_2,1.44,yQC16,x,10
1290,30.2,D6_2,1.445,yQC16,x,10
1305,30.1,D6_2,1.452,yQC16,x,10
1320,30.2,D6_2,1.459,yQC16,x,10
0,30.0,D7_2,0.125,yQC62,x,10
15,30.0,D7_2,0.125,yQC62,x,10
30,30.0,D7_2,0.127,yQC62,x,10
45,30.1,D7_2,0.127,yQC62,x,10
60,30.1,D7_2,0.127,yQC62,x,10
75,30.1,D7_2,0.129,yQC62,x,10
90,30.1,D7_2,0.13,yQC62,x,10
105,30.1,D7_2,0.133,yQC62,x,10
120,30.1,D7_2,0.136,yQC62,x,10
135,30.1,D7_2,0.138,yQC62,x,10
150,30.1,D7_2,0.141,yQC62,x,10
165,30.1,D7_2,0.145,yQC62,x,10
180,30.1,D7_2,0.14800000000000002,yQC62,x,10
195,30.1,D7_2,0.155,yQC62,x,10
210,30.2,D7_2,0.16,yQC62,x,10
225,30.1,D7_2,0.165,yQC62,x,10
240,30.2,D7_2,0.17300000000000001,yQC62,x,10
255,30.1,D7_2,0.18,yQC62,x,10
270,30.1,D7_2,0.192,yQC62,x,10
285,30.2,D7_2,0.2,yQC62,x,10
300,30.1,D7_2,0.21100000000000002,yQC62,x,10
315,30.1,D7_2,0.22399999999999998,yQC62,x,10
330,30.1,D7_2,0.239,yQC62,x,10
345,30.1,D7_2,0.253,yQC62,x,10
360,30.1,D7_2,0.26899999999999996,yQC62,x,10
375,30.1,D7_2,0.29100000000000004,yQC62,x,10
390,30.1,D7_2,0.31,yQC62,x,10
405,30.1,D7_2,0.33299999999999996,yQC62,x,10
420,30.2,D7_2,0.365,yQC62,x,10
435,30.1,D7_2,0.39299999999999996,yQC62,x,10
450,30.2,D7_2,0.423,yQC62,x,10
465,30.2,D7_2,0.45399999999999996,yQC62,x,10
480,30.1,D7_2,0.488,yQC62,x,10
495,30.2,D7_2,0.534,yQC62,x,10
510,30.2,D7_2,0.575,yQC62,x,10
525,30.2,D7_2,0.618,yQC62,x,10
540,30.2,D7_2,0.6679999999999999,yQC62,x,10
555,30.2,D7_2,0.705,yQC62,x,10
570,30.2,D7_2,0.75,yQC62,x,10
585,30.2,D7_2,0.8,yQC62,x,10
600,30.1,D7_2,0.852,yQC62,x,10
615,30.1,D7_2,0.9129999999999999,yQC62,x,10
630,30.2,D7_2,0.9690000000000001,yQC62,x,10
645,30.1,D7_2,1.037,yQC62,x,10
660,30.1,D7_2,1.099,yQC62,x,10
675,30.2,D7_2,1.146,yQC62,x,10
690,30.1,D7_2,1.18,yQC62,x,10
705,30.2,D7_2,1.22,yQC62,x,10
720,30.2,D7_2,1.246,yQC62,x,10
735,30.1,D7_2,1.253,yQC62,x,10
750,30.1,D7_2,1.262,yQC62,x,10
765,30.2,D7_2,1.27,yQC62,x,10
780,30.1,D7_2,1.272,yQC62,x,10
795,30.1,D7_2,1.274,yQC62,x,10
810,30.1,D7_2,1.2819999999999998,yQC62,x,10
825,30.2,D7_2,1.2819999999999998,yQC62,x,10
840,30.2,D7_2,1.288,yQC62,x,10
855,30.2,D7_2,1.294,yQC62,x,10
870,30.2,D7_2,1.3019999999999998,yQC62,x,10
885,30.2,D7_2,1.305,yQC62,x,10
900,30.1,D7_2,1.315,yQC62,x,10
915,30.1,D7_2,1.321,yQC62,x,10
930,30.2,D7_2,1.329,yQC62,x,10
945,30.2,D7_2,1.335,yQC62,x,10
960,30.1,D7_2,1.344,yQC62,x,10
975,30.1,D7_2,1.349,yQC62,x,10
990,30.2,D7_2,1.357,yQC62,x,10
1005,30.2,D7_2,1.3630000000000002,yQC62,x,10
1020,30.1,D7_2,1.374,yQC62,x,10
1035,30.2,D7_2,1.381,yQC62,x,10
1050,30.2,D7_2,1.386,yQC62,x,10
1065,30.1,D7_2,1.39,yQC62,x,10
1080,30.1,D7_2,1.3969999999999998,yQC62,x,10
1095,30.1,D7_2,1.4040000000000001,yQC62,x,10
1110,30.1,D7_2,1.41,yQC62,x,10
1125,30.1,D7_2,1.416,yQC62,x,10
1140,30.2,D7_2,1.422,yQC62,x,10
