Time,Temperature,well,od,strain,line,CTDr
0,30.0,A1,0.134,TL47,x,26
15,30.0,A1,0.138,TL47,x,26
30,30.0,A1,0.14,TL47,x,26
45,30.0,A1,0.14,TL47,x,26
60,30.1,A1,0.145,TL47,x,26
75,30.1,A1,0.149,TL47,x,26
90,30.1,A1,0.155,TL47,x,26
105,30.1,A1,0.163,TL47,x,26
120,30.1,A1,0.17,TL47,x,26
135,30.1,A1,0.179,TL47,x,26
150,30.1,A1,0.18600000000000003,TL47,x,26
165,30.1,A1,0.2,TL47,x,26
180,30.2,A1,0.209,TL47,x,26
195,30.1,A1,0.226,TL47,x,26
210,30.1,A1,0.242,TL47,x,26
225,30.1,A1,0.262,TL47,x,26
240,30.1,A1,0.285,TL47,x,26
255,30.1,A1,0.307,TL47,x,26
270,30.1,A1,0.337,TL47,x,26
285,30.1,A1,0.368,TL47,x,26
300,30.1,A1,0.406,TL47,x,26
315,30.1,A1,0.447,TL47,x,26
330,30.1,A1,0.493,TL47,x,26
345,30.2,A1,0.542,TL47,x,26
360,30.2,A1,0.597,TL47,x,26
375,30.1,A1,0.652,TL47,x,26
390,30.2,A1,0.7170000000000001,TL47,x,26
405,30.2,A1,0.7809999999999999,TL47,x,26
420,30.1,A1,0.845,TL47,x,26
435,30.1,A1,0.907,TL47,x,26
450,30.1,A1,0.978,TL47,x,26
465,30.1,A1,1.043,TL47,x,26
480,30.1,A1,1.101,TL47,x,26
495,30.1,A1,1.159,TL47,x,26
510,30.1,A1,1.198,TL47,x,26
525,30.1,A1,1.227,TL47,x,26
540,30.1,A1,1.2409999999999999,TL47,x,26
555,30.1,A1,1.249,TL47,x,26
570,30.1,A1,1.26,TL47,x,26
585,30.1,A1,1.274,TL47,x,26
600,30.1,A1,1.2830000000000001,TL47,x,26
615,30.1,A1,1.275,TL47,x,26
630,30.1,A1,1.287,TL47,x,26
645,30.1,A1,1.297,TL47,x,26
660,30.1,A1,1.306,TL47,x,26
675,30.1,A1,1.3159999999999998,TL47,x,26
690,30.1,A1,1.3230000000000002,TL47,x,26
705,30.1,A1,1.33,TL47,x,26
720,30.1,A1,1.338,TL47,x,26
735,30.1,A1,1.347,TL47,x,26
750,30.1,A1,1.351,TL47,x,26
765,30.1,A1,1.361,TL47,x,26
780,30.1,A1,1.364,TL47,x,26
795,30.1,A1,1.3730000000000002,TL47,x,26
810,30.1,A1,1.3769999999999998,TL47,x,26
825,30.1,A1,1.3840000000000001,TL47,x,26
840,30.1,A1,1.392,TL47,x,26
855,30.1,A1,1.3940000000000001,TL47,x,26
870,30.1,A1,1.399,TL47,x,26
885,30.2,A1,1.406,TL47,x,26
900,30.2,A1,1.4140000000000001,TL47,x,26
915,30.2,A1,1.42,TL47,x,26
930,30.2,A1,1.429,TL47,x,26
945,30.1,A1,1.4340000000000002,TL47,x,26
960,30.2,A1,1.44,TL47,x,26
975,30.1,A1,1.445,TL47,x,26
990,30.1,A1,1.4509999999999998,TL47,x,26
1005,30.2,A1,1.4580000000000002,TL47,x,26
1020,30.1,A1,1.4609999999999999,TL47,x,26
1035,30.2,A1,1.4669999999999999,TL47,x,26
1050,30.2,A1,1.473,TL47,x,26
1065,30.1,A1,1.48,TL47,x,26
1080,30.1,A1,1.4780000000000002,TL47,x,26
1095,30.1,A1,1.479,TL47,x,26
1110,30.2,A1,1.486,TL47,x,26
1125,30.1,A1,1.49,TL47,x,26
1140,30.2,A1,1.494,TL47,x,26
1155,30.1,A1,1.5,TL47,x,26
1170,30.1,A1,1.506,TL47,x,26
1185,30.2,A1,1.507,TL47,x,26
1200,30.1,A1,1.5119999999999998,TL47,x,26
1215,30.2,A1,1.517,TL47,x,26
1230,30.2,A1,1.5219999999999998,TL47,x,26
1245,30.2,A1,1.528,TL47,x,26
1260,30.2,A1,1.536,TL47,x,26
1275,30.2,A1,1.541,TL47,x,26
1290,30.3,A1,1.547,TL47,x,26
1305,30.2,A1,1.5490000000000002,TL47,x,26
1320,30.2,A1,1.56,TL47,x,26
1335,30.2,A1,1.5630000000000002,TL47,x,26
1350,30.2,A1,1.57,TL47,x,26
1365,30.3,A1,1.5759999999999998,TL47,x,26
1380,30.3,A1,1.5830000000000002,TL47,x,26
1395,30.3,A1,1.5859999999999999,TL47,x,26
1410,30.2,A1,1.5919999999999999,TL47,x,26
1425,30.3,A1,1.594,TL47,x,26
1440,30.2,A1,1.597,TL47,x,26
1455,30.2,A1,1.605,TL47,x,26
1470,30.2,A1,1.608,TL47,x,26
1485,30.2,A1,1.617,TL47,x,26
1500,30.2,A1,1.621,TL47,x,26
1515,30.2,A1,1.625,TL47,x,26
1530,30.2,A1,1.63,TL47,x,26
1545,30.2,A1,1.636,TL47,x,26
1560,30.2,A1,1.639,TL47,x,26
1575,30.2,A1,1.646,TL47,x,26
1590,30.2,A1,1.651,TL47,x,26
1605,30.2,A1,1.656,TL47,x,26
1620,30.2,A1,1.6640000000000001,TL47,x,26
1635,30.2,A1,1.6669999999999998,TL47,x,26
0,30.0,A2,0.132,yQC7,x,10
15,30.0,A2,0.131,yQC7,x,10
30,30.0,A2,0.13699999999999998,yQC7,x,10
45,30.0,A2,0.135,yQC7,x,10
60,30.1,A2,0.14,yQC7,x,10
75,30.1,A2,0.14,yQC7,x,10
90,30.1,A2,0.14300000000000002,yQC7,x,10
105,30.1,A2,0.14800000000000002,yQC7,x,10
120,30.1,A2,0.151,yQC7,x,10
135,30.1,A2,0.153,yQC7,x,10
150,30.1,A2,0.16,yQC7,x,10
165,30.1,A2,0.165,yQC7,x,10
180,30.2,A2,0.18100000000000002,yQC7,x,10
195,30.1,A2,0.17800000000000002,yQC7,x,10
210,30.1,A2,0.19399999999999998,yQC7,x,10
225,30.1,A2,0.191,yQC7,x,10
240,30.1,A2,0.209,yQC7,x,10
255,30.1,A2,0.20800000000000002,yQC7,x,10
270,30.1,A2,0.215,yQC7,x,10
285,30.1,A2,0.231,yQC7,x,10
300,30.1,A2,0.24600000000000002,yQC7,x,10
315,30.1,A2,0.244,yQC7,x,10
330,30.1,A2,0.278,yQC7,x,10
345,30.2,A2,0.28300000000000003,yQC7,x,10
360,30.2,A2,0.299,yQC7,x,10
375,30.1,A2,0.318,yQC7,x,10
390,30.2,A2,0.35200000000000004,yQC7,x,10
405,30.2,A2,0.365,yQC7,x,10
420,30.1,A2,0.38799999999999996,yQC7,x,10
435,30.1,A2,0.408,yQC7,x,10
450,30.1,A2,0.435,yQC7,x,10
465,30.1,A2,0.46299999999999997,yQC7,x,10
480,30.1,A2,0.504,yQC7,x,10
495,30.1,A2,0.524,yQC7,x,10
510,30.1,A2,0.58,yQC7,x,10
525,30.1,A2,0.626,yQC7,x,10
540,30.1,A2,0.653,yQC7,x,10
555,30.1,A2,0.703,yQC7,x,10
570,30.1,A2,0.7440000000000001,yQC7,x,10
585,30.1,A2,0.79,yQC7,x,10
600,30.1,A2,0.8390000000000001,yQC7,x,10
615,30.1,A2,0.877,yQC7,x,10
630,30.1,A2,0.92,yQC7,x,10
645,30.1,A2,0.982,yQC7,x,10
660,30.1,A2,1.02,yQC7,x,10
675,30.1,A2,1.0590000000000002,yQC7,x,10
690,30.1,A2,1.101,yQC7,x,10
705,30.1,A2,1.11,yQC7,x,10
720,30.1,A2,1.124,yQC7,x,10
735,30.1,A2,1.131,yQC7,x,10
750,30.1,A2,1.1420000000000001,yQC7,x,10
765,30.1,A2,1.14,yQC7,x,10
780,30.1,A2,1.1440000000000001,yQC7,x,10
795,30.1,A2,1.1440000000000001,yQC7,x,10
810,30.1,A2,1.153,yQC7,x,10
825,30.1,A2,1.156,yQC7,x,10
840,30.1,A2,1.159,yQC7,x,10
855,30.1,A2,1.165,yQC7,x,10
870,30.1,A2,1.17,yQC7,x,10
885,30.2,A2,1.1740000000000002,yQC7,x,10
900,30.2,A2,1.1909999999999998,yQC7,x,10
915,30.2,A2,1.195,yQC7,x,10
930,30.2,A2,1.185,yQC7,x,10
945,30.1,A2,1.204,yQC7,x,10
960,30.2,A2,1.218,yQC7,x,10
975,30.1,A2,1.214,yQC7,x,10
990,30.1,A2,1.217,yQC7,x,10
1005,30.2,A2,1.23,yQC7,x,10
1020,30.1,A2,1.239,yQC7,x,10
1035,30.2,A2,1.248,yQC7,x,10
1050,30.2,A2,1.249,yQC7,x,10
1065,30.1,A2,1.262,yQC7,x,10
1080,30.1,A2,1.254,yQC7,x,10
1095,30.1,A2,1.276,yQC7,x,10
1110,30.2,A2,1.276,yQC7,x,10
1125,30.1,A2,1.2819999999999998,yQC7,x,10
1140,30.2,A2,1.288,yQC7,x,10
1155,30.1,A2,1.2919999999999998,yQC7,x,10
1170,30.1,A2,1.301,yQC7,x,10
1185,30.2,A2,1.3019999999999998,yQC7,x,10
1200,30.1,A2,1.3090000000000002,yQC7,x,10
1215,30.2,A2,1.329,yQC7,x,10
1230,30.2,A2,1.319,yQC7,x,10
1245,30.2,A2,1.33,yQC7,x,10
1260,30.2,A2,1.3419999999999999,yQC7,x,10
1275,30.2,A2,1.3519999999999999,yQC7,x,10
1290,30.3,A2,1.357,yQC7,x,10
1305,30.2,A2,1.368,yQC7,x,10
1320,30.2,A2,1.371,yQC7,x,10
1335,30.2,A2,1.379,yQC7,x,10
1350,30.2,A2,1.399,yQC7,x,10
1365,30.3,A2,1.393,yQC7,x,10
1380,30.3,A2,1.399,yQC7,x,10
1395,30.3,A2,1.4080000000000001,yQC7,x,10
1410,30.2,A2,1.4169999999999998,yQC7,x,10
1425,30.3,A2,1.422,yQC7,x,10
1440,30.2,A2,1.43,yQC7,x,10
1455,30.2,A2,1.44,yQC7,x,10
1470,30.2,A2,1.46,yQC7,x,10
1485,30.2,A2,1.4580000000000002,yQC7,x,10
1500,30.2,A2,1.46,yQC7,x,10
1515,30.2,A2,1.469,yQC7,x,10
1530,30.2,A2,1.48,yQC7,x,10
1545,30.2,A2,1.484,yQC7,x,10
1560,30.2,A2,1.499,yQC7,x,10
1575,30.2,A2,1.5030000000000001,yQC7,x,10
1590,30.2,A2,1.5130000000000001,yQC7,x,10
1605,30.2,A2,1.5090000000000001,yQC7,x,10
1620,30.2,A2,1.527,yQC7,x,10
1635,30.2,A2,1.528,yQC7,x,10
0,30.0,A3,0.138,yQC15,2,10
15,30.0,A3,0.14,yQC15,2,10
30,30.0,A3,0.145,yQC15,2,10
45,30.0,A3,0.149,yQC15,2,10
60,30.1,A3,0.155,yQC15,2,10
75,30.1,A3,0.158,yQC15,2,10
90,30.1,A3,0.165,yQC15,2,10
105,30.1,A3,0.17300000000000001,yQC15,2,10
120,30.1,A3,0.17800000000000002,yQC15,2,10
135,30.1,A3,0.187,yQC15,2,10
150,30.1,A3,0.198,yQC15,2,10
165,30.1,A3,0.207,yQC15,2,10
180,30.2,A3,0.22,yQC15,2,10
195,30.1,A3,0.23399999999999999,yQC15,2,10
210,30.1,A3,0.249,yQC15,2,10
225,30.1,A3,0.267,yQC15,2,10
240,30.1,A3,0.28,yQC15,2,10
255,30.1,A3,0.303,yQC15,2,10
270,30.1,A3,0.326,yQC15,2,10
285,30.1,A3,0.355,yQC15,2,10
300,30.1,A3,0.37799999999999995,yQC15,2,10
315,30.1,A3,0.41700000000000004,yQC15,2,10
330,30.1,A3,0.45299999999999996,yQC15,2,10
345,30.2,A3,0.485,yQC15,2,10
360,30.2,A3,0.525,yQC15,2,10
375,30.1,A3,0.561,yQC15,2,10
390,30.2,A3,0.613,yQC15,2,10
405,30.2,A3,0.657,yQC15,2,10
420,30.1,A3,0.705,yQC15,2,10
435,30.1,A3,0.774,yQC15,2,10
450,30.1,A3,0.825,yQC15,2,10
465,30.1,A3,0.867,yQC15,2,10
480,30.1,A3,0.917,yQC15,2,10
495,30.1,A3,0.972,yQC15,2,10
510,30.1,A3,1.016,yQC15,2,10
525,30.1,A3,1.077,yQC15,2,10
540,30.1,A3,1.11,yQC15,2,10
555,30.1,A3,1.153,yQC15,2,10
570,30.1,A3,1.18,yQC15,2,10
585,30.1,A3,1.189,yQC15,2,10
600,30.1,A3,1.207,yQC15,2,10
615,30.1,A3,1.207,yQC15,2,10
630,30.1,A3,1.21,yQC15,2,10
645,30.1,A3,1.212,yQC15,2,10
660,30.1,A3,1.217,yQC15,2,10
675,30.1,A3,1.218,yQC15,2,10
690,30.1,A3,1.224,yQC15,2,10
705,30.1,A3,1.228,yQC15,2,10
720,30.1,A3,1.2309999999999999,yQC15,2,10
735,30.1,A3,1.24,yQC15,2,10
750,30.1,A3,1.248,yQC15,2,10
765,30.1,A3,1.252,yQC15,2,10
780,30.1,A3,1.258,yQC15,2,10
795,30.1,A3,1.266,yQC15,2,10
810,30.1,A3,1.275,yQC15,2,10
825,30.1,A3,1.278,yQC15,2,10
840,30.1,A3,1.285,yQC15,2,10
855,30.1,A3,1.295,yQC15,2,10
870,30.1,A3,1.3019999999999998,yQC15,2,10
885,30.2,A3,1.3090000000000002,yQC15,2,10
900,30.2,A3,1.315,yQC15,2,10
915,30.2,A3,1.319,yQC15,2,10
930,30.2,A3,1.325,yQC15,2,10
945,30.1,A3,1.334,yQC15,2,10
960,30.2,A3,1.341,yQC15,2,10
975,30.1,A3,1.341,yQC15,2,10
990,30.1,A3,1.349,yQC15,2,10
1005,30.2,A3,1.355,yQC15,2,10
1020,30.1,A3,1.361,yQC15,2,10
1035,30.2,A3,1.365,yQC15,2,10
1050,30.2,A3,1.371,yQC15,2,10
1065,30.1,A3,1.38,yQC15,2,10
1080,30.1,A3,1.383,yQC15,2,10
1095,30.1,A3,1.3869999999999998,yQC15,2,10
1110,30.2,A3,1.3940000000000001,yQC15,2,10
1125,30.1,A3,1.402,yQC15,2,10
1140,30.2,A3,1.405,yQC15,2,10
1155,30.1,A3,1.4140000000000001,yQC15,2,10
1170,30.1,A3,1.42,yQC15,2,10
1185,30.2,A3,1.4240000000000002,yQC15,2,10
1200,30.1,A3,1.4269999999999998,yQC15,2,10
1215,30.2,A3,1.436,yQC15,2,10
1230,30.2,A3,1.443,yQC15,2,10
1245,30.2,A3,1.4480000000000002,yQC15,2,10
1260,30.2,A3,1.452,yQC15,2,10
1275,30.2,A3,1.4569999999999999,yQC15,2,10
1290,30.3,A3,1.464,yQC15,2,10
1305,30.2,A3,1.47,yQC15,2,10
1320,30.2,A3,1.476,yQC15,2,10
1335,30.2,A3,1.483,yQC15,2,10
1350,30.2,A3,1.4880000000000002,yQC15,2,10
1365,30.3,A3,1.493,yQC15,2,10
1380,30.3,A3,1.5019999999999998,yQC15,2,10
1395,30.3,A3,1.506,yQC15,2,10
1410,30.2,A3,1.515,yQC15,2,10
1425,30.3,A3,1.517,yQC15,2,10
1440,30.2,A3,1.5219999999999998,yQC15,2,10
1455,30.2,A3,1.528,yQC15,2,10
1470,30.2,A3,1.536,yQC15,2,10
1485,30.2,A3,1.5390000000000001,yQC15,2,10
1500,30.2,A3,1.547,yQC15,2,10
1515,30.2,A3,1.5519999999999998,yQC15,2,10
1530,30.2,A3,1.5590000000000002,yQC15,2,10
1545,30.2,A3,1.564,yQC15,2,10
1560,30.2,A3,1.571,yQC15,2,10
1575,30.2,A3,1.5730000000000002,yQC15,2,10
1590,30.2,A3,1.5819999999999999,yQC15,2,10
1605,30.2,A3,1.588,yQC15,2,10
1620,30.2,A3,1.5919999999999999,yQC15,2,10
1635,30.2,A3,1.598,yQC15,2,10
0,30.0,A4,0.13699999999999998,yQC16,1,10
15,30.0,A4,0.14,yQC16,1,10
30,30.0,A4,0.14300000000000002,yQC16,1,10
45,30.0,A4,0.146,yQC16,1,10
60,30.1,A4,0.152,yQC16,1,10
75,30.1,A4,0.157,yQC16,1,10
90,30.1,A4,0.162,yQC16,1,10
105,30.1,A4,0.16699999999999998,yQC16,1,10
120,30.1,A4,0.172,yQC16,1,10
135,30.1,A4,0.183,yQC16,1,10
150,30.1,A4,0.18600000000000003,yQC16,1,10
165,30.1,A4,0.198,yQC16,1,10
180,30.2,A4,0.21100000000000002,yQC16,1,10
195,30.1,A4,0.222,yQC16,1,10
210,30.1,A4,0.237,yQC16,1,10
225,30.1,A4,0.253,yQC16,1,10
240,30.1,A4,0.267,yQC16,1,10
255,30.1,A4,0.294,yQC16,1,10
270,30.1,A4,0.314,yQC16,1,10
285,30.1,A4,0.335,yQC16,1,10
300,30.1,A4,0.364,yQC16,1,10
315,30.1,A4,0.396,yQC16,1,10
330,30.1,A4,0.42100000000000004,yQC16,1,10
345,30.2,A4,0.466,yQC16,1,10
360,30.2,A4,0.495,yQC16,1,10
375,30.1,A4,0.5429999999999999,yQC16,1,10
390,30.2,A4,0.583,yQC16,1,10
405,30.2,A4,0.631,yQC16,1,10
420,30.1,A4,0.684,yQC16,1,10
435,30.1,A4,0.732,yQC16,1,10
450,30.1,A4,0.777,yQC16,1,10
465,30.1,A4,0.833,yQC16,1,10
480,30.1,A4,0.89,yQC16,1,10
495,30.1,A4,0.9440000000000001,yQC16,1,10
510,30.1,A4,1.0090000000000001,yQC16,1,10
525,30.1,A4,1.041,yQC16,1,10
540,30.1,A4,1.094,yQC16,1,10
555,30.1,A4,1.1320000000000001,yQC16,1,10
570,30.1,A4,1.181,yQC16,1,10
585,30.1,A4,1.195,yQC16,1,10
600,30.1,A4,1.21,yQC16,1,10
615,30.1,A4,1.232,yQC16,1,10
630,30.1,A4,1.216,yQC16,1,10
645,30.1,A4,1.23,yQC16,1,10
660,30.1,A4,1.218,yQC16,1,10
675,30.1,A4,1.24,yQC16,1,10
690,30.1,A4,1.252,yQC16,1,10
705,30.1,A4,1.247,yQC16,1,10
720,30.1,A4,1.254,yQC16,1,10
735,30.1,A4,1.253,yQC16,1,10
750,30.1,A4,1.264,yQC16,1,10
765,30.1,A4,1.2690000000000001,yQC16,1,10
780,30.1,A4,1.276,yQC16,1,10
795,30.1,A4,1.281,yQC16,1,10
810,30.1,A4,1.29,yQC16,1,10
825,30.1,A4,1.296,yQC16,1,10
840,30.1,A4,1.3019999999999998,yQC16,1,10
855,30.1,A4,1.31,yQC16,1,10
870,30.1,A4,1.318,yQC16,1,10
885,30.2,A4,1.319,yQC16,1,10
900,30.2,A4,1.327,yQC16,1,10
915,30.2,A4,1.335,yQC16,1,10
930,30.2,A4,1.338,yQC16,1,10
945,30.1,A4,1.3459999999999999,yQC16,1,10
960,30.2,A4,1.3530000000000002,yQC16,1,10
975,30.1,A4,1.3559999999999999,yQC16,1,10
990,30.1,A4,1.3619999999999999,yQC16,1,10
1005,30.2,A4,1.3659999999999999,yQC16,1,10
1020,30.1,A4,1.375,yQC16,1,10
1035,30.2,A4,1.381,yQC16,1,10
1050,30.2,A4,1.3880000000000001,yQC16,1,10
1065,30.1,A4,1.391,yQC16,1,10
1080,30.1,A4,1.3969999999999998,yQC16,1,10
1095,30.1,A4,1.4040000000000001,yQC16,1,10
1110,30.2,A4,1.412,yQC16,1,10
1125,30.1,A4,1.413,yQC16,1,10
1140,30.2,A4,1.421,yQC16,1,10
1155,30.1,A4,1.431,yQC16,1,10
1170,30.1,A4,1.433,yQC16,1,10
1185,30.2,A4,1.439,yQC16,1,10
1200,30.1,A4,1.446,yQC16,1,10
1215,30.2,A4,1.455,yQC16,1,10
1230,30.2,A4,1.462,yQC16,1,10
1245,30.2,A4,1.465,yQC16,1,10
1260,30.2,A4,1.473,yQC16,1,10
1275,30.2,A4,1.48,yQC16,1,10
1290,30.3,A4,1.484,yQC16,1,10
1305,30.2,A4,1.492,yQC16,1,10
1320,30.2,A4,1.4980000000000002,yQC16,1,10
1335,30.2,A4,1.504,yQC16,1,10
1350,30.2,A4,1.5090000000000001,yQC16,1,10
1365,30.3,A4,1.5119999999999998,yQC16,1,10
1380,30.3,A4,1.5190000000000001,yQC16,1,10
1395,30.3,A4,1.5219999999999998,yQC16,1,10
1410,30.2,A4,1.534,yQC16,1,10
1425,30.3,A4,1.537,yQC16,1,10
1440,30.2,A4,1.5430000000000001,yQC16,1,10
1455,30.2,A4,1.547,yQC16,1,10
1470,30.2,A4,1.556,yQC16,1,10
1485,30.2,A4,1.567,yQC16,1,10
1500,30.2,A4,1.569,yQC16,1,10
1515,30.2,A4,1.58,yQC16,1,10
1530,30.2,A4,1.585,yQC16,1,10
1545,30.2,A4,1.5930000000000002,yQC16,1,10
1560,30.2,A4,1.599,yQC16,1,10
1575,30.2,A4,1.604,yQC16,1,10
1590,30.2,A4,1.6130000000000002,yQC16,1,10
1605,30.2,A4,1.62,yQC16,1,10
1620,30.2,A4,1.624,yQC16,1,10
1635,30.2,A4,1.631,yQC16,1,10
0,30.0,A5,0.125,yQC27,1,0
15,30.0,A5,0.127,yQC27,1,0
30,30.0,A5,0.127,yQC27,1,0
45,30.0,A5,0.13,yQC27,1,0
60,30.1,A5,0.13,yQC27,1,0
75,30.1,A5,0.13699999999999998,yQC27,1,0
90,30.1,A5,0.138,yQC27,1,0
105,30.1,A5,0.14,yQC27,1,0
120,30.1,A5,0.14400000000000002,yQC27,1,0
135,30.1,A5,0.149,yQC27,1,0
150,30.1,A5,0.156,yQC27,1,0
165,30.1,A5,0.158,yQC27,1,0
180,30.2,A5,0.16399999999999998,yQC27,1,0
195,30.1,A5,0.17,yQC27,1,0
210,30.1,A5,0.177,yQC27,1,0
225,30.1,A5,0.188,yQC27,1,0
240,30.1,A5,0.193,yQC27,1,0
255,30.1,A5,0.205,yQC27,1,0
270,30.1,A5,0.213,yQC27,1,0
285,30.1,A5,0.226,yQC27,1,0
300,30.1,A5,0.244,yQC27,1,0
315,30.1,A5,0.252,yQC27,1,0
330,30.1,A5,0.273,yQC27,1,0
345,30.2,A5,0.292,yQC27,1,0
360,30.2,A5,0.307,yQC27,1,0
375,30.1,A5,0.326,yQC27,1,0
390,30.2,A5,0.354,yQC27,1,0
405,30.2,A5,0.376,yQC27,1,0
420,30.1,A5,0.406,yQC27,1,0
435,30.1,A5,0.436,yQC27,1,0
450,30.1,A5,0.47,yQC27,1,0
465,30.1,A5,0.502,yQC27,1,0
480,30.1,A5,0.534,yQC27,1,0
495,30.1,A5,0.58,yQC27,1,0
510,30.1,A5,0.617,yQC27,1,0
525,30.1,A5,0.6509999999999999,yQC27,1,0
540,30.1,A5,0.698,yQC27,1,0
555,30.1,A5,0.754,yQC27,1,0
570,30.1,A5,0.7879999999999999,yQC27,1,0
585,30.1,A5,0.8320000000000001,yQC27,1,0
600,30.1,A5,0.882,yQC27,1,0
615,30.1,A5,0.93,yQC27,1,0
630,30.1,A5,0.983,yQC27,1,0
645,30.1,A5,1.031,yQC27,1,0
660,30.1,A5,1.061,yQC27,1,0
675,30.1,A5,1.0959999999999999,yQC27,1,0
690,30.1,A5,1.113,yQC27,1,0
705,30.1,A5,1.13,yQC27,1,0
720,30.1,A5,1.138,yQC27,1,0
735,30.1,A5,1.146,yQC27,1,0
750,30.1,A5,1.155,yQC27,1,0
765,30.1,A5,1.155,yQC27,1,0
780,30.1,A5,1.165,yQC27,1,0
795,30.1,A5,1.1640000000000001,yQC27,1,0
810,30.1,A5,1.1640000000000001,yQC27,1,0
825,30.1,A5,1.168,yQC27,1,0
840,30.1,A5,1.1740000000000002,yQC27,1,0
855,30.1,A5,1.177,yQC27,1,0
870,30.1,A5,1.186,yQC27,1,0
885,30.2,A5,1.192,yQC27,1,0
900,30.2,A5,1.199,yQC27,1,0
915,30.2,A5,1.205,yQC27,1,0
930,30.2,A5,1.207,yQC27,1,0
945,30.1,A5,1.215,yQC27,1,0
960,30.2,A5,1.2209999999999999,yQC27,1,0
975,30.1,A5,1.229,yQC27,1,0
990,30.1,A5,1.237,yQC27,1,0
1005,30.2,A5,1.242,yQC27,1,0
1020,30.1,A5,1.247,yQC27,1,0
1035,30.2,A5,1.256,yQC27,1,0
1050,30.2,A5,1.258,yQC27,1,0
1065,30.1,A5,1.271,yQC27,1,0
1080,30.1,A5,1.272,yQC27,1,0
1095,30.1,A5,1.284,yQC27,1,0
1110,30.2,A5,1.288,yQC27,1,0
1125,30.1,A5,1.295,yQC27,1,0
1140,30.2,A5,1.301,yQC27,1,0
1155,30.1,A5,1.307,yQC27,1,0
1170,30.1,A5,1.308,yQC27,1,0
1185,30.2,A5,1.3159999999999998,yQC27,1,0
1200,30.1,A5,1.324,yQC27,1,0
1215,30.2,A5,1.325,yQC27,1,0
1230,30.2,A5,1.335,yQC27,1,0
1245,30.2,A5,1.3419999999999999,yQC27,1,0
1260,30.2,A5,1.349,yQC27,1,0
1275,30.2,A5,1.354,yQC27,1,0
1290,30.3,A5,1.3619999999999999,yQC27,1,0
1305,30.2,A5,1.367,yQC27,1,0
1320,30.2,A5,1.374,yQC27,1,0
1335,30.2,A5,1.38,yQC27,1,0
1350,30.2,A5,1.389,yQC27,1,0
1365,30.3,A5,1.395,yQC27,1,0
1380,30.3,A5,1.402,yQC27,1,0
1395,30.3,A5,1.4080000000000001,yQC27,1,0
1410,30.2,A5,1.4180000000000001,yQC27,1,0
1425,30.3,A5,1.421,yQC27,1,0
1440,30.2,A5,1.431,yQC27,1,0
1455,30.2,A5,1.4409999999999998,yQC27,1,0
1470,30.2,A5,1.4469999999999998,yQC27,1,0
1485,30.2,A5,1.455,yQC27,1,0
1500,30.2,A5,1.462,yQC27,1,0
1515,30.2,A5,1.472,yQC27,1,0
1530,30.2,A5,1.474,yQC27,1,0
1545,30.2,A5,1.479,yQC27,1,0
1560,30.2,A5,1.486,yQC27,1,0
1575,30.2,A5,1.499,yQC27,1,0
1590,30.2,A5,1.5030000000000001,yQC27,1,0
1605,30.2,A5,1.5090000000000001,yQC27,1,0
1620,30.2,A5,1.518,yQC27,1,0
1635,30.2,A5,1.526,yQC27,1,0
0,30.0,A6,0.155,yQC28,1,0
15,30.0,A6,0.157,yQC28,1,0
30,30.0,A6,0.163,yQC28,1,0
45,30.0,A6,0.166,yQC28,1,0
60,30.1,A6,0.171,yQC28,1,0
75,30.1,A6,0.174,yQC28,1,0
90,30.1,A6,0.182,yQC28,1,0
105,30.1,A6,0.18600000000000003,yQC28,1,0
120,30.1,A6,0.191,yQC28,1,0
135,30.1,A6,0.201,yQC28,1,0
150,30.1,A6,0.21,yQC28,1,0
165,30.1,A6,0.22,yQC28,1,0
180,30.2,A6,0.231,yQC28,1,0
195,30.1,A6,0.24,yQC28,1,0
210,30.1,A6,0.257,yQC28,1,0
225,30.1,A6,0.264,yQC28,1,0
240,30.1,A6,0.27899999999999997,yQC28,1,0
255,30.1,A6,0.292,yQC28,1,0
270,30.1,A6,0.309,yQC28,1,0
285,30.1,A6,0.331,yQC28,1,0
300,30.1,A6,0.34299999999999997,yQC28,1,0
315,30.1,A6,0.363,yQC28,1,0
330,30.1,A6,0.385,yQC28,1,0
345,30.2,A6,0.409,yQC28,1,0
360,30.2,A6,0.44299999999999995,yQC28,1,0
375,30.1,A6,0.469,yQC28,1,0
390,30.2,A6,0.49700000000000005,yQC28,1,0
405,30.2,A6,0.526,yQC28,1,0
420,30.1,A6,0.56,yQC28,1,0
435,30.1,A6,0.596,yQC28,1,0
450,30.1,A6,0.629,yQC28,1,0
465,30.1,A6,0.6629999999999999,yQC28,1,0
480,30.1,A6,0.7040000000000001,yQC28,1,0
495,30.1,A6,0.732,yQC28,1,0
510,30.1,A6,0.7659999999999999,yQC28,1,0
525,30.1,A6,0.809,yQC28,1,0
540,30.1,A6,0.846,yQC28,1,0
555,30.1,A6,0.893,yQC28,1,0
570,30.1,A6,0.93,yQC28,1,0
585,30.1,A6,0.961,yQC28,1,0
600,30.1,A6,0.997,yQC28,1,0
615,30.1,A6,1.041,yQC28,1,0
630,30.1,A6,1.0659999999999998,yQC28,1,0
645,30.1,A6,1.09,yQC28,1,0
660,30.1,A6,1.102,yQC28,1,0
675,30.1,A6,1.11,yQC28,1,0
690,30.1,A6,1.121,yQC28,1,0
705,30.1,A6,1.121,yQC28,1,0
