label,area_cell,intensity_sum_cell,area_nuc,intensity_sum_nuc,channel,im_name,strain
1,7147,12785159,586,1746965,0,09182019_hCTD_5,hCTD
2,3914,3566121,203,331058,0,09182019_hCTD_5,hCTD
3,2755,2091240,301,359026,0,09182019_hCTD_5,hCTD
4,3797,7243774,374,984058,0,09182019_hCTD_5,hCTD
5,4732,7140985,696,1765788,0,09182019_hCTD_5,hCTD
6,3863,5543963,380,723556,0,09182019_hCTD_5,hCTD
7,5729,10699577,669,1761387,0,09182019_hCTD_5,hCTD
8,4073,5738527,321,621356,0,09182019_hCTD_5,hCTD
9,4533,7696621,555,1375105,0,09182019_hCTD_5,hCTD
10,4469,7586456,441,1226358,0,09182019_hCTD_5,hCTD
11,6257,10061751,559,1278601,0,09182019_hCTD_5,hCTD
12,5009,6289479,452,919528,0,09182019_hCTD_5,hCTD
13,5220,9876516,620,2053036,0,09182019_hCTD_5,hCTD
14,4807,7828016,393,1012854,0,09182019_hCTD_5,hCTD
15,3117,3698418,402,632147,0,09182019_hCTD_5,hCTD
16,5277,9452883,604,1457235,0,09182019_hCTD_5,hCTD
17,4146,7267869,387,926177,0,09182019_hCTD_5,hCTD
18,4156,6279642,397,877639,0,09182019_hCTD_5,hCTD
19,4227,5985911,800,2041180,0,09182019_hCTD_5,hCTD
20,5391,10224819,505,1513285,0,09182019_hCTD_5,hCTD
22,3994,7045710,523,1701443,0,09182019_hCTD_5,hCTD
23,4456,7294408,467,1261726,0,09182019_hCTD_5,hCTD
24,4209,6554355,426,1147957,0,09182019_hCTD_5,hCTD
25,5008,6747786,413,844307,0,09182019_hCTD_5,hCTD
26,5138,8426727,720,1928954,0,09182019_hCTD_5,hCTD
27,6122,9011345,556,1200756,0,09182019_hCTD_5,hCTD
28,4169,5787314,531,1012801,0,09182019_hCTD_5,hCTD
29,2062,2951072,199,465976,0,09182019_hCTD_5,hCTD
30,3313,4494675,373,663346,0,09182019_hCTD_5,hCTD
31,4327,5648331,463,1077766,0,09182019_hCTD_5,hCTD
32,5928,10337089,860,2408356,0,09182019_hCTD_5,hCTD
33,4476,6397359,321,602355,0,09182019_hCTD_5,hCTD
1,7147,22319152,586,2784598,1,09182019_hCTD_5,hCTD
2,3914,11756769,203,826838,1,09182019_hCTD_5,hCTD
3,2755,6798741,301,1082981,1,09182019_hCTD_5,hCTD
4,3797,19588831,374,2433491,1,09182019_hCTD_5,hCTD
5,4732,12471905,696,2719122,1,09182019_hCTD_5,hCTD
6,3863,13055612,380,1756671,1,09182019_hCTD_5,hCTD
7,5729,25194540,669,4424295,1,09182019_hCTD_5,hCTD
8,4073,18242588,321,2060738,1,09182019_hCTD_5,hCTD
9,4533,16709902,555,2827792,1,09182019_hCTD_5,hCTD
10,4469,16529699,441,2652166,1,09182019_hCTD_5,hCTD
11,6257,14557358,559,1573515,1,09182019_hCTD_5,hCTD
12,5009,17072526,452,2171688,1,09182019_hCTD_5,hCTD
13,5220,17334470,620,3148325,1,09182019_hCTD_5,hCTD
14,4807,17009618,393,2057562,1,09182019_hCTD_5,hCTD
15,3117,9257836,402,1637236,1,09182019_hCTD_5,hCTD
16,5277,20415603,604,2862726,1,09182019_hCTD_5,hCTD
17,4146,15565332,387,2005775,1,09182019_hCTD_5,hCTD
18,4156,16580872,397,2095158,1,09182019_hCTD_5,hCTD
19,4227,16698018,800,5001370,1,09182019_hCTD_5,hCTD
20,5391,12324493,505,1600011,1,09182019_hCTD_5,hCTD
22,3994,12954337,523,2614159,1,09182019_hCTD_5,hCTD
23,4456,16851790,467,2644193,1,09182019_hCTD_5,hCTD
24,4209,15559872,426,2543315,1,09182019_hCTD_5,hCTD
25,5008,19471847,413,2100353,1,09182019_hCTD_5,hCTD
26,5138,20608441,720,4138810,1,09182019_hCTD_5,hCTD
27,6122,18570516,556,2302302,1,09182019_hCTD_5,hCTD
28,4169,15060443,531,2311210,1,09182019_hCTD_5,hCTD
29,2062,6877154,199,990252,1,09182019_hCTD_5,hCTD
30,3313,12842656,373,1834917,1,09182019_hCTD_5,hCTD
31,4327,13245229,463,2269949,1,09182019_hCTD_5,hCTD
32,5928,27584959,860,5947968,1,09182019_hCTD_5,hCTD
33,4476,13116539,321,1283514,1,09182019_hCTD_5,hCTD
1,7147,9223617,586,3583395,2,09182019_hCTD_5,hCTD
2,3914,5216299,203,802896,2,09182019_hCTD_5,hCTD
3,2755,4093764,301,1518720,2,09182019_hCTD_5,hCTD
4,3797,5838973,374,1588277,2,09182019_hCTD_5,hCTD
5,4732,8721344,696,4650793,2,09182019_hCTD_5,hCTD
6,3863,5238509,380,1693693,2,09182019_hCTD_5,hCTD
7,5729,10100262,669,4172384,2,09182019_hCTD_5,hCTD
8,4073,5173386,321,1587821,2,09182019_hCTD_5,hCTD
9,4533,7691461,555,3641073,2,09182019_hCTD_5,hCTD
10,4469,6276784,441,2306844,2,09182019_hCTD_5,hCTD
11,6257,9609110,559,2868779,2,09182019_hCTD_5,hCTD
12,5009,6628172,452,2397178,2,09182019_hCTD_5,hCTD
13,5220,8425382,620,3685493,2,09182019_hCTD_5,hCTD
14,4807,6557290,393,2067255,2,09182019_hCTD_5,hCTD
15,3117,5218525,402,2170411,2,09182019_hCTD_5,hCTD
16,5277,10220398,604,4799881,2,09182019_hCTD_5,hCTD
17,4146,5956329,387,2246239,2,09182019_hCTD_5,hCTD
18,4156,6525044,397,2205394,2,09182019_hCTD_5,hCTD
19,4227,8757641,800,4961842,2,09182019_hCTD_5,hCTD
20,5391,8932303,505,2948878,2,09182019_hCTD_5,hCTD
22,3994,7374028,523,3329483,2,09182019_hCTD_5,hCTD
23,4456,7190471,467,2813679,2,09182019_hCTD_5,hCTD
24,4209,6958427,426,2808678,2,09182019_hCTD_5,hCTD
25,5008,7620027,413,2572805,2,09182019_hCTD_5,hCTD
26,5138,10579570,720,4269071,2,09182019_hCTD_5,hCTD
27,6122,8963838,556,2967554,2,09182019_hCTD_5,hCTD
28,4169,7060746,531,3163719,2,09182019_hCTD_5,hCTD
29,2062,3391333,199,1036023,2,09182019_hCTD_5,hCTD
30,3313,5712497,373,2408325,2,09182019_hCTD_5,hCTD
31,4327,6354668,463,2735559,2,09182019_hCTD_5,hCTD
32,5928,12454719,860,5528119,2,09182019_hCTD_5,hCTD
33,4476,5760110,321,1747629,2,09182019_hCTD_5,hCTD
1,7147,2155090,586,285228,3,09182019_hCTD_5,hCTD
2,3914,1153153,203,78225,3,09182019_hCTD_5,hCTD
3,2755,718397,301,101958,3,09182019_hCTD_5,hCTD
4,3797,1368642,374,172653,3,09182019_hCTD_5,hCTD
5,4732,1357245,696,264350,3,09182019_hCTD_5,hCTD
6,3863,1280829,380,167155,3,09182019_hCTD_5,hCTD
7,5729,1966739,669,317981,3,09182019_hCTD_5,hCTD
8,4073,1415247,321,153726,3,09182019_hCTD_5,hCTD
9,4533,1194636,555,181162,3,09182019_hCTD_5,hCTD
10,4469,1396615,441,200633,3,09182019_hCTD_5,hCTD
11,6257,1718417,559,183376,3,09182019_hCTD_5,hCTD
12,5009,1493776,452,186644,3,09182019_hCTD_5,hCTD
13,5220,1500976,620,240361,3,09182019_hCTD_5,hCTD
14,4807,1292279,393,139978,3,09182019_hCTD_5,hCTD
15,3117,868425,402,142405,3,09182019_hCTD_5,hCTD
16,5277,1473933,604,210850,3,09182019_hCTD_5,hCTD
17,4146,1084138,387,125008,3,09182019_hCTD_5,hCTD
18,4156,1176176,397,139216,3,09182019_hCTD_5,hCTD
19,4227,1169889,800,285904,3,09182019_hCTD_5,hCTD
20,5391,1490141,505,179184,3,09182019_hCTD_5,hCTD
22,3994,1115779,523,194378,3,09182019_hCTD_5,hCTD
23,4456,1281635,467,170358,3,09182019_hCTD_5,hCTD
24,4209,1179983,426,158717,3,09182019_hCTD_5,hCTD
25,5008,1353529,413,137523,3,09182019_hCTD_5,hCTD
26,5138,1524035,720,260046,3,09182019_hCTD_5,hCTD
27,6122,1704615,556,189658,3,09182019_hCTD_5,hCTD
28,4169,1016363,531,153241,3,09182019_hCTD_5,hCTD
29,2062,500735,199,57723,3,09182019_hCTD_5,hCTD
30,3313,871628,373,116888,3,09182019_hCTD_5,hCTD
31,4327,1037580,463,141749,3,09182019_hCTD_5,hCTD
32,5928,1838988,860,364867,3,09182019_hCTD_5,hCTD
33,4476,1108760,321,100046,3,09182019_hCTD_5,hCTD
1,7147,133709752,586,11036161,4,09182019_hCTD_5,hCTD
2,3914,77028140,203,4003669,4,09182019_hCTD_5,hCTD
3,2755,53857093,301,5895567,4,09182019_hCTD_5,hCTD
4,3797,73758853,374,7297374,4,09182019_hCTD_5,hCTD
5,4732,91266199,696,13618639,4,09182019_hCTD_5,hCTD
6,3863,75186244,380,7521670,4,09182019_hCTD_5,hCTD
7,5729,109773915,669,12807641,4,09182019_hCTD_5,hCTD
8,4073,77254501,321,6055044,4,09182019_hCTD_5,hCTD
9,4533,82781701,555,10280500,4,09182019_hCTD_5,hCTD
10,4469,85206649,441,8522173,4,09182019_hCTD_5,hCTD
11,6257,111865371,559,10029822,4,09182019_hCTD_5,hCTD
12,5009,97100620,452,8922375,4,09182019_hCTD_5,hCTD
13,5220,96936088,620,11573362,4,09182019_hCTD_5,hCTD
14,4807,88981275,393,7257405,4,09182019_hCTD_5,hCTD
15,3117,56959678,402,7506410,4,09182019_hCTD_5,hCTD
16,5277,95557666,604,11123288,4,09182019_hCTD_5,hCTD
17,4146,74907675,387,7135924,4,09182019_hCTD_5,hCTD
18,4156,76190402,397,7278239,4,09182019_hCTD_5,hCTD
19,4227,80574617,800,15341373,4,09182019_hCTD_5,hCTD
20,5391,96990900,505,9136849,4,09182019_hCTD_5,hCTD
22,3994,74384223,523,9869578,4,09182019_hCTD_5,hCTD
23,4456,84348687,467,8836118,4,09182019_hCTD_5,hCTD
24,4209,78224803,426,7913813,4,09182019_hCTD_5,hCTD
25,5008,93127944,413,7720512,4,09182019_hCTD_5,hCTD
26,5138,91488965,720,12950197,4,09182019_hCTD_5,hCTD
27,6122,111314342,556,10446684,4,09182019_hCTD_5,hCTD
28,4169,73137845,531,9303994,4,09182019_hCTD_5,hCTD
29,2062,36312495,199,3549350,4,09182019_hCTD_5,hCTD
30,3313,57310003,373,6513442,4,09182019_hCTD_5,hCTD
31,4327,75563903,463,8054127,4,09182019_hCTD_5,hCTD
32,5928,101820697,860,15001568,4,09182019_hCTD_5,hCTD
33,4476,67830325,321,5004651,4,09182019_hCTD_5,hCTD
1,3558,4681544,336,590987,0,09182019_wCTD_28,wCTD
2,2882,3070221,256,432070,0,09182019_wCTD_28,wCTD
3,3973,5164725,319,672831,0,09182019_wCTD_28,wCTD
4,3177,4908823,353,849500,0,09182019_wCTD_28,wCTD
5,3865,6390533,406,939267,0,09182019_wCTD_28,wCTD
6,2535,3790547,277,602656,0,09182019_wCTD_28,wCTD
7,2606,4775516,382,880245,0,09182019_wCTD_28,wCTD
8,2933,4300092,282,663987,0,09182019_wCTD_28,wCTD
9,2356,5037359,347,769503,0,09182019_wCTD_28,wCTD
10,3082,5702044,392,880312,0,09182019_wCTD_28,wCTD
11,4069,5501122,335,740256,0,09182019_wCTD_28,wCTD
12,3922,4028539,380,649039,0,09182019_wCTD_28,wCTD
14,3253,5281178,361,779321,0,09182019_wCTD_28,wCTD
15,3071,5098001,362,844026,0,09182019_wCTD_28,wCTD
17,3258,4345480,317,558506,0,09182019_wCTD_28,wCTD
18,4008,5566312,354,741202,0,09182019_wCTD_28,wCTD
19,4346,5073451,427,911418,0,09182019_wCTD_28,wCTD
20,4252,6862789,410,846970,0,09182019_wCTD_28,wCTD
21,3311,3224301,355,510766,0,09182019_wCTD_28,wCTD
22,3733,4673794,316,602241,0,09182019_wCTD_28,wCTD
23,4239,4502458,351,663307,0,09182019_wCTD_28,wCTD
24,4188,4868852,353,659276,0,09182019_wCTD_28,wCTD
25,2543,2874105,347,522090,0,09182019_wCTD_28,wCTD
26,2747,2927546,257,429876,0,09182019_wCTD_28,wCTD
27,3823,3907954,329,623557,0,09182019_wCTD_28,wCTD
28,3737,4317055,448,880797,0,09182019_wCTD_28,wCTD
29,3650,4431366,448,831955,0,09182019_wCTD_28,wCTD
30,3070,3542914,422,769765,0,09182019_wCTD_28,wCTD
31,5398,9834736,1424,3618224,0,09182019_wCTD_28,wCTD
32,2930,3609568,382,743377,0,09182019_wCTD_28,wCTD
33,5989,9341963,1494,3571138,0,09182019_wCTD_28,wCTD
34,3677,3352614,423,646206,0,09182019_wCTD_28,wCTD
35,4582,4851605,395,694262,0,09182019_wCTD_28,wCTD
36,3237,3373025,418,719695,0,09182019_wCTD_28,wCTD
37,2978,3481411,386,681801,0,09182019_wCTD_28,wCTD
38,2350,3365502,417,781916,0,09182019_wCTD_28,wCTD
39,3570,4859323,384,739960,0,09182019_wCTD_28,wCTD
40,3001,3221828,385,656319,0,09182019_wCTD_28,wCTD
41,3771,3657757,459,788248,0,09182019_wCTD_28,wCTD
42,3413,4550735,431,724292,0,09182019_wCTD_28,wCTD
43,4339,6149794,652,1504642,0,09182019_wCTD_28,wCTD
44,3801,6144552,628,1402725,0,09182019_wCTD_28,wCTD
45,3403,4502910,481,910565,0,09182019_wCTD_28,wCTD
46,2930,3022204,324,597369,0,09182019_wCTD_28,wCTD
47,4002,4628402,422,713912,0,09182019_wCTD_28,wCTD
48,4071,4301222,525,965349,0,09182019_wCTD_28,wCTD
49,4976,6038638,492,864730,0,09182019_wCTD_28,wCTD
50,3548,4682933,602,1217769,0,09182019_wCTD_28,wCTD
52,3067,4690079,456,1049456,0,09182019_wCTD_28,wCTD
53,3018,2749155,370,544537,0,09182019_wCTD_28,wCTD
54,2430,3042948,388,770186,0,09182019_wCTD_28,wCTD
56,3311,3299356,492,871255,0,09182019_wCTD_28,wCTD
57,2382,2908624,333,600068,0,09182019_wCTD_28,wCTD
58,2012,2524695,417,666290,0,09182019_wCTD_28,wCTD
59,4654,5058255,453,665135,0,09182019_wCTD_28,wCTD
60,2855,4125646,455,759742,0,09182019_wCTD_28,wCTD
61,4071,3605434,409,602568,0,09182019_wCTD_28,wCTD
62,5098,5183114,451,734981,0,09182019_wCTD_28,wCTD
63,3968,4201628,382,587101,0,09182019_wCTD_28,wCTD
64,4208,3764988,432,674262,0,09182019_wCTD_28,wCTD
65,2645,2942508,325,542569,0,09182019_wCTD_28,wCTD
66,2556,2729602,492,734311,0,09182019_wCTD_28,wCTD
67,4762,4816253,479,767687,0,09182019_wCTD_28,wCTD
68,3914,3459475,399,612730,0,09182019_wCTD_28,wCTD
69,2978,3219773,418,602499,0,09182019_wCTD_28,wCTD
70,2909,2473321,405,510089,0,09182019_wCTD_28,wCTD
71,3045,2807491,366,524418,0,09182019_wCTD_28,wCTD
72,3284,2564811,452,626878,0,09182019_wCTD_28,wCTD
1,3558,4780334,336,752762,1,09182019_wCTD_28,wCTD
2,2882,4272676,256,589634,1,09182019_wCTD_28,wCTD
3,3973,5763227,319,736604,1,09182019_wCTD_28,wCTD
4,3177,4704325,353,803412,1,09182019_wCTD_28,wCTD
5,3865,5577667,406,722440,1,09182019_wCTD_28,wCTD
6,2535,3348426,277,575740,1,09182019_wCTD_28,wCTD
7,2606,4668198,382,819489,1,09182019_wCTD_28,wCTD
8,2933,3594849,282,643425,1,09182019_wCTD_28,wCTD
9,2356,4795539,347,855185,1,09182019_wCTD_28,wCTD
10,3082,6192017,392,889384,1,09182019_wCTD_28,wCTD
11,4069,5184039,335,621167,1,09182019_wCTD_28,wCTD
12,3922,4852736,380,877924,1,09182019_wCTD_28,wCTD
14,3253,5859421,361,976061,1,09182019_wCTD_28,wCTD
15,3071,5360135,362,1002971,1,09182019_wCTD_28,wCTD
17,3258,5083468,317,711708,1,09182019_wCTD_28,wCTD
18,4008,6044151,354,826359,1,09182019_wCTD_28,wCTD
19,4346,5614075,427,1066575,1,09182019_wCTD_28,wCTD
20,4252,7149951,410,966448,1,09182019_wCTD_28,wCTD
21,3311,3696051,355,629955,1,09182019_wCTD_28,wCTD
22,3733,4825472,316,660787,1,09182019_wCTD_28,wCTD
23,4239,4334867,351,602643,1,09182019_wCTD_28,wCTD
24,4188,5872431,353,806973,1,09182019_wCTD_28,wCTD
25,2543,3317058,347,686522,1,09182019_wCTD_28,wCTD
26,2747,3205586,257,586334,1,09182019_wCTD_28,wCTD
27,3823,4940935,329,789044,1,09182019_wCTD_28,wCTD
28,3737,4646271,448,882393,1,09182019_wCTD_28,wCTD
29,3650,5837541,448,1099304,1,09182019_wCTD_28,wCTD
30,3070,3895792,422,895324,1,09182019_wCTD_28,wCTD
31,5398,10985586,1424,4211133,1,09182019_wCTD_28,wCTD
32,2930,4728416,382,1013461,1,09182019_wCTD_28,wCTD
33,5989,11178999,1494,4206309,1,09182019_wCTD_28,wCTD
34,3677,3646348,423,770099,1,09182019_wCTD_28,wCTD
35,4582,4809880,395,679507,1,09182019_wCTD_28,wCTD
36,3237,4035878,418,903638,1,09182019_wCTD_28,wCTD
37,2978,4889623,386,971933,1,09182019_wCTD_28,wCTD
38,2350,4550127,417,1014296,1,09182019_wCTD_28,wCTD
39,3570,4741572,384,614450,1,09182019_wCTD_28,wCTD
40,3001,3640334,385,727169,1,09182019_wCTD_28,wCTD
41,3771,4547933,459,916420,1,09182019_wCTD_28,wCTD
42,3413,4620638,431,804109,1,09182019_wCTD_28,wCTD
43,4339,6306157,652,1567833,1,09182019_wCTD_28,wCTD
44,3801,6249833,628,1383313,1,09182019_wCTD_28,wCTD
45,3403,5219364,481,1199461,1,09182019_wCTD_28,wCTD
46,2930,3732906,324,663776,1,09182019_wCTD_28,wCTD
47,4002,4465826,422,718910,1,09182019_wCTD_28,wCTD
48,4071,5173631,525,1235191,1,09182019_wCTD_28,wCTD
49,4976,6169608,492,932225,1,09182019_wCTD_28,wCTD
50,3548,8863908,602,2313921,1,09182019_wCTD_28,wCTD
52,3067,4397932,456,923522,1,09182019_wCTD_28,wCTD
53,3018,2945014,370,557463,1,09182019_wCTD_28,wCTD
54,2430,4504837,388,1064062,1,09182019_wCTD_28,wCTD
56,3311,4113124,492,1112301,1,09182019_wCTD_28,wCTD
57,2382,3793050,333,780418,1,09182019_wCTD_28,wCTD
58,2012,3356918,417,1013583,1,09182019_wCTD_28,wCTD
59,4654,5853452,453,748388,1,09182019_wCTD_28,wCTD
60,2855,4596646,455,1133409,1,09182019_wCTD_28,wCTD
61,4071,4034031,409,616461,1,09182019_wCTD_28,wCTD
62,5098,6366045,451,906893,1,09182019_wCTD_28,wCTD
63,3968,5655082,382,860419,1,09182019_wCTD_28,wCTD
64,4208,3939348,432,637802,1,09182019_wCTD_28,wCTD
65,2645,3759730,325,699402,1,09182019_wCTD_28,wCTD
66,2556,3765396,492,1017449,1,09182019_wCTD_28,wCTD
67,4762,5712232,479,784660,1,09182019_wCTD_28,wCTD
68,3914,3719128,399,744834,1,09182019_wCTD_28,wCTD
69,2978,4914073,418,911950,1,09182019_wCTD_28,wCTD
70,2909,3469227,405,701873,1,09182019_wCTD_28,wCTD
71,3045,4423601,366,822125,1,09182019_wCTD_28,wCTD
72,3284,3242154,452,685586,1,09182019_wCTD_28,wCTD
1,3558,4317963,336,1883555,2,09182019_wCTD_28,wCTD
2,2882,3452862,256,1468755,2,09182019_wCTD_28,wCTD
3,3973,4562000,319,1791208,2,09182019_wCTD_28,wCTD
4,3177,4367678,353,1922214,2,09182019_wCTD_28,wCTD
5,3865,5768411,406,2472272,2,09182019_wCTD_28,wCTD
6,2535,3721951,277,1598086,2,09182019_wCTD_28,wCTD
7,2606,4720614,382,2313050,2,09182019_wCTD_28,wCTD
8,2933,4018906,282,1691551,2,09182019_wCTD_28,wCTD
9,2356,4357849,347,2027539,2,09182019_wCTD_28,wCTD
10,3082,5366366,392,2639275,2,09182019_wCTD_28,wCTD
11,4069,5063415,335,1942255,2,09182019_wCTD_28,wCTD
12,3922,4582253,380,1979766,2,09182019_wCTD_28,wCTD
14,3253,4629523,361,2061258,2,09182019_wCTD_28,wCTD
15,3071,4895481,362,2308706,2,09182019_wCTD_28,wCTD
17,3258,4577614,317,1989616,2,09182019_wCTD_28,wCTD
18,4008,5115155,354,2132382,2,09182019_wCTD_28,wCTD
19,4346,6161917,427,2883253,2,09182019_wCTD_28,wCTD
20,4252,5788205,410,2455546,2,09182019_wCTD_28,wCTD
21,3311,4188273,355,2118031,2,09182019_wCTD_28,wCTD
22,3733,4666152,316,1963746,2,09182019_wCTD_28,wCTD
23,4239,4905890,351,1960477,2,09182019_wCTD_28,wCTD
24,4188,4872679,353,2074774,2,09182019_wCTD_28,wCTD
25,2543,3919032,347,1874325,2,09182019_wCTD_28,wCTD
26,2747,3818539,257,1593627,2,09182019_wCTD_28,wCTD
27,3823,5211046,329,2269233,2,09182019_wCTD_28,wCTD
28,3737,5174713,448,2429716,2,09182019_wCTD_28,wCTD
29,3650,5767950,448,2665575,2,09182019_wCTD_28,wCTD
30,3070,5159181,422,2653569,2,09182019_wCTD_28,wCTD
31,5398,13549805,1424,8289090,2,09182019_wCTD_28,wCTD
32,2930,5409913,382,2620331,2,09182019_wCTD_28,wCTD
33,5989,13668006,1494,8489556,2,09182019_wCTD_28,wCTD
34,3677,4964592,423,2379837,2,09182019_wCTD_28,wCTD
35,4582,6042086,395,2711953,2,09182019_wCTD_28,wCTD
36,3237,5104472,418,2582263,2,09182019_wCTD_28,wCTD
37,2978,5302704,386,2624722,2,09182019_wCTD_28,wCTD
38,2350,5073237,417,2681364,2,09182019_wCTD_28,wCTD
39,3570,5648927,384,2445008,2,09182019_wCTD_28,wCTD
40,3001,5070090,385,2549520,2,09182019_wCTD_28,wCTD
41,3771,5421962,459,2803137,2,09182019_wCTD_28,wCTD
42,3413,5761355,431,2729015,2,09182019_wCTD_28,wCTD
43,4339,9871581,652,5955170,2,09182019_wCTD_28,wCTD
44,3801,9209209,628,5446888,2,09182019_wCTD_28,wCTD
45,3403,6742030,481,3550525,2,09182019_wCTD_28,wCTD
46,2930,4886023,324,2502334,2,09182019_wCTD_28,wCTD
47,4002,5917034,422,2530685,2,09182019_wCTD_28,wCTD
48,4071,5609933,525,2681995,2,09182019_wCTD_28,wCTD
49,4976,6920179,492,2814327,2,09182019_wCTD_28,wCTD
50,3548,8291780,602,5126879,2,09182019_wCTD_28,wCTD
52,3067,6217387,456,3297460,2,09182019_wCTD_28,wCTD
53,3018,4733244,370,2438367,2,09182019_wCTD_28,wCTD
54,2430,5201529,388,2869208,2,09182019_wCTD_28,wCTD
56,3311,5638645,492,3199415,2,09182019_wCTD_28,wCTD
57,2382,4526884,333,2104228,2,09182019_wCTD_28,wCTD
58,2012,4809750,417,2762306,2,09182019_wCTD_28,wCTD
59,4654,6775913,453,3203861,2,09182019_wCTD_28,wCTD
60,2855,6343276,455,3318648,2,09182019_wCTD_28,wCTD
61,4071,5132408,409,2334320,2,09182019_wCTD_28,wCTD
62,5098,7084079,451,3023369,2,09182019_wCTD_28,wCTD
63,3968,5996393,382,2666111,2,09182019_wCTD_28,wCTD
64,4208,5729825,432,2511337,2,09182019_wCTD_28,wCTD
65,2645,5095904,325,2492120,2,09182019_wCTD_28,wCTD
66,2556,5384094,492,2902013,2,09182019_wCTD_28,wCTD
67,4762,6538643,479,2780672,2,09182019_wCTD_28,wCTD
68,3914,5456075,399,2638304,2,09182019_wCTD_28,wCTD
69,2978,5242945,418,2760241,2,09182019_wCTD_28,wCTD
70,2909,4769830,405,2523896,2,09182019_wCTD_28,wCTD
71,3045,4731959,366,2369940,2,09182019_wCTD_28,wCTD
72,3284,5137661,452,2701269,2,09182019_wCTD_28,wCTD
1,3558,993078,336,135789,3,09182019_wCTD_28,wCTD
2,2882,784532,256,99170,3,09182019_wCTD_28,wCTD
3,3973,1193403,319,141978,3,09182019_wCTD_28,wCTD
4,3177,1068688,353,165281,3,09182019_wCTD_28,wCTD
5,3865,1313950,406,172763,3,09182019_wCTD_28,wCTD
6,2535,688188,277,100444,3,09182019_wCTD_28,wCTD
7,2606,976310,382,186909,3,09182019_wCTD_28,wCTD
8,2933,764763,282,101127,3,09182019_wCTD_28,wCTD
9,2356,946634,347,157481,3,09182019_wCTD_28,wCTD
10,3082,1038185,392,163622,3,09182019_wCTD_28,wCTD
11,4069,1308353,335,155982,3,09182019_wCTD_28,wCTD
12,3922,1099251,380,150887,3,09182019_wCTD_28,wCTD
14,3253,1020474,361,150849,3,09182019_wCTD_28,wCTD
15,3071,817335,362,121338,3,09182019_wCTD_28,wCTD
17,3258,1114802,317,151483,3,09182019_wCTD_28,wCTD
18,4008,1093979,354,130486,3,09182019_wCTD_28,wCTD
19,4346,1200174,427,176738,3,09182019_wCTD_28,wCTD
20,4252,1399468,410,175382,3,09182019_wCTD_28,wCTD
21,3311,777179,355,117503,3,09182019_wCTD_28,wCTD
22,3733,1038348,316,131007,3,09182019_wCTD_28,wCTD
23,4239,1085234,351,123090,3,09182019_wCTD_28,wCTD
24,4188,1108908,353,133866,3,09182019_wCTD_28,wCTD
25,2543,738637,347,126789,3,09182019_wCTD_28,wCTD
26,2747,842353,257,112544,3,09182019_wCTD_28,wCTD
27,3823,1134008,329,154250,3,09182019_wCTD_28,wCTD
28,3737,1110232,448,205929,3,09182019_wCTD_28,wCTD
29,3650,1125509,448,201540,3,09182019_wCTD_28,wCTD
30,3070,827461,422,155668,3,09182019_wCTD_28,wCTD
31,5398,2179551,1424,763956,3,09182019_wCTD_28,wCTD
32,2930,1059042,382,207797,3,09182019_wCTD_28,wCTD
33,5989,2078190,1494,732895,3,09182019_wCTD_28,wCTD
34,3677,908080,423,149146,3,09182019_wCTD_28,wCTD
35,4582,1176550,395,152228,3,09182019_wCTD_28,wCTD
36,3237,975405,418,181704,3,09182019_wCTD_28,wCTD
37,2978,1017998,386,195364,3,09182019_wCTD_28,wCTD
38,2350,915046,417,205084,3,09182019_wCTD_28,wCTD
39,3570,1171873,384,165174,3,09182019_wCTD_28,wCTD
40,3001,994323,385,185962,3,09182019_wCTD_28,wCTD
41,3771,886800,459,147756,3,09182019_wCTD_28,wCTD
42,3413,1004410,431,170607,3,09182019_wCTD_28,wCTD
43,4339,1239788,652,274728,3,09182019_wCTD_28,wCTD
44,3801,1252482,628,258824,3,09182019_wCTD_28,wCTD
45,3403,1020412,481,190336,3,09182019_wCTD_28,wCTD
46,2930,826460,324,175249,3,09182019_wCTD_28,wCTD
47,4002,1109714,422,148709,3,09182019_wCTD_28,wCTD
48,4071,1120451,525,218837,3,09182019_wCTD_28,wCTD
49,4976,1369542,492,178781,3,09182019_wCTD_28,wCTD
50,3548,1081412,602,256196,3,09182019_wCTD_28,wCTD
52,3067,975319,456,200687,3,09182019_wCTD_28,wCTD
53,3018,843849,370,136311,3,09182019_wCTD_28,wCTD
54,2430,672834,388,134529,3,09182019_wCTD_28,wCTD
56,3311,879937,492,193570,3,09182019_wCTD_28,wCTD
57,2382,730875,333,142754,3,09182019_wCTD_28,wCTD
58,2012,674836,417,169689,3,09182019_wCTD_28,wCTD
59,4654,1313879,453,179636,3,09182019_wCTD_28,wCTD
60,2855,1075829,455,214927,3,09182019_wCTD_28,wCTD
61,4071,922866,409,124091,3,09182019_wCTD_28,wCTD
62,5098,1455632,451,180641,3,09182019_wCTD_28,wCTD
63,3968,1099545,382,145753,3,09182019_wCTD_28,wCTD
64,4208,1048237,432,151373,3,09182019_wCTD_28,wCTD
65,2645,802300,325,119418,3,09182019_wCTD_28,wCTD
66,2556,831849,492,207143,3,09182019_wCTD_28,wCTD
67,4762,1327055,479,185612,3,09182019_wCTD_28,wCTD
68,3914,998015,399,155500,3,09182019_wCTD_28,wCTD
69,2978,880287,418,159450,3,09182019_wCTD_28,wCTD
70,2909,806587,405,158017,3,09182019_wCTD_28,wCTD
