0.000000000000000000e+00,3.860000073909759521e-01,3.917999863624572754e-01,3.887000083923339844e-01,3.862999975681304932e-01,3.849000036716461182e-01,3.829999864101409912e-01,3.804000020027160645e-01
1.900277777777777954e-01,3.989999890327453613e-01,3.998999893665313721e-01,3.986999988555908203e-01,3.962000012397766113e-01,3.984999954700469971e-01,3.952000141143798828e-01,3.885999917984008789e-01
3.799722222222222667e-01,3.953000009059906006e-01,4.018000066280364990e-01,4.079000055789947510e-01,4.011000096797943115e-01,4.020000100135803223e-01,3.993000090122222900e-01,3.980000019073486328e-01
5.699166666666666270e-01,3.961000144481658936e-01,4.068000018596649170e-01,4.054000079631805420e-01,4.065999984741210938e-01,4.038000106811523438e-01,4.020000100135803223e-01,3.953000009059906006e-01
7.598333333333333606e-01,4.014999866485595703e-01,4.050000011920928955e-01,4.135999977588653564e-01,4.052999913692474365e-01,4.099999964237213135e-01,3.995999991893768311e-01,4.023000001907348633e-01
9.497777777777777208e-01,4.092999994754791260e-01,4.133999943733215332e-01,4.201000034809112549e-01,4.126000106334686279e-01,4.165000021457672119e-01,4.074000120162963867e-01,4.086999893188476562e-01
1.139722222222222303e+00,4.189000129699707031e-01,4.250999987125396729e-01,4.287999868392944336e-01,4.216000139713287354e-01,4.248999953269958496e-01,4.183000028133392334e-01,4.194000065326690674e-01
1.329638888888888815e+00,4.295000135898590088e-01,4.345000088214874268e-01,4.388999938964843750e-01,4.305999875068664551e-01,4.345999956130981445e-01,4.282999932765960693e-01,4.311000108718872070e-01
1.519583333333333286e+00,4.406000077724456787e-01,4.532999992370605469e-01,4.507000148296356201e-01,4.431999921798706055e-01,4.476000070571899414e-01,4.426000118255615234e-01,4.445999860763549805e-01
1.709500000000000020e+00,4.623999893665313721e-01,4.695000052452087402e-01,4.675000011920928955e-01,4.578999876976013184e-01,4.643999934196472168e-01,4.607999920845031738e-01,4.618000090122222900e-01
1.899444444444444491e+00,4.785000085830688477e-01,4.876999855041503906e-01,4.814999997615814209e-01,4.736000001430511475e-01,4.821000099182128906e-01,4.771000146865844727e-01,4.796999990940093994e-01
2.089388888888888740e+00,4.981999993324279785e-01,5.008000135421752930e-01,4.959999918937683105e-01,4.876999855041503906e-01,4.990000128746032715e-01,4.959000051021575928e-01,4.997999966144561768e-01
2.279305555555555696e+00,5.135999917984008789e-01,5.156000256538391113e-01,5.102000236511230469e-01,5.030999779701232910e-01,5.138999819755554199e-01,5.124999880790710449e-01,5.149000287055969238e-01
2.469249999999999723e+00,5.273000001907348633e-01,5.293999910354614258e-01,5.218999981880187988e-01,5.149999856948852539e-01,5.278000235557556152e-01,5.295000076293945312e-01,5.313000082969665527e-01
2.659194444444444638e+00,5.379999876022338867e-01,5.382999777793884277e-01,5.327000021934509277e-01,5.284000039100646973e-01,5.408999919891357422e-01,5.407000184059143066e-01,5.468000173568725586e-01
2.849111111111110706e+00,5.526000261306762695e-01,5.515999794006347656e-01,5.422999858856201172e-01,5.404000282287597656e-01,5.540000200271606445e-01,5.547999739646911621e-01,5.613999962806701660e-01
3.039055555555555621e+00,5.630999803543090820e-01,5.619000196456909180e-01,5.515999794006347656e-01,5.511000156402587891e-01,5.661000013351440430e-01,5.680000185966491699e-01,5.744000077247619629e-01
3.229000000000000092e+00,5.735999941825866699e-01,5.728999972343444824e-01,5.612999796867370605e-01,5.615000128746032715e-01,5.776000022888183594e-01,5.794000029563903809e-01,5.860999822616577148e-01
3.418916666666666604e+00,5.837000012397766113e-01,5.832999944686889648e-01,5.705999732017517090e-01,5.715000033378601074e-01,5.873000025749206543e-01,5.893999934196472168e-01,5.975999832153320312e-01
3.608861111111111075e+00,5.936999917030334473e-01,5.925999879837036133e-01,5.792999863624572754e-01,5.817000269889831543e-01,5.975000262260437012e-01,6.001999974250793457e-01,6.090999841690063477e-01
3.798805555555555546e+00,6.037999987602233887e-01,6.022999882698059082e-01,5.875999927520751953e-01,5.903999805450439453e-01,6.071000099182128906e-01,6.104000210762023926e-01,6.211000084877014160e-01
3.988722222222222058e+00,6.147000193595886230e-01,6.122999787330627441e-01,5.972999930381774902e-01,5.999000072479248047e-01,6.172000169754028320e-01,6.216999888420104980e-01,6.323000192642211914e-01
4.178666666666666529e+00,6.243000030517578125e-01,6.234999895095825195e-01,6.065999865531921387e-01,6.093999743461608887e-01,6.277999877929687500e-01,6.327999830245971680e-01,6.442999839782714844e-01
4.368611111111111001e+00,6.360999941825866699e-01,6.340000033378601074e-01,6.166999936103820801e-01,6.200000047683715820e-01,6.388999819755554199e-01,6.445999741554260254e-01,6.560999751091003418e-01
4.558555555555555472e+00,6.468999981880187988e-01,6.446999907493591309e-01,6.263999938964843750e-01,6.294999718666076660e-01,6.500999927520751953e-01,6.560999751091003418e-01,6.687999963760375977e-01
4.748472222222222427e+00,6.593999862670898438e-01,6.571000218391418457e-01,6.377000212669372559e-01,6.413000226020812988e-01,6.628999710083007812e-01,6.693000197410583496e-01,6.816999912261962891e-01
