0.000000000000000000e+00,7.412972999999999785e-03,1.073873200000000083e-02
1.247222222166666644e-01,1.141297299999999987e-02,1.573873199999999833e-02
2.486111111666666484e-01,9.412972999999999826e-03,1.273873199999999914e-02
3.719444445000000266e-01,8.412973000000000673e-03,1.273873199999999914e-02
4.958333333333333481e-01,8.412973000000000673e-03,1.173873199999999999e-02
6.194444444999999133e-01,1.041297300000000071e-02,1.373873200000000003e-02
7.433333333333334014e-01,9.412972999999999826e-03,1.273873199999999914e-02
8.672222221666666675e-01,1.041297300000000071e-02,1.273873199999999914e-02
9.911111111666667250e-01,1.141297299999999987e-02,1.273873199999999914e-02
1.114999999999999991e+00,1.241297300000000076e-02,1.573873199999999833e-02
1.238611111166666667e+00,1.241297300000000076e-02,1.573873199999999833e-02
1.362222222166666663e+00,1.241297300000000076e-02,1.673873199999999922e-02
1.485833333333333339e+00,1.141297299999999987e-02,1.373873200000000003e-02
1.609444444500000015e+00,1.141297299999999987e-02,1.373873200000000003e-02
1.733611111666666593e+00,1.341297299999999991e-02,1.673873199999999922e-02
1.857500000000000151e+00,1.341297299999999991e-02,1.673873199999999922e-02
1.981388888333333487e+00,1.141297299999999987e-02,1.373873200000000003e-02
2.105277778333333405e+00,1.141297299999999987e-02,1.373873200000000003e-02
2.228888888333333096e+00,1.441297300000000080e-02,1.773873200000000011e-02
2.352500000000000036e+00,1.641297300000000084e-02,1.973873199999999842e-02
2.475833333333333552e+00,1.641297300000000084e-02,1.973873199999999842e-02
2.599444445000000048e+00,1.141297299999999987e-02,1.473873199999999918e-02
2.722777778333333121e+00,1.341297299999999991e-02,1.673873199999999922e-02
2.846666666666666679e+00,1.341297299999999991e-02,1.673873199999999922e-02
2.970555554999999792e+00,1.641297300000000084e-02,1.973873199999999842e-02
3.094166666666666732e+00,1.341297299999999991e-02,1.673873199999999922e-02
3.217777778333333671e+00,1.341297299999999991e-02,1.673873199999999922e-02
3.341666666666666785e+00,1.441297300000000080e-02,1.673873199999999922e-02
3.465000000000000302e+00,1.241297300000000076e-02,1.473873199999999918e-02
3.588888888333333416e+00,1.241297300000000076e-02,1.473873199999999918e-02
3.712777778333333334e+00,1.141297299999999987e-02,1.473873199999999918e-02
3.836666666666666448e+00,1.241297300000000076e-02,1.473873199999999918e-02
3.960555555000000005e+00,1.241297300000000076e-02,1.473873199999999918e-02
4.084444444999999924e+00,1.341297299999999991e-02,1.673873199999999922e-02
4.208333333333333037e+00,1.141297299999999987e-02,1.473873199999999918e-02
4.331944445000000421e+00,1.341297299999999991e-02,1.673873199999999922e-02
4.461944445000000314e+00,1.141297299999999987e-02,1.573873199999999833e-02
4.585555555000000005e+00,1.341297299999999991e-02,1.773873200000000011e-02
4.709166666666666501e+00,1.441297300000000080e-02,1.673873199999999922e-02
